"package","source","homepage","vcs_browser","section"
"libcbf1t64","cbflib","http://www.bernstein-plus-sons.com/software/CBF/","","libs"
"libcbor-dev","libcbor","https://github.com/PJK/libcbor","","libdevel"
"libcbor0.10","libcbor","https://github.com/PJK/libcbor","","libs"
"libcc1-0","gcc-14","http://gcc.gnu.org/","","libs"
"libccd-dev","libccd","http://libccd.danfis.cz/","","libdevel"
"libccd2","libccd","http://libccd.danfis.cz/","","libs"
"libccfits-dev","ccfits","http://heasarc.gsfc.nasa.gov/fitsio/CCfits/","","libdevel"
"libccfits0v5","ccfits","http://heasarc.gsfc.nasa.gov/fitsio/CCfits/","","libs"
"libccid","ccid","https://ccid.apdu.fr/","","libs"
"libccolamd3","suitesparse","http://suitesparse.com","","libs"
"libcconv-dev","cconv","http://code.google.com/p/cconv/","","libdevel"
"libcconv0","cconv","http://code.google.com/p/cconv/","","libs"
"libccp4-data","libccp4","https://www.ccp4.ac.uk/","","libdevel"
"libccp4-dev","libccp4","https://www.ccp4.ac.uk/","","libdevel"
"libccp4c0t64","libccp4","https://www.ccp4.ac.uk/","","libs"
"libccp4f0t64","libccp4","https://www.ccp4.ac.uk/","","libs"
"libccrtp-dev","libccrtp","http://www.gnu.org/software/ccrtp/","","libdevel"
"libccrtp2t64","libccrtp","http://www.gnu.org/software/ccrtp/","","libs"
"libcctbx0","cctbx","https://github.com/cctbx/cctbx_project","","libs"
"libcctz-dev","cctz","https://github.com/google/cctz","","libdevel"
"libcctz2.4","cctz","https://github.com/google/cctz","","libs"
"libcdaudio-dev","libcdaudio","http://libcdaudio.sourceforge.net/","","libdevel"
"libcdaudio1","libcdaudio","http://libcdaudio.sourceforge.net/","","libs"
"libcdb-dev","tinycdb","http://www.corpit.ru/mjt/tinycdb.html","","libdevel"
"libcdb-file-perl","libcdb-file-perl","https://metacpan.org/release/CDB_File","","perl"
"libcdb1","tinycdb","http://www.corpit.ru/mjt/tinycdb.html","","libs"
"libcdd-dev","cddlib","https://github.com/cddlib/cddlib","","libdevel"
"libcdd0t64","cddlib","https://github.com/cddlib/cddlib","","libs"
"libcddb2","libcddb","http://libcddb.sourceforge.net","","libs"
"libcddb2-dev","libcddb","http://libcddb.sourceforge.net","","libdevel"
"libcdi-dev","cdo","https://code.mpimet.mpg.de/projects/cdo","","libdevel"
"libcdi0","cdo","https://code.mpimet.mpg.de/projects/cdo","","libs"
"libcdio++-dev","libcdio","https://www.gnu.org/software/libcdio/","","libdevel"
"libcdio++1t64","libcdio","https://www.gnu.org/software/libcdio/","","libs"
"libcdio-cdda-dev","libcdio-paranoia","https://www.gnu.org/software/libcdio/","","libdevel"
"libcdio-cdda2t64","libcdio-paranoia","https://www.gnu.org/software/libcdio/","","libs"
"libcdio-dev","libcdio","https://www.gnu.org/software/libcdio/","","libdevel"
"libcdio-paranoia-dev","libcdio-paranoia","https://www.gnu.org/software/libcdio/","","libdevel"
"libcdio-paranoia2t64","libcdio-paranoia","https://www.gnu.org/software/libcdio/","","libs"
"libcdio19t64","libcdio","https://www.gnu.org/software/libcdio/","","libs"
"libcdk5-dev","libcdk5","http://invisible-island.net/cdk","","libdevel"
"libcdk5t64","libcdk5","http://invisible-island.net/cdk","","libs"
"libcdparanoia-dev","cdparanoia","https://www.xiph.org/paranoia/","","libdevel"
"libcdparanoia0","cdparanoia","https://www.xiph.org/paranoia/","","libs"
"libcdr-0.1-1","libcdr","http://freedesktop.org/wiki/Software/libcdr","","libs"
"libcdr-dev","libcdr","http://freedesktop.org/wiki/Software/libcdr","","libdevel"
"libcds-dev","libcds","https://github.com/khizmax/libcds","","libdevel"
"libcds2.3.3t64","libcds","https://github.com/khizmax/libcds","","libs"
"libcdt5","graphviz","https://www.graphviz.org/","","libs"
"libcec-dev","libcec","http://libcec.pulse-eight.com/","","libdevel"
"libcec7","libcec","http://libcec.pulse-eight.com/","","libs"
"libcegui-mk2-0.8.7t64","cegui-mk2","https://www.cegui.org.uk/","","libs"
"libcegui-mk2-dev","cegui-mk2","https://www.cegui.org.uk/","","libdevel"
"libcephfs-dev","ceph","http://ceph.com/","","libdevel"
"libcephfs-jni","ceph","http://ceph.com/","","libs"
"libcephfs2","ceph","http://ceph.com/","","libs"
"libcereal-dev","libcereal","https://uscilab.github.io/cereal/","","libdevel"
"libceres-dev","ceres-solver","http://ceres-solver.org","","libdevel"
"libceres4t64","ceres-solver","http://ceres-solver.org","","libs"
"libcerf-dev","libcerf","https://jugit.fz-juelich.de/mlz/libcerf","","libdevel"
"libcerf2","libcerf","https://jugit.fz-juelich.de/mlz/libcerf","","libs"
"libcexceptions-dev","cod-tools","https://wiki.crystallography.net/cod-tools","","libdevel"
"libcexceptions0","cod-tools","https://wiki.crystallography.net/cod-tools","","libs"
"libcext-dev","cpl","https://www.eso.org/sci/software/cpl/","","libdevel"
"libcext0","cpl","https://www.eso.org/sci/software/cpl/","","libs"
"libcfg-dev","corosync","https://corosync.github.io/corosync/","","libdevel"
"libcfg7","corosync","https://corosync.github.io/corosync/","","libs"
"libcfitsio-dev","cfitsio","https://heasarc.gsfc.nasa.gov/fitsio/fitsio.html","","libdevel"
"libcfitsio10t64","cfitsio","https://heasarc.gsfc.nasa.gov/fitsio/fitsio.html","","libs"
"libcg3-dev","cg3","https://edu.visl.dk/cg3.html","","libdevel"
"libcgal-dev","cgal","https://www.cgal.org/","","libdevel"
"libcgal-qt6-dev","cgal","https://www.cgal.org/","","libdevel"
"libcgi-struct-xs-perl","libcgi-struct-xs-perl","https://metacpan.org/release/CGI-Struct-XS","","perl"
"libcgicc-dev","libcgicc","http://www.gnu.org/software/cgicc/","","libdevel"
"libcgicc3","libcgicc","http://www.gnu.org/software/cgicc/","","libs"
"libcgif-dev","cgif","https://github.com/dloebl/cgif","","libdevel"
"libcgif0","cgif","https://github.com/dloebl/cgif","","libs"
"libcglm-dev","cglm","https://github.com/recp/cglm","","libdevel"
"libcglm0","cglm","https://github.com/recp/cglm","","libs"
"libcgns-dev","libcgns","https://cgns.github.io","","libdevel"
"libcgns3.4","libcgns","https://cgns.github.io","","libs"
"libcgraph6","graphviz","https://www.graphviz.org/","","libs"
"libcgreen1","cgreen","https://github.com/cgreen-devs/cgreen","","libs"
"libcgreen1-dev","cgreen","https://github.com/cgreen-devs/cgreen","","libdevel"
"libcgroup-dev","libcgroup","https://libcg.sourceforge.net/","","libdevel"
"libcgroup3","libcgroup","https://libcg.sourceforge.net/","","libs"
"libcgsi-gsoap-dev","cgsi-gsoap","https://dmc-docs.web.cern.ch/dmc-docs/cgsi-gsoap.html","","libdevel"
"libcgsi-gsoap1t64","cgsi-gsoap","https://dmc-docs.web.cern.ch/dmc-docs/cgsi-gsoap.html","","libs"
"libchafa-dev","chafa","https://hpjansson.org/chafa/","","libdevel"
"libchafa0t64","chafa","https://hpjansson.org/chafa/","","libs"
"libchamplain-0.12-0","libchamplain","https://wiki.gnome.org/Projects/libchamplain","","libs"
"libchamplain-0.12-dev","libchamplain","https://wiki.gnome.org/Projects/libchamplain","","libdevel"
"libchamplain-gtk-0.12-0","libchamplain","https://wiki.gnome.org/Projects/libchamplain","","libs"
"libchamplain-gtk-0.12-dev","libchamplain","https://wiki.gnome.org/Projects/libchamplain","","libdevel"
"libchardet-dev","libchardet","https://github.com/Joungkyun/libchardet","","libdevel"
"libchardet1t64","libchardet","https://github.com/Joungkyun/libchardet","","libs"
"libcharls-dev","charls","https://github.com/team-charls/charls","","libdevel"
"libcharls2","charls","https://github.com/team-charls/charls","","libs"
"libchasen-dev","chasen","https://chasen-legacy.osdn.jp/","","libdevel"
"libchasen2","chasen","https://chasen-legacy.osdn.jp/","","libs"
"libchdr-dev","libchdr","https://github.com/rtissera/libchdr","","libdevel"
"libchdr0","libchdr","https://github.com/rtissera/libchdr","","libs"
"libchealpix-dev","chealpix","http://healpix.sourceforge.net","","libdevel"
"libchealpix0","chealpix","http://healpix.sourceforge.net","","libs"
"libcheese-dev","cheese","https://wiki.gnome.org/Apps/Cheese","","libdevel"
"libcheese-gtk-dev","cheese","https://wiki.gnome.org/Apps/Cheese","","libdevel"
"libcheese-gtk25","cheese","https://wiki.gnome.org/Apps/Cheese","","libs"
"libcheese8","cheese","https://wiki.gnome.org/Apps/Cheese","","libs"
"libchemistry-openbabel-perl","openbabel","https://openbabel.org","","perl"
"libchewing3","libchewing","https://chewing.im","","libs"
"libchewing3-dev","libchewing","https://chewing.im","","libdevel"
"libchicken-dev","chicken","http://www.call-cc.org","","libdevel"
"libchicken11t64","chicken","http://www.call-cc.org","","libs"
"libchipcard-data","libchipcard","https://www.aquamaniac.de/rdm/projects/libchipcard","","libs"
"libchipcard-dev","libchipcard","https://www.aquamaniac.de/rdm/projects/libchipcard","","libdevel"
"libchipcard-tools","libchipcard","https://www.aquamaniac.de/rdm/projects/libchipcard","","misc"
"libchipcard6t64","libchipcard","https://www.aquamaniac.de/rdm/projects/libchipcard","","libs"
"libchipmunk-dev","chipmunk","https://chipmunk-physics.net/","","libdevel"
"libchipmunk7","chipmunk","https://chipmunk-physics.net/","","libs"
"libchise-dev","chise-base","","","libdevel"
"libchise1t64","chise-base","","","libs"
"libchm-bin","chmlib","https://github.com/jedwing/CHMLib","","libdevel"
"libchm-dev","chmlib","https://github.com/jedwing/CHMLib","","libdevel"
"libchm1","chmlib","https://github.com/jedwing/CHMLib","","libs"
"libcholmod5","suitesparse","http://suitesparse.com","","libs"
"libchromaprint-dev","chromaprint","https://acoustid.org/chromaprint","","libdevel"
"libchromaprint1","chromaprint","https://acoustid.org/chromaprint","","libs"
"libcib54","pacemaker","https://www.clusterlabs.org/","","libs"
"libcidr-dev","libcidr","https://www.over-yonder.net/~fullermd/projects/libcidr","","libdevel"
"libcidr0","libcidr","https://www.over-yonder.net/~fullermd/projects/libcidr","","libs"
"libcif-dev","cif-api","https://github.com/COMCIFS/cif_api","","libdevel"
"libcif1","cif-api","https://github.com/COMCIFS/cif_api","","libs"
"libcifpp-data","libcifpp","https://github.com/PDB-REDO/libcifpp","","libs"
"libcifpp-dev","libcifpp","https://github.com/PDB-REDO/libcifpp","","libdevel"
"libcifpp7","libcifpp","https://github.com/PDB-REDO/libcifpp","","libs"
"libcifti-dev","ciftilib","https://github.com/Washington-University/CiftiLib","","libdevel"
"libcifti0t64","ciftilib","https://github.com/Washington-University/CiftiLib","","libs"
"libcinnamon-control-center-dev","cinnamon-control-center","http://cinnamon.linuxmint.com/","","libdevel"
"libcinnamon-control-center1","cinnamon-control-center","http://cinnamon.linuxmint.com/","","libs"
"libcinnamon-desktop-dev","cinnamon-desktop","http://cinnamon.linuxmint.com/","","libdevel"
"libcinnamon-desktop4t64","cinnamon-desktop","http://cinnamon.linuxmint.com/","","libs"
"libcinnamon-menu-3-0","cinnamon-menus","http://cinnamon.linuxmint.com","","libs"
"libcinnamon-menu-3-dev","cinnamon-menus","http://cinnamon.linuxmint.com","","libdevel"
"libcitadel-dev","libcitadel","https://www.citadel.org/","","libdevel"
"libcitadel4","libcitadel","https://www.citadel.org/","","libs"
"libcitygml-dev","libcitygml","https://github.com/jklimke/libcitygml","","libdevel"
"libcitygml2","libcitygml","https://github.com/jklimke/libcitygml","","libs"
"libcivetweb-dev","civetweb","https://github.com/civetweb/civetweb/","","libdevel"
"libcivetweb1","civetweb","https://github.com/civetweb/civetweb/","","libs"
"libcjose-dev","cjose","https://github.com/OpenIDC/cjose","","libdevel"
"libcjose0","cjose","https://github.com/OpenIDC/cjose","","libs"
"libcjs-dev","cjs","https://github.com/linuxmint/cjs","","libdevel"
"libcjs0","cjs","https://github.com/linuxmint/cjs","","libs"
"libcjson-dev","cjson","https://github.com/DaveGamble/cJSON","","libdevel"
"libcjson1","cjson","https://github.com/DaveGamble/cJSON","","libs"
"libck-connector-dev","consolekit2","https://consolekit2.github.io/ConsoleKit2","","libdevel"
"libck-connector0","consolekit2","https://consolekit2.github.io/ConsoleKit2","","libs"
"libck-dev","ck","http://concurrencykit.org","","libdevel"
"libck0t64","ck","http://concurrencykit.org","","libs"
"libckyapplet1-dev","coolkey","http://directory.fedoraproject.org/wiki/CoolKey","","devel"
"libckyapplet1t64","coolkey","http://directory.fedoraproject.org/wiki/CoolKey","","libs"
"libclalsadrv-dev","clalsadrv","http://kokkinizita.linuxaudio.org/linuxaudio/index.html","","libdevel"
"libclalsadrv2t64","clalsadrv","http://kokkinizita.linuxaudio.org/linuxaudio/index.html","","libs"
"libclamav-dev","clamav","https://www.clamav.net/","","libdevel"
"libclamav12","clamav","https://www.clamav.net/","","libs"
"libclanapp-1.0t64","clanlib","https://github.com/sphair/ClanLib","","libs"
"libclang-17-dev","llvm-toolchain-17","https://www.llvm.org/","","libdevel"
"libclang-18-dev","llvm-toolchain-18","https://www.llvm.org/","","libdevel"
"libclang-19-dev","llvm-toolchain-19","https://www.llvm.org/","","libdevel"
"libclang-common-17-dev","llvm-toolchain-17","https://www.llvm.org/","","libdevel"
"libclang-common-18-dev","llvm-toolchain-18","https://www.llvm.org/","","libdevel"
"libclang-common-19-dev","llvm-toolchain-19","https://www.llvm.org/","","libdevel"
"libclang-cpp-dev","llvm-defaults","","","libdevel"
"libclang-cpp17-dev","llvm-toolchain-17","https://www.llvm.org/","","libdevel"
"libclang-cpp17t64","llvm-toolchain-17","https://www.llvm.org/","","libs"
"libclang-cpp18","llvm-toolchain-18","https://www.llvm.org/","","libs"
"libclang-cpp18-dev","llvm-toolchain-18","https://www.llvm.org/","","libdevel"
"libclang-cpp19","llvm-toolchain-19","https://www.llvm.org/","","libs"
"libclang-cpp19-dev","llvm-toolchain-19","https://www.llvm.org/","","libdevel"
"libclang-dev","llvm-defaults","","","libdevel"
"libclang-rt-17-dev","llvm-toolchain-17","https://www.llvm.org/","","libdevel"
"libclang-rt-17-dev-wasm32","llvm-toolchain-17","https://www.llvm.org/","","libdevel"
"libclang-rt-17-dev-wasm64","llvm-toolchain-17","https://www.llvm.org/","","libdevel"
"libclang-rt-18-dev","llvm-toolchain-18","https://www.llvm.org/","","libdevel"
"libclang-rt-18-dev-wasm32","llvm-toolchain-18","https://www.llvm.org/","","libdevel"
"libclang-rt-18-dev-wasm64","llvm-toolchain-18","https://www.llvm.org/","","libdevel"
"libclang-rt-19-dev","llvm-toolchain-19","https://www.llvm.org/","","libdevel"
"libclang-rt-19-dev-wasm32","llvm-toolchain-19","https://www.llvm.org/","","libdevel"
"libclang-rt-19-dev-wasm64","llvm-toolchain-19","https://www.llvm.org/","","libdevel"
"libclang-rt-dev","llvm-defaults","","","libdevel"
"libclang-rt-dev-wasm32","llvm-defaults","","","libdevel"
"libclang-rt-dev-wasm64","llvm-defaults","","","libdevel"
"libclang1","llvm-defaults","","","libs"
"libclang1-17t64","llvm-toolchain-17","https://www.llvm.org/","","libs"
"libclang1-18","llvm-toolchain-18","https://www.llvm.org/","","libs"
"libclang1-19","llvm-toolchain-19","https://www.llvm.org/","","libs"
"libclanlib-dev","clanlib","https://github.com/sphair/ClanLib","","libdevel"
"libclass-load-xs-perl","libclass-load-xs-perl","https://metacpan.org/release/Class-Load-XS","","perl"
"libclass-loader-dev","ros-class-loader","https://wiki.ros.org/class_loader","","libdevel"
"libclass-loader3d","ros-class-loader","https://wiki.ros.org/class_loader","","libs"
"libclass-xsaccessor-perl","libclass-xsaccessor-perl","https://metacpan.org/release/Class-XSAccessor","","perl"
"libclaw-application-dev","libclaw","http://libclaw.sourceforge.net","","libdevel"
"libclaw-application1t64","libclaw","http://libclaw.sourceforge.net","","libs"
"libclaw-configuration-file-dev","libclaw","http://libclaw.sourceforge.net","","libdevel"
"libclaw-configuration-file1t64","libclaw","http://libclaw.sourceforge.net","","libs"
"libclaw-dev","libclaw","http://libclaw.sourceforge.net","","libdevel"
"libclaw-dynamic-library-dev","libclaw","http://libclaw.sourceforge.net","","libdevel"
"libclaw-dynamic-library1t64","libclaw","http://libclaw.sourceforge.net","","libs"
"libclaw-graphic-dev","libclaw","http://libclaw.sourceforge.net","","libdevel"
"libclaw-graphic1t64","libclaw","http://libclaw.sourceforge.net","","libs"
"libclaw-logger-dev","libclaw","http://libclaw.sourceforge.net","","libdevel"
"libclaw-logger1t64","libclaw","http://libclaw.sourceforge.net","","libs"
"libclaw-net-dev","libclaw","http://libclaw.sourceforge.net","","libdevel"
"libclaw-net1t64","libclaw","http://libclaw.sourceforge.net","","libs"
"libclaw-tween-dev","libclaw","http://libclaw.sourceforge.net","","libdevel"
"libclaw-tween1t64","libclaw","http://libclaw.sourceforge.net","","libs"
"libclaws-mail-dev","claws-mail","https://www.claws-mail.org","","devel"
"libclblast-dev","clblast","https://cnugteren.github.io/clblast/clblast.html","","libdevel"
"libclblast1","clblast","https://cnugteren.github.io/clblast/clblast.html","","libs"
"libclc-17","llvm-toolchain-17","https://www.llvm.org/","","libs"
"libclc-17-dev","llvm-toolchain-17","https://www.llvm.org/","","libdevel"
"libclc-18","llvm-toolchain-18","https://www.llvm.org/","","libs"
"libclc-18-dev","llvm-toolchain-18","https://www.llvm.org/","","libdevel"
"libclc-19","llvm-toolchain-19","https://www.llvm.org/","","libs"
"libclc-19-dev","llvm-toolchain-19","https://www.llvm.org/","","libdevel"
"libcld2-0","cld2","https://github.com/CLD2Owners/cld2/","","libs"
"libcld2-dev","cld2","https://github.com/CLD2Owners/cld2/","","libdevel"
"libcleri-dev","libcleri","https://github.com/cesbit/libcleri","","libdevel"
"libcleri1","libcleri","https://github.com/cesbit/libcleri","","libs"
