"package","github_repo","git","eco_guess","llm_guess","debian_avg_downloads","homebrew_avg_downloads","downloads_score","pagerank","value_class","license"
"debian:libcurl3","","","","","24224","0","33671","0.00002537","D",""
"debian:libsensors4","","","","","24130","0","33540","0.00002527","D",""
"ksshaskpass","","https://invent.kde.org/plasma/ksshaskpass","","","24114","0","33518","0.00002526","D",""
"debian:libfluidsynth1","","","","","24103","0","33503","0.00002525","D",""
"plasma-desktop","","https://invent.kde.org/plasma/plasma-desktop","","","24096","0","33493","0.00002524","D",""
"libavtp","Avnu/libavtp","https://github.com/avnu/libavtp.git","","","22885","0","31810","0.00002520","D",""
"baloo","","https://invent.kde.org/frameworks/baloo","","","22288","0","30980","0.00002515","D",""
"debian:libtracker-sparql-3.0-0","","","","","23995","0","33353","0.00002513","D",""
"kmenuedit","","https://invent.kde.org/plasma/kmenuedit","","","23961","0","33305","0.00002510","D",""
"iftop","","https://salsa.debian.org/debian/iftop.git","git","","23968","0","33315","0.00002510","D",""
"arpack-ng","opencollab/arpack-ng","https://github.com/opencollab/arpack-ng.git","","","23235","0","32296","0.00002509","D",""
"gwenview","","https://salsa.debian.org/qt-kde-team/kde/gwenview.git","git","","23948","0","33287","0.00002508","D",""
"dvdauthor","","https://salsa.debian.org/multimedia-team/dvdauthor.git","git","","23925","0","33255","0.00002506","D",""
"ktexteditor","","https://invent.kde.org/frameworks/ktexteditor","","","23164","0","32197","0.00002502","D",""
"ladspa","","","","","0","13281","13281","0.00002500","D",""
"konqueror","","https://salsa.debian.org/qt-kde-team/kde/konqueror.git","git","","23857","0","33161","0.00002499","D",""
"libdbi","","","","","23191","0","32235","0.00002498","D",""
"ark","","https://salsa.debian.org/qt-kde-team/kde/ark.git","git","","23843","0","33141","0.00002497","D",""
"kamera","","https://salsa.debian.org/qt-kde-team/kde/kamera.git","git","","23785","0","33061","0.00002491","D",""
"libkf5kexiv2","","https://invent.kde.org/graphics/libkexiv2","","","23764","0","33031","0.00002489","D",""
"aws-c-compression","awslabs/aws-c-compression","https://github.com/awslabs/aws-c-compression.git","","","0","17968","17968","0.00002485","D","apache-2.0"
"debian:gir1.2-mutter-11","","","","","23675","0","32908","0.00002480","D",""
"kdepim-runtime","","https://invent.kde.org/pim/kdepim-runtime","","","22585","0","31393","0.00002477","D",""
"sfcgal","","https://gitlab.com/sfcgal/sfcgal.git","","","90","30595","30720","0.00002473","D","lgpl-2.0-or-later"
"gtest","google/googletest","https://github.com/google/googletest.git","","","1488","28786","30854","0.00002463","D",""
"kinfocenter","","https://invent.kde.org/plasma/kinfocenter","","","23504","0","32670","0.00002462","D",""
"kcalc","","https://salsa.debian.org/qt-kde-team/kde/kcalc.git","git","","23494","0","32656","0.00002461","D",""
"perl:libintl-perl","","","","","23494","0","32656","0.00002461","D",""
"opensc","OpenSC/OpenSC","https://github.com/opensc/opensc.git","","","23462","0","32612","0.00002457","D",""
"charls","team-charls/charls","https://github.com/team-charls/charls.git","","","22418","0","31161","0.00002449","D",""
"bluedevil","","https://invent.kde.org/plasma/bluedevil","","","23338","0","32439","0.00002444","D",""
"powerdevil","","https://invent.kde.org/plasma/powerdevil","","","23267","0","32341","0.00002437","D",""
"packagekit-qt","","https://salsa.debian.org/pkgutopia-team/packagekit-qt.git","git","","20658","0","28714","0.00002433","D",""
"webrtc-audio-processing","","https://salsa.debian.org/pulseaudio-team/webrtc-audio-processing.git","git","","12738","0","17705","0.00002426","D",""
"kdnssd","","https://invent.kde.org/frameworks/kdnssd","","","23141","0","32165","0.00002424","D",""
"clamav","Cisco-Talos/clamav","https://github.com/cisco-talos/clamav.git","","","11163","16475","31991","0.00002411","D","gpl-2.0-or-later"
"perl:sereal-encoder","","","","","23006","0","31978","0.00002410","D",""
"perl:sereal-decoder","","","","","23000","0","31969","0.00002409","D",""
"draco-3d-compression","google/draco","https://github.com/google/draco.git","","","596","0","828","0.00002406","D",""
"kdeplasma-addons","","https://invent.kde.org/plasma/kdeplasma-addons","","","22906","0","31839","0.00002399","D",""
"aws-c-mqtt","awslabs/aws-c-mqtt","https://github.com/awslabs/aws-c-mqtt.git","","","0","26269","26269","0.00002387","D","apache-2.0"
"sweeper","","https://salsa.debian.org/qt-kde-team/kde/sweeper.git","git","","22764","0","31641","0.00002384","D",""
"gumbo-parser","","https://codeberg.org/gumbo-parser/gumbo-parser.git","","","2194","8722","11771","0.00002366","D","apache-2.0"
"libkolabxml","","https://git.kolab.org/diffusion/lkx/","","","22198","0","30855","0.00002363","D",""
"openslide","openslide/openslide","https://github.com/openslide/openslide.git","","","1157","28206","29814","0.00002363","D","lgpl-2.1-only"
"kactivities-stats","","https://invent.kde.org/frameworks/kactivities-stats","","","22470","0","31233","0.00002354","D",""
"mecab-ipadic","taku910/mecab","https://github.com/taku910/mecab.git","git,github","","0","25771","25771","0.00002354","D","naist-2003"
"debian:libpng12-0","","","","","22473","0","31237","0.00002354","D",""
"kdesu","","https://invent.kde.org/frameworks/kdesu","","","21872","0","30402","0.00002352","D",""
"libultrahdr","google/libultrahdr","https://github.com/google/libultrahdr.git","","","0","9171","9171","0.00002352","D","apache-2.0"
"debian:python-openssl","","","","","22379","0","31106","0.00002344","D",""
"libdisplay-info","","https://gitlab.freedesktop.org/emersion/libdisplay-info.git","","","20988","0","29173","0.00002341","D",""
"fyba","kartverket/fyba","https://github.com/kartverket/fyba.git","","","20825","0","28946","0.00002339","D",""
"dragon-player","","","","","22237","0","30909","0.00002329","D",""
"roc-toolkit","","https://salsa.debian.org/multimedia-team/roc-toolkit.git","git","","19740","0","27438","0.00002329","D",""
"juk","","https://salsa.debian.org/qt-kde-team/kde/juk.git","git","","22200","0","30857","0.00002325","D",""
"matio","tbeu/matio","https://github.com/tbeu/matio.git","","","476","28549","29210","0.00002318","D",""
"libkdcraw","","https://invent.kde.org/graphics/libkdcraw","","","21479","0","29855","0.00002304","D",""
"libusrsctp","sctplab/usrsctp","https://github.com/sctplab/usrsctp.git","","","139","24363","24556","0.00002303","D","bsd-3-clause"
"debian:odbcinst1debian2","","","","","21965","0","30531","0.00002301","D",""
"libkgapi","","https://invent.kde.org/pim/libkgapi","","","21053","0","29263","0.00002297","D",""
"perl:cpanel-json-xs","","","","","21923","0","30472","0.00002296","D",""
"kaddressbook","","https://invent.kde.org/pim/kaddressbook","","","21902","0","30443","0.00002294","D",""
"korganizer","","https://salsa.debian.org/qt-kde-team/kde/korganizer.git","git","","21876","0","30407","0.00002291","D",""
"kholidays","","https://invent.kde.org/frameworks/kholidays","","","20968","0","29145","0.00002290","D",""
"enca","","https://salsa.debian.org/debian/enca.git","git","","21675","0","30128","0.00002288","D",""
"akregator","","https://salsa.debian.org/qt-kde-team/kde/akregator.git","git","","21834","0","30349","0.00002287","D",""
"plasma-activities","","https://invent.kde.org/plasma/plasma-activities","","","13813","0","19200","0.00002284","D",""
"perl:devel-globaldestruction","","","","","21755","0","30239","0.00002279","D",""
"kmail","","https://salsa.debian.org/qt-kde-team/kde/kmail.git","git","","21719","0","30189","0.00002275","D",""
"ogdi-dfsg","","https://salsa.debian.org/debian-gis-team/ogdi-dfsg.git","git","","20081","0","27912","0.00002261","D",""
"meanwhile","obriencj/meanwhile","https://github.com/obriencj/meanwhile.git","","","21207","0","29477","0.00002261","D",""
"snapd-glib","snapcore/snapd-glib","https://github.com/snapcore/snapd-glib.git","","","21585","0","30003","0.00002261","D",""
"lshw","lyonel/lshw","https://github.com/lyonel/lshw.git","","","21445","0","29808","0.00002246","D",""
"gtkmm","","","","","14130","0","19640","0.00002245","D",""
"tslib","microsoft/tslib","https://github.com/microsoft/tslib.git","","","12932","0","17975","0.00002241","D",""
"debian:libxapian22","","","","","21388","0","29729","0.00002240","D",""
"networkmanager-qt","","https://invent.kde.org/frameworks/networkmanager-qt","","","20735","0","28821","0.00002225","D",""
"liblc3","google/liblc3","https://github.com/google/liblc3.git","","","17550","0","24394","0.00002222","D",""
"libdiscid","","https://salsa.debian.org/multimedia-team/libdiscid.git","git","","20439","0","28410","0.00002222","D",""
"kuserfeedback","","https://invent.kde.org/frameworks/kuserfeedback","","","18213","0","25316","0.00002214","D",""
"libxft","","https://gitlab.freedesktop.org/xorg/lib/libxft.git","git","","0","16754","16754","0.00002213","D","mit"
"kcalcore","","https://invent.kde.org/frameworks/kcalendarcore","","","19048","0","26476","0.00002212","D",""
"python:pylibacl","","","","","19372","0","26927","0.00002211","D",""
"debian:libdolphinvcs5","","","","","20966","0","29142","0.00002196","D",""
"kmag","","https://salsa.debian.org/qt-kde-team/kde/kmag.git","git","","20931","0","29094","0.00002192","D",""
"zxcvbn-c","tsyrogit/zxcvbn-c","https://github.com/tsyrogit/zxcvbn-c.git","","","19678","0","27352","0.00002172","D",""
"sombok","hatukanezumi/sombok","https://github.com/hatukanezumi/sombok.git","","","17707","0","24612","0.00002170","D",""
"kyotocabinet","","https://salsa.debian.org/debian/kyotocabinet.git","git","","20306","0","28225","0.00002166","D",""
"libxml++","","","","","18656","0","25931","0.00002163","D",""
"kmouth","","https://salsa.debian.org/qt-kde-team/kde/kmouth.git","git","","20518","0","28520","0.00002149","D",""
"libart-lgpl","","","","","19052","0","26482","0.00002146","D",""
"parole","","https://salsa.debian.org/xfce-team/apps/parole.git","git","","20482","0","28469","0.00002145","D",""
"kmousetool","","https://salsa.debian.org/qt-kde-team/kde/kmousetool.git","git","","20409","0","28368","0.00002138","D",""
"debian:libavdevice59","","","","","20410","0","28369","0.00002138","D",""
"ffmpegthumbnailer","dirkvdb/ffmpegthumbnailer","https://github.com/dirkvdb/ffmpegthumbnailer.git","","","18753","0","26066","0.00002133","D",""
"debian:python-dbus","","","","","20334","0","28264","0.00002130","D",""
"debian:kate5-data","","","","","20226","0","28114","0.00002118","D",""
"kross","","https://invent.kde.org/frameworks/kross","","","20165","0","28029","0.00002112","D",""
"telepathy-glib","","https://salsa.debian.org/telepathy-team/telepathy-glib.git","git","","14548","0","20221","0.00002112","D",""
"kimageannotator","ksnip/kImageAnnotator","https://github.com/ksnip/kimageannotator.git","","","19620","0","27271","0.00002110","D",""
"libdebian-installer","","https://salsa.debian.org/installer-team/libdebian-installer.git","git","","646","0","897","0.00002109","D",""
"zziplib","gdraheim/zziplib","https://github.com/gdraheim/zziplib.git","","","20064","0","27888","0.00002101","D",""
"teckit","silnrsi/teckit","https://github.com/silnrsi/teckit.git","","","20030","0","27841","0.00002098","D",""
"luajit-misnamed","openresty/luajit2","https://github.com/openresty/luajit2.git","","","18945","0","26333","0.00002093","D",""
"kpeoplevcard","","https://salsa.debian.org/qt-kde-team/kde/kpeoplevcard.git","git","","19960","0","27744","0.00002091","D",""
"gsettings-qt","","https://gitlab.com/ubports/development/core/gsettings-qt.git","","","19953","0","27734","0.00002090","D",""
"debian:python-lxml","","","","","19932","0","27705","0.00002088","D",""
"libnetfilter-acct","","https://salsa.debian.org/pkg-netfilter-team/pkg-libnetfilter-acct.git","git","","19912","0","27677","0.00002086","D",""
"libqalculate","","https://salsa.debian.org/debian/libqalculate.git","git","","19891","0","27648","0.00002083","D",""
"libqaccessibilityclient","","https://invent.kde.org/libraries/libqaccessibilityclient","","","18368","0","25531","0.00002079","D",""
"litehtml","litehtml/litehtml","https://github.com/litehtml/litehtml.git","","","939","14504","15809","0.00002078","D","bsd-3-clause"
"libtextwrap","","https://salsa.debian.org/debian/libtextwrap.git","git","","340","0","472","0.00002077","D",""
"kunitconversion","","https://invent.kde.org/frameworks/kunitconversion","","","19188","0","26671","0.00002074","D",""
"trousers","","","","","18668","0","25948","0.00002072","D",""
"breeze-icons","","https://invent.kde.org/frameworks/breeze-icons","","","14883","0","20687","0.00002064","D",""
"socket++","malaterre/socketxx-1","https://github.com/malaterre/socketxx-1.git","","","18730","0","26034","0.00002062","D",""
"xdg-utils-cxx","azubieta/xdg-utils-cxx","https://github.com/azubieta/xdg-utils-cxx.git","","","18688","0","25976","0.00002058","D",""
"libgadu","","https://salsa.debian.org/debian/libgadu.git","git","","19192","0","26676","0.00002050","D",""
"debconf-kde","","https://salsa.debian.org/qt-kde-team/extras/debconf-kde.git","git","","19546","0","27168","0.00002047","D",""
"kdecoration","","https://invent.kde.org/plasma/kdecoration","","","19513","0","27123","0.00002044","D",""
"debian:gconf2","","","","","19474","0","27068","0.00002040","D",""
"qtkeychain","frankosterfeld/qtkeychain","https://github.com/frankosterfeld/qtkeychain.git","","","16238","0","22570","0.00002038","D",""
"perl:mouse","","","","","19384","0","26943","0.00002030","D",""
"dracut","dracut-ng/dracut-ng","https://github.com/dracut-ng/dracut-ng.git","","","19340","0","26882","0.00002026","D",""
"partitionmanager","","https://salsa.debian.org/qt-kde-team/kde/partitionmanager.git","git","","19324","0","26860","0.00002024","D",""
"qtquickeffectmaker","","","","","0","14980","14980","0.00002015","D","(gpl-3.0-only with qt-gpl-exception-1.0) and bsd-3-clause"
"qtquick3dphysics","","","","","0","14962","14962","0.00002014","D","gpl-3.0-only and (gpl-3.0-only with qt-gpl-exception-1.0) and bsd-3-clause"
"vdeplug4","","https://salsa.debian.org/virtualsquare-team/vdeplug4.git","git","","19206","0","26696","0.00002012","D",""
"qtgraphs","","","","","0","14930","14930","0.00002012","D","gpl-3.0-only and bsd-3-clause"
"kdsoap-ws-discovery-client","","https://invent.kde.org/libraries/kdsoap-ws-discovery-client","","","19199","0","26686","0.00002011","D",""
"gtk-layer-shell","wmww/gtk-layer-shell","https://github.com/wmww/gtk-layer-shell.git","","","12288","0","17080","0.00002009","D",""
"qtlottie","","","","","0","14871","14871","0.00002007","D","gpl-3.0-only and bsd-3-clause"
"libnvme","linux-nvme/libnvme","https://github.com/linux-nvme/libnvme.git","","","18615","0","25874","0.00002006","D",""
"modemmanager-qt","","https://invent.kde.org/frameworks/modemmanager-qt","","","19085","0","26528","0.00001999","D",""
"haveged","","","","","19055","0","26486","0.00001996","D",""
"qtlanguageserver","","","","","0","14716","14716","0.00001996","D","(lgpl-3.0-only or gpl-2.0-only or gpl-3.0-only) and bsd-3-clause"
"nautilus-sendto","","https://salsa.debian.org/gnome-team/nautilus-sendto.git","git","","18983","0","26386","0.00001988","D",""
"glslang","KhronosGroup/glslang","https://github.com/khronosgroup/glslang.git","","","532","20671","21410","0.00001984","D","bsd-3-clause and gpl-3.0-or-later and mit and apache-2.0"
"galera","","","","","18870","0","26229","0.00001976","D",""
"qthttpserver","","","","","0","14419","14419","0.00001973","D","gpl-3.0-only and bsd-3-clause"
"perl:text-markdown-discount","","","","","18807","0","26141","0.00001970","D",""
"perl:devel-size","","","","","18761","0","26077","0.00001965","D",""
"libffado","","https://salsa.debian.org/multimedia-team/ffado.git","git","","16268","0","22612","0.00001965","D",""
"debian:libkf5konq6","","","","","18754","0","26068","0.00001964","D",""
"libbytesize","storaged-project/libbytesize","https://github.com/storaged-project/libbytesize.git","","","18190","0","25284","0.00001961","D",""
"debian:knotes","","","","","18690","0","25979","0.00001958","D",""
"perl:text-levenshteinxs","","","","","18668","0","25948","0.00001955","D",""
"metacity","","https://gitlab.gnome.org/gnome/metacity.git","","","18571","0","25813","0.00001945","D",""
"perl:perlio-utf8-strict","","","","","18549","0","25783","0.00001943","D",""
"debian:python-ldb","","","","","18548","0","25781","0.00001943","D",""
"debian:python-tdb","","","","","18537","0","25766","0.00001942","D",""
"epsilon-compressor","","","","","0","23649","23649","0.00001940","D",""
"debian:python-samba","","","","","18446","0","25639","0.00001932","D",""
"portmidi","","https://anonscm.debian.org/cgit/collab-maint/portmidi.git/","git","","18371","0","25535","0.00001924","D",""
"vcdimager","","https://salsa.debian.org/debian/vcdimager.git","git","","18373","0","25538","0.00001924","D",""
"zephyr","","","","","17981","0","24993","0.00001923","D",""
"bup","bup/bup","https://github.com/bup/bup.git","","","18331","0","25480","0.00001920","D",""
"virglrenderer","","https://salsa.debian.org/debian/virglrenderer.git","git","","18313","0","25455","0.00001918","D",""
"debian:libmutter-7-0","","","","","18083","0","25135","0.00001894","D",""
"cgif","dloebl/cgif","https://github.com/dloebl/cgif.git","","","389","23029","23569","0.00001893","D","mit"
"debian:libpango1.0-0","","","","","17996","0","25014","0.00001885","D",""
"libnfs","sahlberg/libnfs","https://github.com/sahlberg/libnfs.git","","","14696","0","20427","0.00001878","D",""
"debian:gir1.2-mutter-7","","","","","17924","0","24914","0.00001877","D",""
"debian:libgps28","","","","","17893","0","24871","0.00001874","D",""
"kdiagram2","","https://invent.kde.org/graphics/kdiagram","","","17830","0","24783","0.00001867","D",""
"perl:unicode-linebreak","hatukanezumi/Unicode-LineBreak","https://github.com/hatukanezumi/unicode-linebreak.git","","","17683","0","24579","0.00001852","D",""
"pidgin","","https://salsa.debian.org/debian/pidgin.git","git","","17683","0","24579","0.00001852","D",""
"debian:sntp","","","","","17670","0","24561","0.00001851","D",""
"libmikmod","","https://salsa.debian.org/mod-player-team/libmikmod.git","git","","16204","0","22523","0.00001837","D",""
"mozjpeg","mozilla/mozjpeg","https://github.com/mozilla/mozjpeg.git","","","0","22818","22818","0.00001836","D","bsd-3-clause"
"kded","","https://invent.kde.org/frameworks/kded","","","14704","0","20438","0.00001833","D",""
"debian:libsigc++-2.0-0c2a","","","","","17460","0","24269","0.00001829","D",""
"libspelling","","https://gitlab.gnome.org/chergert/libspelling.git","","","17417","0","24209","0.00001824","D",""
"ruby:defaults","","","","","16708","0","23224","0.00001819","D",""
"xen","","https://xenbits.xen.org/git-http/xen.git","","","17368","0","24141","0.00001819","D",""
"kglobalacceld","","https://invent.kde.org/plasma/kglobalacceld","","","11563","0","16072","0.00001817","D",""
"debian:unrar","","","","","17328","0","24085","0.00001815","D",""
"libfm","lxde/libfm","https://github.com/lxde/libfm.git","","","12292","0","17085","0.00001813","D",""
"zeitgeist","","https://salsa.debian.org/debian/zeitgeist.git","git","","17216","0","23930","0.00001803","D",""
"kquickcharts","","https://invent.kde.org/frameworks/kquickcharts","","","16227","0","22555","0.00001757","D",""
"kstatusnotifieritem","","https://invent.kde.org/frameworks/kstatusnotifieritem","","","12790","0","17778","0.00001756","D",""
"libgedit-gfls","","https://gitlab.gnome.org/world/gedit/libgedit-gfls.git","","","9196","5309","18091","0.00001756","D","lgpl-3.0-or-later"
"uthash","troydhanson/uthash","https://github.com/troydhanson/uthash.git","","","0","6417","6417","0.00001753","D","bsd-1-clause"
"debian:iproute","","","","","16703","0","23217","0.00001749","D",""
"libsmi","","","","","4861","14327","21083","0.00001747","D","tcl and bsd-3-clause and beerware"
"libotr","","https://salsa.debian.org/pkg-privacy-team/libotr.git","git","","16283","0","22633","0.00001745","D",""
"shaderc","google/shaderc","https://github.com/google/shaderc.git","","","1397","15162","17103","0.00001740","D","apache-2.0"
"debian:libcwidget3","","","","","16509","0","22947","0.00001729","D",""
"libpanel","","https://gitlab.gnome.org/gnome/libpanel.git","","","477","0","663","0.00001723","D",""
"libspng","randy408/libspng","https://github.com/randy408/libspng.git","","","360","20792","21292","0.00001721","D","bsd-2-clause"
"farstream","","","","","16052","0","22312","0.00001721","D",""
"libdmapsharing","","https://salsa.debian.org/gnome-team/libdmapsharing.git","git","","13375","0","18591","0.00001720","D",""
"miniupnpc","","https://salsa.debian.org/miniupnp-team/miniupnpc.git","git","","3653","14129","19206","0.00001717","D","bsd-3-clause"
"xfce4-datetime-plugin","","https://salsa.debian.org/xfce-team/goodies/xfce4-datetime-plugin.git","git","","16360","0","22740","0.00001714","D",""
"libsixel","libsixel/libsixel","https://github.com/libsixel/libsixel.git","","","16321","0","22686","0.00001709","D",""
"nginx:http-echo","agentzh/echo-nginx-module","https://github.com/agentzh/echo-nginx-module.git","","","11500","0","15984","0.00001702","D",""
"squashfuse","vasi/squashfuse","https://github.com/vasi/squashfuse.git","","","15273","0","21229","0.00001700","D",""
"libdex","","https://gitlab.gnome.org/gnome/libdex.git","","","250","0","347","0.00001700","D",""
"clucene","","","","","15094","0","20980","0.00001692","D",""
"libgedit-tepl","","https://gitlab.gnome.org/world/gedit/libgedit-tepl.git","","","9097","6634","19278","0.00001664","D","lgpl-2.1-or-later"
"mpich","","https://salsa.debian.org/science-team/mpich.git","git","","940","0","1306","0.00001664","D",""
"wine","","https://salsa.debian.org/wine-team/wine.git","git","","15822","0","21992","0.00001657","D",""
"akonadi-calendar","","https://invent.kde.org/pim/akonadi-calendar","","","14162","0","19685","0.00001632","D",""
"mousetweaks","","https://salsa.debian.org/gnome-team/mousetweaks.git","git","","15532","0","21589","0.00001627","D",""
"kdav","","https://invent.kde.org/frameworks/kdav","","","15143","0","21048","0.00001624","D",""
"nginx:http-auth-pam","sto/ngx_http_auth_pam_module","https://github.com/sto/ngx_http_auth_pam_module.git","","","10503","0","14599","0.00001598","D",""
"suil","","https://salsa.debian.org/multimedia-team/suil.git","git","","15233","0","21173","0.00001595","D",""
"libmcrypt","","https://salsa.debian.org/debian/libmcrypt.git","git","","15168","0","21083","0.00001589","D",""
"nginx:http-dav-ext","arut/nginx-dav-ext-module","https://github.com/arut/nginx-dav-ext-module.git","","","10411","0","14471","0.00001588","D",""
"nginx:http-subs-filter","yaoweibin/ngx_http_substitutions_filter_module","https://github.com/yaoweibin/ngx_http_substitutions_filter_module.git","","","10400","0","14455","0.00001587","D",""
"nginx:http-upstream-fair","gnosek/nginx-upstream-fair","https://github.com/gnosek/nginx-upstream-fair.git","","","10385","0","14435","0.00001586","D",""
"m17n-lib","","https://salsa.debian.org/input-method-team/m17n-lib.git","git","","15108","0","21000","0.00001582","D",""
"libpfm4","","https://salsa.debian.org/hpc-team/libpfm4.git","git","","15003","0","20854","0.00001571","D",""
"ksvg","","https://invent.kde.org/frameworks/ksvg","","","12687","0","17634","0.00001555","D",""
"kaccounts-integration","","https://invent.kde.org/network/kaccounts-integration","","","12156","0","16896","0.00001555","D",""
"xdotool","jordansissel/xdotool","https://github.com/jordansissel/xdotool.git","","","14847","0","20637","0.00001555","D",""
"debian:python2.7-dev","","","","","14842","0","20630","0.00001555","D",""
"k3b","","https://salsa.debian.org/qt-kde-team/kde/k3b.git","git","","14747","0","20498","0.00001545","D",""
"gdcm","","https://salsa.debian.org/med-team/gdcm.git","git","","12813","0","17810","0.00001537","D",""
"debian:libpython2.7-dev","","","","","14661","0","20378","0.00001536","D",""
"kcalendarcore","","https://invent.kde.org/frameworks/kcalendarcore","","","8583","0","11930","0.00001533","D",""
"libcapi","","","","","14075","0","19564","0.00001531","D",""
"xapp","linuxmint/xapp","https://github.com/linuxmint/xapp.git","","","14606","0","20302","0.00001530","D",""
"libx86","","https://salsa.debian.org/debian/libx86.git","git","","14568","0","20249","0.00001526","D",""
"libblockdev","storaged-project/libblockdev","https://github.com/storaged-project/libblockdev.git","","","14465","0","20106","0.00001515","D",""
"oath-toolkit","","https://salsa.debian.org/debian/oath-toolkit.git","git","","12326","0","17133","0.00001512","D",""
"kmime","","https://invent.kde.org/pim/kmime","","","8302","0","11539","0.00001509","D",""
"debian:libsource-highlight4v5","","","","","14396","0","20010","0.00001508","D",""
"perl:berkeleydb","pmqs/BerkeleyDB","https://github.com/pmqs/berkeleydb.git","","","14365","0","19967","0.00001505","D",""
"cunit","","https://salsa.debian.org/debian/cunit.git","git","","317","9806","10246","0.00001497","D","lgpl-2.0-or-later"
"tremor","","https://gitlab.xiph.org/xiph/tremor.git","","","14069","0","19555","0.00001492","D",""
"libdicom","ImagingDataCommons/libdicom","https://github.com/imagingdatacommons/libdicom.git","","","0","17743","17743","0.00001492","D","mit"
"menu-cache","","https://salsa.debian.org/lxde-team/menu-cache.git","git","","13177","0","18316","0.00001490","D",""
"fping","","https://salsa.debian.org/debian/fping.git","git","","13688","0","19026","0.00001486","D",""
"libcmis","tdf/libcmis","https://github.com/tdf/libcmis.git","","","13101","0","18210","0.00001483","D",""
"talloc","","https://salsa.debian.org/samba-team/talloc.git","git","","0","7190","7190","0.00001477","D","gpl-3.0-or-later"
"debian:libgcrypt11","","","","","14098","0","19596","0.00001477","D",""
"debian:libqtcore4","","","","","14092","0","19587","0.00001476","D",""
"xclip","astrand/xclip","https://github.com/astrand/xclip.git","","","14075","0","19564","0.00001474","D",""
"onednn","oneapi-src/oneDNN","https://github.com/oneapi-src/onednn.git","","","11839","0","16456","0.00001468","D",""
"debian:libtinfo-dev","","","","","13996","0","19454","0.00001466","D",""
"debian:libsepol1-dev","","","","","13943","0","19380","0.00001460","D",""
"debian:libqtgui4","","","","","13831","0","19225","0.00001449","D",""
"openh264","cisco/openh264","https://github.com/cisco/openh264.git","","","12080","0","16791","0.00001446","D",""
"libvirt-glib","","https://salsa.debian.org/libvirt-team/libvirt-glib.git","git","","13795","0","19175","0.00001445","D",""
"libmemcached","awesomized/libmemcached","https://github.com/awesomized/libmemcached.git","git,github","","13768","0","19137","0.00001442","D",""
"debian:libqt4-xml","","","","","13761","0","19127","0.00001441","D",""
"kpmcore","","https://invent.kde.org/system/kpmcore","","","12700","0","17653","0.00001438","D",""
"mate-menus","","https://salsa.debian.org/debian-mate-team/mate-menus.git","git","","12533","0","17420","0.00001436","D",""
"pwgen","tytso/pwgen","https://github.com/tytso/pwgen.git","","","13688","0","19026","0.00001434","D",""
"debian:libtasn1-3","","","","","13690","0","19029","0.00001434","D",""
"debian:libsmi2ldbl","","","","","13640","0","18959","0.00001429","D",""
"sound-juicer","","https://salsa.debian.org/gnome-team/sound-juicer.git","git","","13636","0","18954","0.00001428","D",""
"libgedit-gtksourceview","","https://gitlab.gnome.org/world/gedit/libgedit-gtksourceview.git","","","5695","7026","14942","0.00001425","D","lgpl-2.1-only"
"mate-desktop","","https://salsa.debian.org/debian-mate-team/mate-desktop.git","git","","12420","0","17263","0.00001424","D",""
"arpack","opencollab/arpack-ng","https://github.com/opencollab/arpack-ng.git","","","0","17884","17884","0.00001423","D","bsd-3-clause"
"debian:libgnutls26","","","","","13582","0","18878","0.00001423","D",""
"debian:libepsilon1","","","","","13590","0","18890","0.00001423","D",""
"icoutils","","https://salsa.debian.org/debian/icoutils.git","git","","13556","0","18842","0.00001420","D",""
"busybox","","https://salsa.debian.org/installer-team/busybox.git","git","","28","0","38","0.00001418","D",""
"rpm","","https://salsa.debian.org/pkg-rpm-team/rpm.git","git","","13517","0","18788","0.00001416","D",""
"zabbix","","https://salsa.debian.org/debian/zabbix.git","git","","13465","0","18716","0.00001410","D",""
"coinmp","","https://salsa.debian.org/science-team/coinmp.git","git","","12401","0","17237","0.00001410","D",""
"libgedit-amtk","","https://gitlab.gnome.org/world/gedit/libgedit-amtk.git","","","5720","5386","13336","0.00001398","D","lgpl-3.0-or-later"
"qdbm","","https://salsa.debian.org/debian/qdbm.git","git","","13310","0","18500","0.00001394","D",""
"lbfgsb","","https://salsa.debian.org/gspr/lbfgsb.git","git","","13303","0","18491","0.00001393","D",""
"kcolorpicker","ksnip/kcolorpicker","https://github.com/ksnip/kcolorpicker.git","","","9841","0","13678","0.00001390","D",""
"liborcus","","https://gitlab.com/orcus/orcus.git","","","12200","0","16958","0.00001389","D",""
"perl:math-random-isaac-xs","","","","","13252","0","18420","0.00001388","D",""
"portsmf","","https://salsa.debian.org/multimedia-team/portsmf.git","git","","13223","0","18379","0.00001385","D",""
"libconfig-hyperrealm","","","","","11157","0","15508","0.00001378","D",""
"rrdtool","","https://salsa.debian.org/rrdtool-team/rrdtool.git","git","","13144","0","18270","0.00001377","D",""
"mate-panel","","https://salsa.debian.org/debian-mate-team/mate-panel.git","git","","13117","0","18232","0.00001374","D",""
"glade","","https://salsa.debian.org/gnome-team/glade.git","git","","1849","0","2570","0.00001371","D",""
"gtk-mac-integration","","","","","0","15394","15394","0.00001371","D","lgpl-2.1-only"
"yara","VirusTotal/yara","https://github.com/virustotal/yara.git","","","593","16123","16947","0.00001370","D","bsd-3-clause"
"libemf","","https://salsa.debian.org/debian/libemf.git","git","","10343","0","14376","0.00001364","D",""
