project,valid,project_id,repo_id,host,owner_type,namespace_kind,namespace_path,name,path_with_namespace,description,homepage,default_branch,license,language,topics,stars,forks,open_issues,archived,visibility,created_at,last_activity_at,fetched_at
gitlab.gnome.org/world/gedit/libgedit-amtk,True,31932,gl/gnome-31932,gitlab.gnome.org,Organization,group,World/gedit,libgedit-amtk,World/gedit/libgedit-amtk,"Gedit Technology - Actions, Menus and Toolbars Kit",https://gitlab.gnome.org/World/gedit/libgedit-amtk,main,,C,,1,1,,,public,2024-07-04T14:21:24.568Z,2026-06-11T06:49:32.933Z,2026-07-06T00:20:19Z
gitlab.gnome.org/world/gedit/libgedit-gfls,True,31956,gl/gnome-31956,gitlab.gnome.org,Organization,group,World/gedit,libgedit-gfls,World/gedit/libgedit-gfls,Gedit Technology - File loading and saving,https://gitlab.gnome.org/World/gedit/libgedit-gfls,main,,C,,1,1,,,public,2024-07-07T11:48:32.422Z,2026-06-26T15:26:50.970Z,2026-07-06T00:20:19Z
gitlab.gnome.org/world/gedit/libgedit-gtksourceview,True,31955,gl/gnome-31955,gitlab.gnome.org,Organization,group,World/gedit,libgedit-gtksourceview,World/gedit/libgedit-gtksourceview,Gedit Technology - Source code editing widget,https://gitlab.gnome.org/World/gedit/libgedit-gtksourceview,main,,C,,2,2,,,public,2024-07-07T11:31:13.790Z,2026-06-26T15:35:12.285Z,2026-07-06T00:20:19Z
gitlab.gnome.org/world/gedit/libgedit-tepl,True,31957,gl/gnome-31957,gitlab.gnome.org,Organization,group,World/gedit,libgedit-tepl,World/gedit/libgedit-tepl,Gedit Technology - Text editor product line,https://gitlab.gnome.org/World/gedit/libgedit-tepl,main,,C,,1,2,,,public,2024-07-07T12:14:07.002Z,2026-06-11T06:55:24.566Z,2026-07-06T00:20:19Z
gitlab.gnome.org/world/rust/soup3-rs,True,17940,gl/gnome-17940,gitlab.gnome.org,Organization,group,World/Rust,soup3-rs,World/Rust/soup3-rs,,https://gitlab.gnome.org/World/Rust/soup3-rs,main,mit,Rust,,4,12,,,public,2021-11-09T18:11:41.796Z,2026-06-01T20:03:55.713Z,2026-07-06T00:20:19Z
gitlab.ibr.cs.tu-bs.de/nm/libsmi,True,4090,gl/tubs-4090,gitlab.ibr.cs.tu-bs.de,Organization,group,nm,LibSMI,nm/libsmi,A Library to Access SMI MIB Information,https://gitlab.ibr.cs.tu-bs.de/nm/libsmi,master,other,C,,0,0,,,public,2021-01-15T09:52:18.209Z,2021-01-15T11:00:45.720Z,2026-07-06T17:11:50Z
gitlab.inria.fr/mpc/mpc,True,22470,gl/inria-22470,gitlab.inria.fr,Organization,group,mpc,mpc,mpc/mpc,,https://gitlab.inria.fr/mpc/mpc,master,other,C,,0,0,,,public,2020-07-24T16:04:45.994+02:00,2026-05-20T12:42:58.218+02:00,2026-07-06T00:20:19Z
gitlab.inria.fr/mpfr/mpfr,True,33626,gl/inria-33626,gitlab.inria.fr,Organization,group,mpfr,mpfr,mpfr/mpfr,"GNU MPFR is an efficient arbitrary-precision floating-point library with well-defined semantics (copying the good ideas from the IEEE 754 standard), in particular correct rounding in 5 rounding modes.",https://gitlab.inria.fr/mpfr/mpfr,master,gpl-3.0+,C,,3,0,,,public,2021-10-15T12:02:37.009+02:00,2026-07-03T13:44:43.814+02:00,2026-07-06T00:20:19Z
gitlab.isc.org/isc-projects/bind9,True,1,gl/isc-1,gitlab.isc.org,Organization,group,isc-projects,BIND,isc-projects/bind9,"Welcome to the public repository for BIND 9 source code and issues. Classic, full-featured and mostly standards-compliant DNS.",https://gitlab.isc.org/isc-projects/bind9,main,mpl-2.0,C,dns | dnssec,27,24,,,public,2017-10-22T10:50:40.126Z,2026-07-06T10:03:48.545Z,2026-07-06T10:53:20Z
gitlab.isc.org/isc-projects/dhcp,True,74,gl/isc-74,gitlab.isc.org,Organization,group,isc-projects,dhcp,isc-projects/dhcp,"ISC DHCP is an open source solution for DHCP servers, relay agents, and clients, both IPv4 and IPv6. This project is officially END OF LIFE.  
We are still accepting issues for the community benefit but - except possibly in the case of a security vulnerability - are not planning any further releases.  (https://www.isc.org/blogs/isc-dhcp-eol/)",https://gitlab.isc.org/isc-projects/dhcp,master,mpl-2.0,C,,7,14,,,public,2019-01-02T14:38:40.312Z,2026-04-01T10:32:27.356Z,2026-07-06T00:20:20Z
gitlab.kitware.com/utils/rust-yaml-merge-keys,True,1470,gl/kitware-1470,gitlab.kitware.com,Organization,group,utils,rust-yaml-merge-keys,utils/rust-yaml-merge-keys,Rust library for resolving merge keys in YAML documents.,https://gitlab.kitware.com/utils/rust-yaml-merge-keys,master,apache-2.0,Rust,,3,4,,,public,2017-03-25T09:27:43.054-04:00,2026-06-29T23:57:30.442-04:00,2026-07-06T00:20:20Z
gitlab.linss.com/open-source/python/uri-template,False,,,gitlab.linss.com,,,,,,,,,,,,,,,,,,,2026-07-06T00:20:20Z
gitlab.redox-os.org/redox-os/libredox,True,1889,gl/redox-1889,gitlab.redox-os.org,Organization,group,redox-os,libredox,redox-os/libredox,Redox system library (stable ABI),https://gitlab.redox-os.org/redox-os/libredox,master,mit,Rust,,1,10,,,public,2023-09-28T14:31:25.091Z,2026-07-02T08:28:40.230Z,2026-07-06T00:20:20Z
gitlab.redox-os.org/redox-os/orbclient,True,140,gl/redox-140,gitlab.redox-os.org,Organization,group,redox-os,orbclient,redox-os/orbclient,The Orbital Client Library. Compatible with Redox and SDL2.,https://gitlab.redox-os.org/redox-os/orbclient,master,mit,Rust,,5,19,,,public,2018-06-11T18:27:43.698Z,2026-07-02T14:22:28.049Z,2026-07-06T00:20:20Z
gitlab.redox-os.org/redox-os/rusttype,True,153,gl/redox-153,gitlab.redox-os.org,Organization,group,redox-os,rusttype,redox-os/rusttype,A pure Rust alternative to libraries like FreeType.,https://gitlab.redox-os.org/redox-os/rusttype,master,mit,Rust,,2,19,,,public,2018-06-11T18:28:14.686Z,2023-04-26T09:18:28.731Z,2026-07-06T00:20:20Z
gitlab.redox-os.org/redox-os/seahash,True,597,gl/redox-597,gitlab.redox-os.org,Organization,group,redox-os,seahash,redox-os/seahash,"A blazingly fast, portable hash function with proven statistical guarantees.",https://gitlab.redox-os.org/redox-os/seahash,master,mit,Rust,,4,3,,,public,2019-02-25T12:16:15.374Z,2023-10-25T00:50:15.777Z,2026-07-06T00:20:20Z
gitlab.redox-os.org/redox-os/syscall,True,160,gl/redox-160,gitlab.redox-os.org,Organization,group,redox-os,syscall,redox-os/syscall,Redox Rust Syscall Library,https://gitlab.redox-os.org/redox-os/syscall,master,mit,Rust,,9,41,,,public,2018-06-11T18:28:32.303Z,2026-07-02T18:47:10.587Z,2026-07-06T00:20:20Z
gitlab.redox-os.org/redox-os/termion,True,10,gl/redox-10,gitlab.redox-os.org,Organization,group,redox-os,termion,redox-os/termion,A bindless library for controlling terminals/TTY.,https://gitlab.redox-os.org/redox-os/termion,master,mit,Rust,,16,48,,,public,2018-06-10T05:04:57.672Z,2026-02-09T05:47:58.960Z,2026-07-06T00:20:20Z
gitlab.redox-os.org/redox-os/users,True,174,gl/redox-174,gitlab.redox-os.org,Organization,group,redox-os,users,redox-os/users,Redox OS APIs for accessing users and groups information,https://gitlab.redox-os.org/redox-os/users,master,mit,Rust,,3,21,,,public,2018-06-11T18:29:11.940Z,2025-10-17T16:04:36.360Z,2026-07-06T00:20:20Z
gitlab.xfce.org/xfce/exo,True,4,gl/xfce-4,gitlab.xfce.org,Organization,group,xfce,exo,xfce/exo,Application library for the Xfce desktop environment,https://gitlab.xfce.org/xfce/exo,master,gpl-2.0+,C,,15,26,,,public,2018-08-21T21:04:49.149Z,2026-07-04T15:35:34.423Z,2026-07-21T19:58:31Z
gitlab.xfce.org/xfce/xfdesktop,True,18,gl/xfce-18,gitlab.xfce.org,Organization,group,xfce,xfdesktop,xfce/xfdesktop,Xfce's desktop manager,https://gitlab.xfce.org/xfce/xfdesktop,master,gpl-2.0+,C,,34,43,,,public,2018-08-21T21:05:34.015Z,2026-07-03T22:37:05.424Z,2026-07-06T17:11:50Z
gitlab.xiph.org/xiph/opus,True,36,gl/xiph-36,gitlab.xiph.org,Organization,group,xiph,Opus,xiph/opus,Official Opus low-latency codec repository,https://gitlab.xiph.org/xiph/opus,main,bsd-3-clause-no-nuclear-license-2014,C,Audio | Codec | opus,15,18,,,public,2017-04-07T22:12:46.825Z,2026-06-30T17:48:47.339Z,2026-07-06T00:21:30Z
gitlab.xiph.org/xiph/opusfile,True,24,gl/xiph-24,gitlab.xiph.org,Organization,group,xiph,Opusfile,xiph/opusfile,Stand-alone decoder library for .opus streams.,https://gitlab.xiph.org/xiph/opusfile,main,bsd-3-clause,C,opus,2,9,,,public,2017-03-29T13:17:56.793Z,2026-03-29T04:38:01.336Z,2026-07-06T00:20:53Z
gitlab.xiph.org/xiph/speex,True,35,gl/xiph-35,gitlab.xiph.org,Organization,group,xiph,Speex,xiph/speex,Official speex voice codec repository,https://gitlab.xiph.org/xiph/speex,main,bsd-3-clause,C,,6,3,,,public,2017-04-02T09:53:49.524Z,2026-06-19T04:55:26.226Z,2026-07-06T00:20:53Z
invent.kde.org/frameworks/attica,True,2622,gl/kde-2622,invent.kde.org,Organization,group,frameworks,Attica,frameworks/attica,Attica is a Qt library that implements the Open Collaboration Services API.,https://invent.kde.org/frameworks/attica,master,,C++,,1,7,,,public,2020-05-16T09:53:55.011Z,2026-07-03T11:18:48.894Z,2026-07-06T00:20:20Z
invent.kde.org/frameworks/baloo,True,2754,gl/kde-2754,invent.kde.org,Organization,group,frameworks,Baloo,frameworks/baloo,Baloo is a framework for searching and managing metadata.,https://invent.kde.org/frameworks/baloo,master,,C++,,5,33,,,public,2020-05-16T09:57:37.149Z,2026-07-04T16:37:25.339Z,2026-07-06T00:20:20Z
invent.kde.org/frameworks/bluez-qt,True,2344,gl/kde-2344,invent.kde.org,Organization,group,frameworks,BluezQt,frameworks/bluez-qt,Qt wrapper for Bluez 5 DBus API,https://invent.kde.org/frameworks/bluez-qt,master,,C++,,3,11,,,public,2020-05-16T09:47:00.072Z,2026-07-05T20:16:45.971Z,2026-07-06T00:20:20Z
invent.kde.org/frameworks/breeze-icons,True,2194,gl/kde-2194,invent.kde.org,Organization,group,frameworks,Breeze Icons,frameworks/breeze-icons,Breeze icon theme.,https://invent.kde.org/frameworks/breeze-icons,master,lgpl-2.1,C++,,23,99,,,public,2020-05-16T09:40:32.912Z,2026-07-05T23:10:55.884Z,2026-07-06T00:20:20Z
invent.kde.org/frameworks/extra-cmake-modules,True,2609,gl/kde-2609,invent.kde.org,Organization,group,frameworks,Extra CMake Modules,frameworks/extra-cmake-modules,Extra modules and scripts for CMake.,https://invent.kde.org/frameworks/extra-cmake-modules,master,bsd-3-clause,CMake,,7,84,,,public,2020-05-16T09:53:33.632Z,2026-07-04T21:44:30.599Z,2026-07-06T00:20:20Z
invent.kde.org/frameworks/frameworkintegration,True,2038,gl/kde-2038,invent.kde.org,Organization,group,frameworks,Integration for Frameworks,frameworks/frameworkintegration,Framework providing components to allow applications to integrate with a KDE Workspace,https://invent.kde.org/frameworks/frameworkintegration,master,,C++,,1,6,,,public,2020-05-16T09:36:12.706Z,2026-07-03T11:19:34.654Z,2026-07-06T00:20:20Z
invent.kde.org/frameworks/kactivities,True,2742,gl/kde-2742,invent.kde.org,Organization,group,plasma,Plasma Activities,plasma/plasma-activities,Core components for the KDE's Activities System,https://invent.kde.org/plasma/plasma-activities,master,,C++,,3,13,,,public,2020-05-16T09:57:20.307Z,2026-07-14T12:50:15.000Z,2026-07-22T12:43:47Z
invent.kde.org/frameworks/kactivities-stats,True,2416,gl/kde-2416,invent.kde.org,Organization,group,plasma,Plasma Activities Statistics Library,plasma/plasma-activities-stats,A library for accessing the usage data collected by the activities system.,https://invent.kde.org/plasma/plasma-activities-stats,master,,C++,,3,9,,,public,2020-05-16T09:48:51.441Z,2026-07-14T12:50:26.922Z,2026-07-22T12:43:47Z
invent.kde.org/frameworks/karchive,True,2153,gl/kde-2153,invent.kde.org,Organization,group,frameworks,KArchive,frameworks/karchive,Qt addon providing access to numerous types of archives,https://invent.kde.org/frameworks/karchive,master,,C++,,2,22,,,public,2020-05-16T09:39:18.273Z,2026-07-03T11:19:49.239Z,2026-07-06T00:20:20Z
invent.kde.org/frameworks/kauth,True,2610,gl/kde-2610,invent.kde.org,Organization,group,frameworks,KAuth,frameworks/kauth,KAuth,https://invent.kde.org/frameworks/kauth,master,,C++,,1,8,,,public,2020-05-16T09:53:34.721Z,2026-07-03T11:19:57.432Z,2026-07-06T00:20:20Z
invent.kde.org/frameworks/kbookmarks,True,2074,gl/kde-2074,invent.kde.org,Organization,group,frameworks,KBookmarks,frameworks/kbookmarks,KBookmarks,https://invent.kde.org/frameworks/kbookmarks,master,,C++,,2,5,,,public,2020-05-16T09:37:28.935Z,2026-07-03T11:20:05.193Z,2026-07-06T00:20:20Z
invent.kde.org/frameworks/kcalendarcore,True,2196,gl/kde-2196,invent.kde.org,Organization,group,frameworks,KCalendarCore,frameworks/kcalendarcore,KCalendarCore - Library for Interfacing with Calendars,https://invent.kde.org/frameworks/kcalendarcore,master,,C++,,1,12,,,public,2020-05-16T09:40:36.959Z,2026-07-04T10:28:15.779Z,2026-07-06T00:20:20Z
invent.kde.org/frameworks/kcmutils,True,2533,gl/kde-2533,invent.kde.org,Organization,group,frameworks,KCMUtils,frameworks/kcmutils,Utilities for interacting with KCModules,https://invent.kde.org/frameworks/kcmutils,master,,C++,,2,17,,,public,2020-05-16T09:51:45.021Z,2026-07-03T11:20:25.228Z,2026-07-06T00:20:20Z
invent.kde.org/frameworks/kcodecs,True,2109,gl/kde-2109,invent.kde.org,Organization,group,frameworks,KCodecs,frameworks/kcodecs,KCodecs provide a collection of methods to manipulate strings using various encodings,https://invent.kde.org/frameworks/kcodecs,master,,C++,,0,11,,,public,2020-05-16T09:38:15.836Z,2026-07-05T16:54:27.538Z,2026-07-06T00:20:20Z
invent.kde.org/frameworks/kcolorscheme,True,14518,gl/kde-14518,invent.kde.org,Organization,group,frameworks,KColorScheme,frameworks/kcolorscheme,Classes to read and interact with KColorScheme,https://invent.kde.org/frameworks/kcolorscheme,master,other,C++,,1,7,,,public,2023-05-08T14:26:48.607Z,2026-07-03T11:20:41.268Z,2026-07-06T00:20:20Z
invent.kde.org/frameworks/kcompletion,True,2061,gl/kde-2061,invent.kde.org,Organization,group,frameworks,KCompletion,frameworks/kcompletion,KCompletion,https://invent.kde.org/frameworks/kcompletion,master,,C++,,1,4,,,public,2020-05-16T09:36:50.474Z,2026-07-03T11:20:49.096Z,2026-07-06T00:20:20Z
invent.kde.org/frameworks/kconfig,True,2075,gl/kde-2075,invent.kde.org,Organization,group,frameworks,KConfig,frameworks/kconfig,KConfig,https://invent.kde.org/frameworks/kconfig,master,,C++,,4,48,,,public,2020-05-16T09:37:30.216Z,2026-07-05T01:41:37.245Z,2026-07-06T00:20:20Z
invent.kde.org/frameworks/kconfigwidgets,True,2600,gl/kde-2600,invent.kde.org,Organization,group,frameworks,KConfigWidgets,frameworks/kconfigwidgets,Widgets for KConfig,https://invent.kde.org/frameworks/kconfigwidgets,master,,C++,,3,30,,,public,2020-05-16T09:53:21.002Z,2026-07-05T19:59:53.437Z,2026-07-06T00:20:20Z
invent.kde.org/frameworks/kcontacts,True,2062,gl/kde-2062,invent.kde.org,Organization,group,frameworks,KContacts,frameworks/kcontacts,KContacts - Library for working with contact information,https://invent.kde.org/frameworks/kcontacts,master,,C++,,2,6,,,public,2020-05-16T09:36:52.006Z,2026-07-05T20:35:02.965Z,2026-07-06T00:20:20Z
invent.kde.org/frameworks/kcoreaddons,True,2180,gl/kde-2180,invent.kde.org,Organization,group,frameworks,KCoreAddons,frameworks/kcoreaddons,KCoreAddons,https://invent.kde.org/frameworks/kcoreaddons,master,,C++,,5,50,,,public,2020-05-16T09:40:13.406Z,2026-07-05T21:17:49.924Z,2026-07-06T00:20:20Z
invent.kde.org/frameworks/kcrash,True,2468,gl/kde-2468,invent.kde.org,Organization,group,frameworks,KCrash,frameworks/kcrash,KCrash,https://invent.kde.org/frameworks/kcrash,master,,C++,,0,9,,,public,2020-05-16T09:49:45.926Z,2026-07-03T18:04:01.101Z,2026-07-06T00:20:20Z
invent.kde.org/frameworks/kdav,True,2336,gl/kde-2336,invent.kde.org,Organization,group,frameworks,KDav,frameworks/kdav,DAV protocol implementation with KJobs,https://invent.kde.org/frameworks/kdav,master,,C++,,2,3,,,public,2020-05-16T09:46:52.128Z,2026-07-05T20:20:08.892Z,2026-07-06T00:20:21Z
invent.kde.org/frameworks/kdbusaddons,True,1997,gl/kde-1997,invent.kde.org,Organization,group,frameworks,KDBusAddons,frameworks/kdbusaddons,KDBusAddons,https://invent.kde.org/frameworks/kdbusaddons,master,,C++,,0,9,,,public,2020-05-16T09:34:45.838Z,2026-07-03T11:21:51.320Z,2026-07-06T00:20:21Z
invent.kde.org/frameworks/kdeclarative,True,2020,gl/kde-2020,invent.kde.org,Organization,group,frameworks,KDeclarative,frameworks/kdeclarative,KDeclarative,https://invent.kde.org/frameworks/kdeclarative,master,,C++,,2,23,,,public,2020-05-16T09:35:22.581Z,2026-07-03T11:21:59.860Z,2026-07-06T00:20:21Z
invent.kde.org/frameworks/kded,True,2127,gl/kde-2127,invent.kde.org,Organization,group,frameworks,KDE Daemon,frameworks/kded,KDE Daemon,https://invent.kde.org/frameworks/kded,master,,C++,,3,5,,,public,2020-05-16T09:38:37.990Z,2026-07-03T11:22:07.373Z,2026-07-06T00:20:21Z
invent.kde.org/frameworks/kdesu,True,2083,gl/kde-2083,invent.kde.org,Organization,group,frameworks,KDE Su,frameworks/kdesu,KDE Su,https://invent.kde.org/frameworks/kdesu,master,,C++,,1,4,,,public,2020-05-16T09:37:37.780Z,2026-07-03T11:22:14.895Z,2026-07-06T00:20:21Z
invent.kde.org/frameworks/kdnssd,True,2245,gl/kde-2245,invent.kde.org,Organization,group,frameworks,KDNSSD Framework,frameworks/kdnssd,KDNSSD Framework,https://invent.kde.org/frameworks/kdnssd,master,,C++,,0,2,,,public,2020-05-16T09:42:05.058Z,2026-07-03T11:22:23.179Z,2026-07-06T00:20:21Z
invent.kde.org/frameworks/kdoctools,True,2787,gl/kde-2787,invent.kde.org,Organization,group,frameworks,KDocTools,frameworks/kdoctools,KDocTools,https://invent.kde.org/frameworks/kdoctools,master,,HTML,,2,15,,,public,2020-05-16T09:59:03.895Z,2026-07-03T19:27:46.315Z,2026-07-06T00:20:21Z
invent.kde.org/frameworks/kfilemetadata,True,2162,gl/kde-2162,invent.kde.org,Organization,group,frameworks,KFileMetaData,frameworks/kfilemetadata,A library for extracting file metadata,https://invent.kde.org/frameworks/kfilemetadata,master,,C++,,1,23,,,public,2020-05-16T09:39:35.117Z,2026-07-05T20:33:46.715Z,2026-07-06T00:20:21Z
invent.kde.org/frameworks/kglobalaccel,True,2831,gl/kde-2831,invent.kde.org,Organization,group,frameworks,KGlobalAccel,frameworks/kglobalaccel,KGlobalAccel,https://invent.kde.org/frameworks/kglobalaccel,master,,C++,,2,16,,,public,2020-05-16T09:59:57.583Z,2026-07-03T11:22:46.979Z,2026-07-06T00:20:21Z
invent.kde.org/frameworks/kguiaddons,True,1998,gl/kde-1998,invent.kde.org,Organization,group,frameworks,KGuiAddons,frameworks/kguiaddons,KGuiAddons,https://invent.kde.org/frameworks/kguiaddons,master,other,C++,,3,26,,,public,2020-05-16T09:34:46.657Z,2026-07-03T11:22:54.394Z,2026-07-06T00:20:21Z
invent.kde.org/frameworks/kholidays,True,2421,gl/kde-2421,invent.kde.org,Organization,group,frameworks,kholidays,frameworks/kholidays,KHolidays: Library to assist determining when holidays occur,https://invent.kde.org/frameworks/kholidays,master,,C++,,5,51,,,public,2020-05-16T09:48:57.025Z,2026-07-04T14:21:45.621Z,2026-07-06T00:20:21Z
invent.kde.org/frameworks/ki18n,True,2347,gl/kde-2347,invent.kde.org,Organization,group,frameworks,Ki18n,frameworks/ki18n,Ki18n,https://invent.kde.org/frameworks/ki18n,master,,C++,,4,19,,,public,2020-05-16T09:47:03.509Z,2026-07-03T11:23:11.103Z,2026-07-06T00:20:21Z
invent.kde.org/frameworks/kiconthemes,True,2770,gl/kde-2770,invent.kde.org,Organization,group,frameworks,KIconThemes,frameworks/kiconthemes,KIconThemes,https://invent.kde.org/frameworks/kiconthemes,master,,C++,,4,23,,,public,2020-05-16T09:58:19.599Z,2026-07-03T11:23:18.803Z,2026-07-06T00:20:21Z
invent.kde.org/frameworks/kidletime,True,2577,gl/kde-2577,invent.kde.org,Organization,group,frameworks,KIdleTime,frameworks/kidletime,KIdleTime,https://invent.kde.org/frameworks/kidletime,master,,C++,,0,6,,,public,2020-05-16T09:52:51.174Z,2026-07-03T11:23:26.533Z,2026-07-06T00:20:21Z
invent.kde.org/frameworks/kio,True,2729,gl/kde-2729,invent.kde.org,Organization,group,frameworks,KIO,frameworks/kio,KIO,https://invent.kde.org/frameworks/kio,master,,C++,,18,196,,,public,2020-05-16T09:56:55.462Z,2026-07-05T21:12:16.648Z,2026-07-06T00:20:21Z
invent.kde.org/frameworks/kirigami,True,2506,gl/kde-2506,invent.kde.org,Organization,group,frameworks,Kirigami,frameworks/kirigami,A QtQuick based components set,https://invent.kde.org/frameworks/kirigami,master,,QML,,27,86,,,public,2020-05-16T09:50:34.376Z,2026-07-04T20:48:14.700Z,2026-07-06T00:20:21Z
invent.kde.org/frameworks/kitemmodels,True,2682,gl/kde-2682,invent.kde.org,Organization,group,frameworks,KItemModels,frameworks/kitemmodels,KItemModels,https://invent.kde.org/frameworks/kitemmodels,master,,C++,,1,10,,,public,2020-05-16T09:55:28.175Z,2026-07-03T11:24:19.562Z,2026-07-06T00:20:21Z
invent.kde.org/frameworks/kitemviews,True,2814,gl/kde-2814,invent.kde.org,Organization,group,frameworks,KItemViews,frameworks/kitemviews,KItemViews,https://invent.kde.org/frameworks/kitemviews,master,,C++,,0,6,,,public,2020-05-16T09:59:32.983Z,2026-07-03T11:24:30.541Z,2026-07-06T00:20:21Z
invent.kde.org/frameworks/kjobwidgets,True,2749,gl/kde-2749,invent.kde.org,Organization,group,frameworks,KJobWidgets,frameworks/kjobwidgets,KJobWidgets,https://invent.kde.org/frameworks/kjobwidgets,master,,C++,,0,8,,,public,2020-05-16T09:57:30.979Z,2026-07-03T11:24:39.694Z,2026-07-06T00:20:21Z
invent.kde.org/frameworks/knewstuff,True,2087,gl/kde-2087,invent.kde.org,Organization,group,frameworks,KNewStuff,frameworks/knewstuff,KNewStuff,https://invent.kde.org/frameworks/knewstuff,master,,C++,,3,23,,,public,2020-05-16T09:37:40.966Z,2026-07-03T11:24:59.280Z,2026-07-06T00:20:21Z
invent.kde.org/frameworks/knotifications,True,2110,gl/kde-2110,invent.kde.org,Organization,group,frameworks,KNotifications,frameworks/knotifications,KNotifications,https://invent.kde.org/frameworks/knotifications,master,,C++,,5,23,,,public,2020-05-16T09:38:17.762Z,2026-07-03T11:25:08.322Z,2026-07-06T00:20:21Z
