"project","github_repo","debian_sources","homebrew_formulas","debian_avg_downloads","homebrew_avg_downloads","downloads_score","is_cpp","is_oss_fuzz"
"libtomcrypt","libtom/libtomcrypt","libtomcrypt","libtomcrypt","27167","258","38020","True","False"
"inih","benhoyt/inih","libinih","","27350","0","38016","True","True"
"sourcery","krzysztofzablocki/Sourcery","","sourcery","0","37957","37957","True","False"
"vapoursynth","vapoursynth/vapoursynth","","vapoursynth","0","37691","37691","True","False"
"xcresultparser","a7ex/xcresultparser","","xcresultparser","0","37674","37674","True","False"
"atril","","atril","","27071","0","37628","True","False"
"fltk","fltk/fltk","fltk1.3","fltk","11721","21322","37614","True","False"
"vulkan-headers","KhronosGroup/Vulkan-Headers","","vulkan-headers","0","37458","37458","True","False"
"blueutil","toy/blueutil","","blueutil","0","37419","37419","True","False"
"debian:libavdevice58","","libavdevice58","","26876","0","37357","True","False"
"debian:python-crypto","","python-crypto","","26868","0","37346","True","False"
"libebur128","jiixyj/libebur128","libebur128","","26817","0","37275","True","False"
"ios-deploy","ios-control/ios-deploy","","ios-deploy","0","37218","37218","True","False"
"xclogparser","MobileNativeFoundation/XCLogParser","","xclogparser","0","37012","37012","True","False"
"thunar-archive-plugin","","thunar-archive-plugin","","26545","0","36897","True","False"
"kpty","","kf6-kpty|kpty","","26543","0","36894","True","False"
"dialog","","","dialog","0","36893","36893","True","False"
"rapidjson","Tencent/rapidjson","","rapidjson","0","36866","36866","True","True"
"cloc","AlDanial/cloc","","cloc","0","36829","36829","True","False"
"gtkspell","","gtkspell|gtkspell3","","26493","0","36825","True","False"
"gutenprint","","gutenprint","","26469","0","36791","True","False"
"lyx","","lyx","","26455","0","36772","True","False"
"xfce4-power-manager","","xfce4-power-manager","","26439","0","36750","True","False"
"bluez-qt","","bluez-qt|kf6-bluez-qt","","26431","0","36739","True","False"
"libei","","libei","","26343","0","36616","True","False"
"debian:libfam0","","libfam0","","26339","0","36611","True","False"
"xfce4-screenshooter","","xfce4-screenshooter","","26285","0","36536","True","False"
"7zip","ip7z/7zip","7zip","sevenzip","0","36490","36490","True","False"
"xfburn","","xfburn","","26248","0","36484","True","False"
"thunar-media-tags-plugin","","thunar-media-tags-plugin","","26239","0","36472","True","False"
"userspace-rcu","","liburcu","userspace-rcu","20439","7967","36377","True","False"
"chromium","","chromium","","26117","0","36302","True","False"
"debian:libmutter-11-0","","libmutter-11-0","","26076","0","36245","True","False"
"mdadm","md-raid-utilities/mdadm","mdadm","","26072","0","36240","True","False"
"libgssglue","","libgssglue","","26060","0","36223","True","False"
"ristretto","","ristretto","","26000","0","36140","True","False"
"kfilemetadata","","kf6-kfilemetadata|kfilemetadata-kf5","","25992","0","36128","True","False"
"xfce4-clipman-plugin","","xfce4-clipman-plugin","","25987","0","36121","True","False"
"perl:perlio-gzip","","libperlio-gzip-perl","","25987","0","36121","True","False"
"purpose","","kf6-purpose|purpose","","25972","0","36101","True","False"
"frameworkintegration","","frameworkintegration|kf6-frameworkintegration","","25951","0","36071","True","False"
"xfce4-taskmanager","","xfce4-taskmanager","","25922","0","36031","True","False"
"python:scipy","","","scipy","0","36019","36019","True","False"
"krunner","","kf6-krunner|krunner","","25803","0","35866","True","False"
"libaccounts-qt","","libaccounts-qt","","25788","0","35845","True","False"
"xfce4-sensors-plugin","","xfce4-sensors-plugin","","25786","0","35842","True","False"
"xfce4-battery-plugin","","xfce4-battery-plugin","","25777","0","35830","True","False"
"kcontacts","","kcontacts|kf6-kcontacts","","25756","0","35800","True","False"
"xfce4-xkb-plugin","","xfce4-xkb-plugin","","25753","0","35796","True","False"
"xfce4-systemload-plugin","","xfce4-systemload-plugin","","25744","0","35784","True","False"
"debian:ntpdate","","ntpdate","","25738","0","35775","True","False"
"qscintilla","","qscintilla2","qscintilla2","10165","21632","35761","True","False"
"xfce4-cpugraph-plugin","","xfce4-cpugraph-plugin","","25722","0","35753","True","False"
"xfce4-netload-plugin","","xfce4-netload-plugin","","25721","0","35752","True","False"
"xfce4-cpufreq-plugin","","xfce4-cpufreq-plugin","","25689","0","35707","True","False"
"xfce4-weather-plugin","","xfce4-weather-plugin","","25655","0","35660","True","False"
"xfce4-timer-plugin","","xfce4-timer-plugin","","25650","0","35653","True","False"
"xfce4-diskperf-plugin","","xfce4-diskperf-plugin","","25638","0","35636","True","False"
"xfce4-genmon-plugin","","xfce4-genmon-plugin","","25637","0","35635","True","False"
"xfce4-fsguard-plugin","","xfce4-fsguard-plugin","","25630","0","35625","True","False"
"ccid","","ccid","","25623","0","35615","True","False"
"xfce4-places-plugin","","xfce4-places-plugin","","25616","0","35606","True","False"
"debian:libmagick++-6.q16-8","","libmagick++-6.q16-8","","25606","0","35592","True","False"
"xfce4-mailwatch-plugin","","xfce4-mailwatch-plugin","","25555","0","35521","True","False"
"xfce4-smartbookmark-plugin","","xfce4-smartbookmark-plugin","","25553","0","35518","True","False"
"evolution-data-server","","evolution-data-server","","25508","0","35456","True","False"
"libhdf4","","libhdf4","","25442","0","35364","True","False"
"python:sip","","","sip","0","35278","35278","True","False"
"konsole","","konsole","","25358","0","35247","True","False"
"dolphin-fm","","dolphin","","25334","0","35214","True","False"
"cgal","CGAL/cgal","","cgal","0","35126","35126","True","False"
"gnome-desktop","","gnome-desktop","","25180","0","35000","True","False"
"pstoedit","woglu/pstoedit","pstoedit","pstoedit","13423","16057","34714","True","False"
"kpeople","","kf6-kpeople|kpeople","","24958","0","34691","True","False"
"srtp","cisco/libsrtp","","srtp","0","34688","34688","True","True"
"spice-remote-access","","spice","","24871","0","34570","True","False"
"kdegraphics-mobipocket","","kdegraphics-mobipocket","","24814","0","34491","True","False"
"appstream","ximion/appstream","appstream","appstream","13781","15257","34412","True","False"
"kate","","kate","","24716","0","34355","True","False"
"syndication","","kf6-syndication|syndication","","24580","0","34166","True","False"
"kfind","","kfind","","24578","0","34163","True","False"
"debian:gir1.2-tracker-2.0","","gir1.2-tracker-2.0","","24451","0","33986","True","False"
"kwalletmanager","","kwalletmanager","","24357","0","33856","True","False"
"scim","scim-im/scim","scim","","24316","0","33799","True","False"
"syntax-highlighting","","kf6-syntax-highlighting|ksyntax-highlighting","","24257","0","33717","True","False"
"macos-term-size","sindresorhus/macos-terminal-size","","macos-term-size","0","33679","33679","True","False"
"debian:libcurl3","","libcurl3","","24224","0","33671","True","False"
"screenresolution","jhford/screenresolution","","screenresolution","0","33574","33574","True","False"
"debian:libsensors4","","libsensors4","","24130","0","33540","True","False"
"ksshaskpass","","ksshaskpass","","24114","0","33518","True","False"
"debian:libfluidsynth1","","libfluidsynth1","","24103","0","33503","True","False"
"plasma-desktop","","plasma-desktop","","24096","0","33493","True","False"
"cabextract","","","cabextract","0","33486","33486","True","False"
"oci-cli","","","oci-cli","0","33486","33486","True","False"
"glfw","glfw/glfw","","glfw","0","33479","33479","True","False"
"debian:libtracker-sparql-3.0-0","","libtracker-sparql-3.0-0","","23995","0","33353","True","False"
"iftop","","iftop","","23968","0","33315","True","False"
"kmenuedit","","kmenuedit","","23961","0","33305","True","False"
"gwenview","","gwenview","","23948","0","33287","True","False"
"dvdauthor","","dvdauthor","","23925","0","33255","True","False"
"konqueror","","konqueror","","23857","0","33161","True","False"
"ark","","ark","","23843","0","33141","True","False"
"kamera","","kamera","","23785","0","33061","True","False"
"plasma-workspace","","plasma-workspace","","23769","0","33038","True","False"
"python:tabulate","astanin/python-tabulate","","python-tabulate","0","33032","33032","True","False"
"libkf5kexiv2","","libkf5kexiv2","","23764","0","33031","True","False"
"libdap","","","libdap","0","33013","33013","True","False"
"macvim","macvim-dev/macvim","","macvim","0","32928","32928","True","False"
"debian:gir1.2-mutter-11","","gir1.2-mutter-11","","23675","0","32908","True","False"
"aws-c-cal","awslabs/aws-c-cal","","aws-c-cal","0","32847","32847","True","False"
"mecab","","","mecab","0","32762","32762","True","False"
"mandoc","","","mandoc","0","32707","32707","True","False"
"ack-grep","","","ack","0","32700","32700","True","False"
"md5sha1sum","","","md5sha1sum","0","32685","32685","True","False"
"kinfocenter","","kinfocenter","","23504","0","32670","True","False"
"perl:libintl-perl","","libintl-perl","","23494","0","32656","True","False"
"kcalc","","kcalc","","23494","0","32656","True","False"
"opensc","OpenSC/OpenSC","opensc","","23462","0","32612","True","True"
"aws-c-io","awslabs/aws-c-io","","aws-c-io","0","32560","32560","True","False"
"zxing-cpp","zxing-cpp/zxing-cpp","zxing-cpp","","23411","0","32541","True","False"
"bluedevil","","bluedevil","","23338","0","32439","True","False"
"luarocks","","","luarocks","0","32380","32380","True","False"
"powerdevil","","powerdevil","","23267","0","32341","True","False"
"arpack-ng","opencollab/arpack-ng","arpack","","23235","0","32296","True","False"
"wayland-protocols","","wayland-protocols","wayland-protocols","9711","18791","32289","True","False"
"ktexttemplate","steveire/grantlee","grantlee5|kf6-ktexttemplate","","23229","0","32288","True","False"
"prison","","kf6-prison|prison-kf5","","23224","0","32281","True","False"
"akonadi","","akonadi","","23192","0","32236","True","False"
"libdbi","","libdbi","","23191","0","32235","True","False"
"ktexteditor","","kf6-ktexteditor|ktexteditor","","23164","0","32197","True","False"
"kdnssd","","kdnssd-kf5|kf6-kdnssd","","23141","0","32165","True","False"
"clamav","Cisco-Talos/clamav","clamav","clamav","11163","16475","31991","True","False"
"perl:sereal-encoder","","libsereal-encoder-perl","","23006","0","31978","True","False"
"perl:sereal-decoder","","libsereal-decoder-perl","","23000","0","31969","True","False"
"libpaper","rrthomas/libpaper","libpaper","libpaper","13717","12832","31898","True","False"
"kdeplasma-addons","","kdeplasma-addons","","22906","0","31839","True","False"
"libavtp","Avnu/libavtp","libavtp","","22885","0","31810","True","False"
"tldr-c-client","tldr-pages/tldr-c-client","","tldr","0","31762","31762","True","False"
"nlohmann-json","nlohmann/json","","nlohmann-json","0","31723","31723","True","True"
"git-filter-repo","newren/git-filter-repo","","git-filter-repo","0","31646","31646","True","False"
"sweeper","","sweeper","","22764","0","31641","True","False"
"libiscsi","sahlberg/libiscsi","libiscsi","libiscsi","15122","10397","31416","True","False"
"kdepim-runtime","","kdepim-runtime","","22585","0","31393","True","False"
"bash-completion","scop/bash-completion","","bash-completion|bash-completion@2","0","31322","31322","True","False"
"chruby","postmodern/chruby","","chruby","0","31294","31294","True","False"
"molten-vk","KhronosGroup/MoltenVK","","molten-vk","0","31272","31272","True","False"
"debian:libpng12-0","","libpng12-0","","22473","0","31237","True","False"
"kactivities-stats","","kactivities-stats","","22470","0","31233","True","False"
"charls","team-charls/charls","charls","","22418","0","31161","True","False"
"zabbix","","zabbix","zabbix","13465","12416","31132","True","False"
"debian:python-openssl","","python-openssl","","22379","0","31106","True","False"
"git-crypt","","","git-crypt","0","30995","30995","True","False"
"pwgen","tytso/pwgen","pwgen","pwgen","13688","11964","30990","True","False"
"baloo","","baloo-kf5|kf6-baloo","","22288","0","30980","True","False"
"dragon-player","","dragon","","22237","0","30909","True","False"
"util-macros","","","util-macros","0","30871","30871","True","False"
"juk","","juk","","22200","0","30857","True","False"
"libkolabxml","","libkolabxml","","22198","0","30855","True","False"
"gtest","google/googletest","googletest","googletest","1488","28786","30854","True","False"
"vala","","","vala","0","30796","30796","True","False"
"sfcgal","","","sfcgal","0","30595","30595","True","False"
"sbcl","","","sbcl","0","30583","30583","True","False"
"debian:odbcinst1debian2","","odbcinst1debian2","","21965","0","30531","True","False"
"msgraph","","msgraph","","21949","0","30509","True","False"
"perl:cpanel-json-xs","","libcpanel-json-xs-perl","","21923","0","30472","True","False"
"plotutils","","plotutils","plotutils","13795","11285","30460","True","False"
"kaddressbook","","kaddressbook","","21902","0","30443","True","False"
"korganizer","","korganizer","","21876","0","30407","True","False"
"kdesu","","kdesu|kf6-kdesu","","21872","0","30402","True","False"
"akregator","","akregator","","21834","0","30349","True","False"
"perl:devel-globaldestruction","","libdevel-globaldestruction-perl","","21755","0","30239","True","False"
"rpm","rpm-software-management/rpm","rpm","rpm","13517","11411","30199","True","False"
"kmail","","kmail","","21719","0","30189","True","False"
"libvpl","intel/libvpl","libvpl","","21706","0","30171","True","False"
"enca","","enca","","21675","0","30128","True","False"
"jo","jpmens/jo","","jo","0","30054","30054","True","False"
"snapd-glib","snapcore/snapd-glib","snapd-glib","","21585","0","30003","True","False"
"libkdcraw","","libkdcraw","","21479","0","29855","True","False"
"lshw","lyonel/lshw","lshw","","21445","0","29808","True","False"
"debian:libxapian22","","libxapian22","","21388","0","29729","True","False"
"xmlstarlet","","","xmlstarlet","0","29682","29682","True","False"
"freeglut","freeglut/freeglut","freeglut","freeglut","8984","17176","29663","True","False"
"yq-kislyuk","","","python-yq","0","29496","29496","True","False"
"meanwhile","obriencj/meanwhile","meanwhile","","21207","0","29477","True","False"
"fdk-aac","","","fdk-aac","0","29446","29446","True","False"
"onnx","onnx/onnx","","onnx","0","29364","29364","True","False"
"libkgapi","","libkgapi|libkgapi5","","21053","0","29263","True","False"
"spdlog","gabime/spdlog","","spdlog","0","29248","29248","True","True"
"apache-serf","","serf","apache-serf","21027","0","29227","True","False"
"libdisplay-info","","libdisplay-info","","20988","0","29173","True","False"
"kholidays","","kf6-kholidays|kholidays","","20968","0","29145","True","False"
"debian:libdolphinvcs5","","libdolphinvcs5","","20966","0","29142","True","False"
"kmag","","kmag","","20931","0","29094","True","False"
"lksctp-tools","sctp/lksctp-tools","lksctp-tools","","20826","0","28948","True","False"
"fyba","kartverket/fyba","fyba","","20825","0","28946","True","False"
"networkmanager-qt","","kf6-networkmanager-qt|networkmanager-qt","","20735","0","28821","True","False"
"packagekit-qt","","packagekit-qt","","20658","0","28714","True","False"
"mkvtoolnix","","","mkvtoolnix","0","28564","28564","True","False"
"matio","","","libmatio","0","28549","28549","True","False"
"kmouth","","kmouth","","20518","0","28520","True","False"
"parole","","parole","","20482","0","28469","True","False"
"spidermonkey","","mozjs128","","20472","0","28456","True","False"
"libiconv","","","libiconv","0","28417","28417","True","False"
"libdiscid","","libdiscid","","20439","0","28410","True","False"
"debian:libavdevice59","","libavdevice59","","20410","0","28369","True","False"
"kmousetool","","kmousetool","","20409","0","28368","True","False"
"debian:python-dbus","","python-dbus","","20334","0","28264","True","False"
"kyotocabinet","","kyotocabinet","","20306","0","28225","True","False"
"openslide","openslide/openslide","","openslide","0","28206","28206","True","True"
"zig","","","zig","0","28161","28161","True","False"
"debian:kate5-data","","kate5-data","","20226","0","28114","True","False"
"faac","knik0/faac","","faac","0","28104","28104","True","False"
"memcached","","","memcached","0","28045","28045","True","False"
"kross","","kross","","20165","0","28029","True","False"
"ogdi-dfsg","","ogdi-dfsg","","20081","0","27912","True","False"
"zziplib","gdraheim/zziplib","zziplib","","20064","0","27888","True","False"
"teckit","silnrsi/teckit","teckit","","20030","0","27841","True","False"
"kpeoplevcard","","kpeoplevcard","","19960","0","27744","True","False"
"gsettings-qt","","gsettings-qt","","19953","0","27734","True","False"
"debian:python-lxml","","python-lxml","","19932","0","27705","True","False"
"libnetfilter-acct","","libnetfilter-acct","","19912","0","27677","True","False"
"libqalculate","","libqalculate","","19891","0","27648","True","False"
"aws-c-http","awslabs/aws-c-http","","aws-c-http","0","27644","27644","True","False"
"libconfuse","libconfuse/libconfuse","libconfuse","confuse","10328","13236","27591","True","False"
"roc-toolkit","","roc-toolkit","","19740","0","27438","True","False"
"mtr","traviscross/mtr","","mtr","0","27416","27416","True","False"
"libplacebo","","libplacebo","libplacebo","13647","8416","27385","True","False"
"zxcvbn-c","tsyrogit/zxcvbn-c","zxcvbn-c","","19678","0","27352","True","False"
"debian:libfreetype6-dev","","libfreetype6-dev","","19651","0","27314","True","False"
"kimageannotator","ksnip/kImageAnnotator","kimageannotator","","19620","0","27271","True","False"
"libvirt-glib","","libvirt-glib","libvirt-glib","13795","8051","27226","True","False"
"python:pytest","","","pytest","0","27225","27225","True","False"
"conan","","","conan","0","27194","27194","True","False"
"sqlmap","sqlmapproject/sqlmap","","sqlmap","0","27172","27172","True","False"
"debconf-kde","","debconf-kde","","19546","0","27168","True","False"
"kdecoration","","kdecoration","","19513","0","27123","True","False"
"debian:gconf2","","gconf2","","19474","0","27068","True","False"
"python:matplotlib","","","python-matplotlib","0","26990","26990","True","False"
"perl:mouse","","libmouse-perl","","19384","0","26943","True","False"
"python:pylibacl","","python-pylibacl","","19372","0","26927","True","False"
"dracut","dracut-ng/dracut-ng","dracut","","19340","0","26882","True","False"
"partitionmanager","","partitionmanager","","19324","0","26860","True","False"
"vdeplug4","","vdeplug4","","19206","0","26696","True","False"
"kdsoap-ws-discovery-client","","kdsoap-ws-discovery-client","","19199","0","26686","True","False"
"libgadu","","libgadu","","19192","0","26676","True","False"
"kunitconversion","","kf6-kunitconversion|kunitconversion","","19188","0","26671","True","False"
"chibi-scheme","ashinn/chibi-scheme","","chibi-scheme","0","26599","26599","True","False"
"mujs","","","mujs","0","26543","26543","True","False"
"modemmanager-qt","","kf6-modemmanager-qt|modemmanager-qt","","19085","0","26528","True","False"
"haveged","","haveged","","19055","0","26486","True","False"
"libart-lgpl","","libart-lgpl","","19052","0","26482","True","False"
"kcalcore","","kcalcore","","19048","0","26476","True","False"
"tor","","","tor","0","26436","26436","True","False"
"nautilus-sendto","","nautilus-sendto","","18983","0","26386","True","False"
"luajit-misnamed","openresty/luajit2","luajit","","18945","0","26333","True","False"
"yubikey-manager","","","ykman","0","26295","26295","True","False"
"aws-c-mqtt","awslabs/aws-c-mqtt","","aws-c-mqtt","0","26269","26269","True","False"
"gauche","shirok/Gauche","","gauche","0","26268","26268","True","False"
"galera","","galera-4","","18870","0","26229","True","False"
"perl:text-markdown-discount","","libtext-markdown-discount-perl","","18807","0","26141","True","False"
"perl:devel-size","","libdevel-size-perl","","18761","0","26077","True","False"
"debian:libkf5konq6","","libkf5konq6","","18754","0","26068","True","False"
"ffmpegthumbnailer","dirkvdb/ffmpegthumbnailer","ffmpegthumbnailer","","18753","0","26066","True","False"
"python:argcomplete","","","python-argcomplete","0","26047","26047","True","False"
"socket++","malaterre/socketxx-1","socket++","","18730","0","26034","True","False"
"debian:knotes","","knotes","","18690","0","25979","True","False"
"xdg-utils-cxx","azubieta/xdg-utils-cxx","xdg-utils-cxx","","18688","0","25976","True","False"
"trousers","","trousers","","18668","0","25948","True","False"
"perl:text-levenshteinxs","","libtext-levenshteinxs-perl","","18668","0","25948","True","False"
"libxml++","","libxml++2.6","","18656","0","25931","True","False"
"libnvme","linux-nvme/libnvme","libnvme","","18615","0","25874","True","False"
"metacity","","metacity","","18571","0","25813","True","False"
"perl:perlio-utf8-strict","","libperlio-utf8-strict-perl","","18549","0","25783","True","False"
"debian:python-ldb","","python-ldb","","18548","0","25781","True","False"
"mecab-ipadic","","","mecab-ipadic","0","25771","25771","True","False"
"debian:python-tdb","","python-tdb","","18537","0","25766","True","False"
"debian:python-samba","","python-samba","","18446","0","25639","True","False"
"gperf","","","gperf","0","25610","25610","True","False"
"vcdimager","","vcdimager","","18373","0","25538","True","False"
"portmidi","","portmidi","","18371","0","25535","True","False"
"libqaccessibilityclient","","libqaccessibilityclient","","18368","0","25531","True","False"
"qtgrpc","","","qtgrpc","0","25480","25480","True","False"
"bup","bup/bup","bup","","18331","0","25480","True","False"
"virglrenderer","","virglrenderer","","18313","0","25455","True","False"
"kuserfeedback","","kf6-kuserfeedback|kuserfeedback","","18213","0","25316","True","False"
"sundials","llnl/sundials","","sundials","0","25307","25307","True","False"
"libbytesize","storaged-project/libbytesize","libbytesize","","18190","0","25284","True","False"
"ocrmypdf","","","ocrmypdf","0","25229","25229","True","False"
"libusb-compat","","","libusb-compat","0","25149","25149","True","False"
"debian:libmutter-7-0","","libmutter-7-0","","18083","0","25135","True","False"
"debian:libncurses5-dev","","libncurses5-dev","","18017","0","25043","True","False"
"debian:libpango1.0-0","","libpango1.0-0","","17996","0","25014","True","False"
"zephyr","","zephyr","","17981","0","24993","True","False"
"debian:gir1.2-mutter-7","","gir1.2-mutter-7","","17924","0","24914","True","False"
"debian:libgps28","","libgps28","","17893","0","24871","True","False"
"kdiagram2","","kdiagram2","","17830","0","24783","True","False"
"sombok","hatukanezumi/sombok","sombok","","17707","0","24612","True","False"
"zsh-theme-powerlevel10k","romkatv/powerlevel10k","","powerlevel10k","0","24588","24588","True","False"
"perl:unicode-linebreak","hatukanezumi/Unicode-LineBreak","libunicode-linebreak-perl","","17683","0","24579","True","False"
"pidgin","","pidgin","","17683","0","24579","True","False"
"debian:sntp","","sntp","","17670","0","24561","True","False"
"libclc","llvm/llvm-project","","libclc","0","24439","24439","True","True"
"liblc3","google/liblc3","liblc3","","17550","0","24394","True","False"
"libusrsctp","sctplab/usrsctp","","libusrsctp","0","24363","24363","True","True"
"debian:libsigc++-2.0-0c2a","","libsigc++-2.0-0c2a","","17460","0","24269","True","False"
"libspelling","","libspelling","","17417","0","24209","True","False"
"xen","","xen","","17368","0","24141","True","False"
"aws-c-event-stream","awslabs/aws-c-event-stream","","aws-c-event-stream","0","24138","24138","True","False"
"debian:unrar","","unrar","","17328","0","24085","True","False"
"zeitgeist","","zeitgeist","","17216","0","23930","True","False"
"epsilon-compressor","","","epsilon","0","23649","23649","True","False"
"sshuttle","sshuttle/sshuttle","","sshuttle","0","23524","23524","True","False"
"aws-c-auth","awslabs/aws-c-auth","","aws-c-auth","0","23317","23317","True","False"
"mediainfo","","","media-info","0","23270","23270","True","False"
"ruby:defaults","","ruby-defaults","","16708","0","23224","True","False"
"speedtest-cli","sivel/speedtest-cli","","speedtest-cli","0","23221","23221","True","False"
"debian:iproute","","iproute","","16703","0","23217","True","False"
"exiv2","","exiv2","","16703","0","23217","True","False"
"xtrans","","","xtrans","0","23061","23061","True","False"
"cgif","dloebl/cgif","","cgif","0","23029","23029","True","True"
"pstree","FredHucht/pstree","","pstree","0","22967","22967","True","False"
"unar","MacPaw/XADMaster","","unar","0","22962","22962","True","False"
"debian:libcwidget3","","libcwidget3","","16509","0","22947","True","False"
"yasm","","","yasm","0","22837","22837","True","False"
"mozjpeg","mozilla/mozjpeg","","mozjpeg","0","22818","22818","True","False"
"xfce4-datetime-plugin","","xfce4-datetime-plugin","","16360","0","22740","True","False"
"libsixel","libsixel/libsixel","libsixel","","16321","0","22686","True","False"
"node:n","tj/n","","n","0","22678","22678","True","False"
"libotr","","libotr","","16283","0","22633","True","False"
"iso-codes","","iso-codes","iso-codes","0","22627","22627","True","False"
"rlwrap","hanslub42/rlwrap","","rlwrap","0","22615","22615","True","False"
"libffado","","libffado","","16268","0","22612","True","False"
"qtkeychain","frankosterfeld/qtkeychain","qtkeychain","","16238","0","22570","True","False"
"kquickcharts","","kf6-kquickcharts|kquickcharts","","16227","0","22555","True","False"
"libmikmod","","libmikmod","","16204","0","22523","True","False"
"farstream","","farstream-0.2","","16052","0","22312","True","False"
"wine","","wine","","15822","0","21992","True","False"
"codec2","","codec2","","15631","0","21727","True","False"
"handbrake","HandBrake/HandBrake","","handbrake","0","21665","21665","True","False"
"libreplaygain","","libreplaygain","libreplaygain","851","20447","21629","True","False"
"mousetweaks","","mousetweaks","","15532","0","21589","True","False"
"boost-defaults","","boost-defaults","","15425","0","21440","True","False"
"lua-language-server","LuaLS/lua-language-server","","lua-language-server","0","21397","21397","True","False"
"kf6-solid","","kf6-solid","","15362","0","21353","True","False"
"kcolorscheme","","kf6-kcolorscheme","","15298","0","21264","True","False"
"mosquitto","","","mosquitto","0","21235","21235","True","False"
"squashfuse","vasi/squashfuse","squashfuse","","15273","0","21229","True","False"
"wireguard-tools","","","wireguard-tools","0","21186","21186","True","False"
"suil","","suil","","15233","0","21173","True","False"
"winetricks","Winetricks/winetricks","","winetricks","0","21135","21135","True","False"
"libsmi","","libsmi","libsmi","4861","14327","21083","True","False"
"libmcrypt","","libmcrypt","","15168","0","21083","True","False"
"kdav","","kdav|kf6-kdav","","15143","0","21048","True","False"
"m17n-lib","","m17n-lib","","15108","0","21000","True","False"
"clucene","","clucene-core","","15094","0","20980","True","False"
"scons","","","scons","0","20979","20979","True","False"
"spirv-tools","KhronosGroup/SPIRV-Tools","","spirv-tools","0","20946","20946","True","True"
"libpfm4","","libpfm4","","15003","0","20854","True","False"
"libspng","randy408/libspng","","libspng","0","20792","20792","True","True"
"breeze-icons","","kf6-breeze-icons","","14883","0","20687","True","False"
"iproute2mac","brona/iproute2mac","","iproute2mac","0","20680","20680","True","False"
"glslang","KhronosGroup/glslang","","glslang","0","20671","20671","True","True"
"xdotool","jordansissel/xdotool","xdotool","","14847","0","20637","True","False"
"debian:python2.7-dev","","python2.7-dev","","14842","0","20630","True","False"
"duckdb","duckdb/duckdb","","duckdb","0","20601","20601","True","True"
"autojump","wting/autojump","","autojump","0","20573","20573","True","False"
"k3b","","k3b","","14747","0","20498","True","False"
"libcuefile","","","libcuefile","0","20456","20456","True","False"
"glibmm","","glibmm2.4|glibmm2.68","","14708","0","20444","True","False"
"ghc","","","ghc","0","20443","20443","True","False"
"kded","","kf6-kded","","14704","0","20438","True","False"
"libnfs","sahlberg/libnfs","libnfs","","14696","0","20427","True","False"
"debian:libpython2.7-dev","","libpython2.7-dev","","14661","0","20378","True","False"
"xapp","linuxmint/xapp","xapp","","14606","0","20302","True","False"
"libx86","","libx86","","14568","0","20249","True","False"
"aws-c-sdkutils","awslabs/aws-c-sdkutils","","aws-c-sdkutils","0","20234","20234","True","False"
"telepathy-glib","","telepathy-glib","","14548","0","20221","True","False"
"cdrtools","","","cdrtools","0","20148","20148","True","False"
"libblockdev","storaged-project/libblockdev","libblockdev","","14465","0","20106","True","False"
"aws-checksums","awslabs/aws-checksums","","aws-checksums","0","20100","20100","True","False"
"pgcli","","","pgcli","0","20036","20036","True","False"
"debian:libsource-highlight4v5","","libsource-highlight4v5","","14396","0","20010","True","False"
"fswatch-mon","emcrisostomo/fswatch","","fswatch","0","20010","20010","True","False"
"xcodes","XcodesOrg/xcodes","","xcodes","0","19974","19974","True","False"
"perl:berkeleydb","pmqs/BerkeleyDB","libberkeleydb-perl","","14365","0","19967","True","False"
"s3cmd","","","s3cmd","0","19854","19854","True","False"
"akonadi-calendar","","akonadi-calendar","","14162","0","19685","True","False"
"libwebsockets","warmcat/libwebsockets","","libwebsockets","0","19673","19673","True","False"
"keyring-unclassified","jaraco/keyring","","keyring","0","19655","19655","True","False"
"gtkmm","","gtkmm3.0|gtkmm4.0","","14130","0","19640","True","False"
"libfabric","","libfabric","","14108","0","19610","True","False"
"debian:libgcrypt11","","libgcrypt11","","14098","0","19596","True","False"
"debian:libqtcore4","","libqtcore4","","14092","0","19587","True","False"
"xclip","astrand/xclip","xclip","","14075","0","19564","True","False"
"libcapi","","libcapi20-3","","14075","0","19564","True","False"
"tremor","","libvorbisidec","","14069","0","19555","True","False"
"thefuck","nvbn/thefuck","","thefuck","0","19545","19545","True","False"
"cliclick","BlueM/cliclick","","cliclick","0","19496","19496","True","False"
"debian:libtinfo-dev","","libtinfo-dev","","13996","0","19454","True","False"
"debian:libsepol1-dev","","libsepol1-dev","","13943","0","19380","True","False"
"jimtcl","","jimtcl","","13893","0","19311","True","False"
"cpuinfo-pytorch","pytorch/cpuinfo","cpuinfo","","13871","0","19280","True","True"
"libgedit-tepl","","libgedit-tepl","libgedit-tepl","9097","6634","19278","True","False"
"cppcheck","cppcheck-opensource/cppcheck","","cppcheck","0","19255","19255","True","True"
"debian:libqtgui4","","libqtgui4","","13831","0","19225","True","False"
"miniupnpc","miniupnp/miniupnp","miniupnpc","miniupnpc","3653","14129","19206","True","False"
"plasma-activities","","plasma-activities","","13813","0","19200","True","False"
"phodav","","phodav","phodav","10912","4021","19188","True","False"
"libmemcached","","libmemcached","","13768","0","19137","True","False"
"cookiecutter","cookiecutter/cookiecutter","","cookiecutter","0","19133","19133","True","False"
"debian:libqt4-xml","","libqt4-xml","","13761","0","19127","True","False"
