github_repo,metric,2021,2022,2023,2024,2025,2021-2025
ianharvey/bluepy,bus_factor,1,,,,,1
ianharvey/bluepy,hhi,5556,,,,,5556
ianharvey/bluepy,contributors,2,0,0,0,0,2
ianharvey/bluepy,bots,0,0,0,0,0,0
ianharvey/bluepy,commits,3,0,0,0,0,3
ianharvey/bluepy,first_date,2021-01-03,,,,,2021-01-03
ianharvey/bluepy,last_date,2021-05-01,,,,,2021-05-01
netblue30/firejail,bus_factor,3,2,1,1,1,2
netblue30/firejail,hhi,1533,2741,4507,4990,4876,2544
netblue30/firejail,contributors,32,24,15,14,12,54
netblue30/firejail,bots,1,1,1,1,1,1
netblue30/firejail,commits,998,739,639,315,367,3058
netblue30/firejail,first_date,2021-01-03,2022-01-02,2023-01-01,2024-01-07,2025-01-05,2021-01-03
netblue30/firejail,last_date,2022-01-01,2022-12-31,2024-01-06,2025-01-04,2026-01-03,2026-01-03
pixaranimationstudios/openusd,bus_factor,5,5,4,5,7,6
pixaranimationstudios/openusd,hhi,825,733,997,894,521,659
pixaranimationstudios/openusd,contributors,41,48,53,53,61,83
pixaranimationstudios/openusd,bots,0,0,0,0,0,0
pixaranimationstudios/openusd,commits,1139,1290,1649,1397,1509,6984
pixaranimationstudios/openusd,first_date,2021-01-03,2022-01-02,2023-01-01,2024-01-07,2025-01-05,2021-01-03
pixaranimationstudios/openusd,last_date,2021-12-18,2022-12-17,2024-01-06,2024-12-21,2025-12-27,2025-12-27
f4exb/sdrangel,bus_factor,1,1,1,2,1,1
f4exb/sdrangel,hhi,5408,5507,4644,3517,5124,4515
f4exb/sdrangel,contributors,10,12,12,21,8,49
f4exb/sdrangel,bots,0,0,0,0,0,0
f4exb/sdrangel,commits,861,1118,792,894,307,3972
f4exb/sdrangel,first_date,2021-01-03,2022-01-02,2023-01-01,2024-01-07,2025-01-05,2021-01-03
f4exb/sdrangel,last_date,2022-01-01,2022-12-31,2024-01-06,2025-01-04,2026-01-03,2026-01-03
stan-dev/stan,bus_factor,2,2,2,2,2,2
stan-dev/stan,hhi,2128,2002,2382,2226,3112,1841
stan-dev/stan,contributors,13,10,11,10,9,21
stan-dev/stan,bots,0,0,0,0,0,0
stan-dev/stan,commits,658,257,543,328,171,1957
stan-dev/stan,first_date,2021-01-03,2022-01-02,2023-01-15,2024-01-07,2025-01-05,2021-01-03
stan-dev/stan,last_date,2022-01-01,2022-12-24,2024-01-06,2024-12-21,2025-12-27,2025-12-27
kismetwireless/kismet,bus_factor,1,1,1,1,1,1
kismetwireless/kismet,hhi,7437,9784,8361,8524,9276,8541
kismetwireless/kismet,contributors,10,5,14,9,8,33
kismetwireless/kismet,bots,0,0,0,0,0,0
kismetwireless/kismet,commits,543,368,279,270,432,1892
kismetwireless/kismet,first_date,2021-01-03,2022-01-02,2023-01-01,2024-01-07,2025-01-05,2021-01-03
kismetwireless/kismet,last_date,2022-01-01,2022-12-31,2024-01-06,2025-01-04,2026-01-03,2026-01-03
neomutt/neomutt,bus_factor,1,1,1,1,1,1
neomutt/neomutt,hhi,5668,4353,4249,4479,6286,4784
neomutt/neomutt,contributors,20,23,24,15,17,47
neomutt/neomutt,bots,0,0,0,0,0,0
neomutt/neomutt,commits,1220,814,1244,648,413,4339
neomutt/neomutt,first_date,2021-01-10,2022-01-02,2023-01-08,2024-01-14,2025-01-05,2021-01-10
neomutt/neomutt,last_date,2022-01-01,2022-12-31,2024-01-06,2025-01-04,2026-01-03,2026-01-03
dealii/dealii,bus_factor,3,4,3,3,3,4
dealii/dealii,hhi,1377,1054,1266,1362,1256,1165
dealii/dealii,contributors,33,33,33,32,35,56
dealii/dealii,bots,0,1,1,1,1,1
dealii/dealii,commits,3220,3151,3520,2659,2264,14814
dealii/dealii,first_date,2021-01-03,2022-01-02,2023-01-01,2024-01-07,2025-01-05,2021-01-03
dealii/dealii,last_date,2022-01-01,2022-12-31,2024-01-06,2025-01-04,2026-01-03,2026-01-03
universal-ctags/ctags,bus_factor,1,1,1,1,1,1
universal-ctags/ctags,hhi,5257,6320,6457,6773,8220,6231
universal-ctags/ctags,contributors,19,13,14,11,9,39
universal-ctags/ctags,bots,0,0,1,1,1,1
universal-ctags/ctags,commits,925,769,584,495,392,3165
universal-ctags/ctags,first_date,2021-01-03,2022-01-02,2023-01-01,2024-01-07,2025-01-05,2021-01-03
universal-ctags/ctags,last_date,2022-01-01,2022-12-31,2024-01-06,2025-01-04,2026-01-03,2026-01-03
pipewire/pipewire,bus_factor,1,1,1,1,1,1
pipewire/pipewire,hhi,3584,4862,4130,3496,3132,3799
pipewire/pipewire,contributors,49,39,47,41,30,89
pipewire/pipewire,bots,0,0,0,0,0,0
pipewire/pipewire,commits,2717,1848,1849,1224,1246,8884
pipewire/pipewire,first_date,2021-01-03,2022-01-02,2023-01-01,2024-01-07,2025-01-05,2021-01-03
pipewire/pipewire,last_date,2022-01-01,2022-12-31,2024-01-06,2025-01-04,2026-01-03,2026-01-03
sudo-project/sudo,bus_factor,1,1,1,1,1,1
sudo-project/sudo,hhi,9577,9236,9139,6613,7495,8957
sudo-project/sudo,contributors,12,16,12,14,10,52
sudo-project/sudo,bots,0,0,0,0,0,0
sudo-project/sudo,commits,841,717,721,145,288,2712
sudo-project/sudo,first_date,2021-01-03,2022-01-02,2023-01-01,2024-01-07,2025-01-05,2021-01-03
sudo-project/sudo,last_date,2021-12-25,2022-12-31,2024-01-06,2025-01-04,2025-12-27,2025-12-27
wxwidgets/wxwidgets,bus_factor,1,1,1,1,1,1
wxwidgets/wxwidgets,hhi,4121,4642,5809,4719,5103,4802
wxwidgets/wxwidgets,contributors,34,37,30,31,30,61
wxwidgets/wxwidgets,bots,0,0,0,0,0,0
wxwidgets/wxwidgets,commits,2050,1978,1723,1396,1675,8822
wxwidgets/wxwidgets,first_date,2021-01-03,2022-01-02,2023-01-01,2024-01-07,2025-01-05,2021-01-03
wxwidgets/wxwidgets,last_date,2022-01-01,2022-12-31,2024-01-06,2025-01-04,2026-01-03,2026-01-03
lienol/openwrt,bus_factor,8,8,7,8,8,9
lienol/openwrt,hhi,506,457,512,456,461,390
lienol/openwrt,contributors,63,66,60,67,62,85
lienol/openwrt,bots,0,0,0,0,0,0
lienol/openwrt,commits,2344,2489,2353,3008,2959,13153
lienol/openwrt,first_date,2021-01-03,2022-01-02,2023-01-01,2024-01-07,2025-01-05,2021-01-03
lienol/openwrt,last_date,2022-01-01,2022-12-31,2024-01-06,2025-01-04,2026-01-03,2026-01-03
llvm/circt,bus_factor,4,5,5,5,4,6
llvm/circt,hhi,1216,830,874,764,958,680
llvm/circt,contributors,24,36,43,47,47,88
llvm/circt,bots,0,0,0,0,0,0
llvm/circt,commits,2586,2195,2245,1620,1342,9988
llvm/circt,first_date,2021-01-03,2022-01-02,2023-01-01,2024-01-07,2025-01-05,2021-01-03
llvm/circt,last_date,2022-01-01,2022-12-31,2024-01-06,2025-01-04,2026-01-03,2026-01-03
meshtastic/firmware,bus_factor,2,2,2,2,3,3
meshtastic/firmware,hhi,3538,2578,2941,1660,1355,1375
meshtastic/firmware,contributors,16,21,24,52,49,88
meshtastic/firmware,bots,0,1,1,2,3,3
meshtastic/firmware,commits,1294,2287,1366,2320,2094,9361
meshtastic/firmware,first_date,2021-01-03,2022-01-02,2023-01-01,2024-01-07,2025-01-05,2021-01-03
meshtastic/firmware,last_date,2022-01-01,2022-12-31,2024-01-06,2025-01-04,2026-01-03,2026-01-03
lcompilers/lpython,bus_factor,1,3,2,4,2,2
lcompilers/lpython,hhi,5152,1696,2408,1126,3137,2238
lcompilers/lpython,contributors,5,21,33,23,6,61
lcompilers/lpython,bots,0,0,0,0,0,0
lcompilers/lpython,commits,4206,4192,1757,335,132,10622
lcompilers/lpython,first_date,2021-02-14,2022-01-02,2023-01-01,2024-01-07,2025-02-16,2021-02-14
lcompilers/lpython,last_date,2022-01-01,2022-12-31,2024-01-06,2024-09-14,2025-12-13,2025-12-13
fex-emu/fex,bus_factor,1,1,1,2,2,1
fex-emu/fex,hhi,4433,3950,4242,3377,2691,3379
fex-emu/fex,contributors,9,12,12,17,29,55
fex-emu/fex,bots,0,0,0,0,0,0
fex-emu/fex,commits,1976,1836,2943,2806,2359,11920
fex-emu/fex,first_date,2021-01-03,2022-01-02,2023-01-01,2024-01-07,2025-01-05,2021-01-03
fex-emu/fex,last_date,2022-01-01,2022-12-31,2024-01-06,2025-01-04,2026-01-03,2026-01-03
iree-org/iree,bus_factor,5,5,5,4,3,5
iree-org/iree,hhi,904,803,785,1233,1601,741
iree-org/iree,contributors,39,46,54,53,55,96
iree-org/iree,bots,0,1,0,1,1,1
iree-org/iree,commits,4079,2924,3415,3142,3268,16828
iree-org/iree,first_date,2021-01-03,2022-01-02,2023-01-01,2024-01-07,2025-01-05,2021-01-03
iree-org/iree,last_date,2022-01-01,2022-12-31,2024-01-06,2025-01-04,2026-01-03,2026-01-03
zenustech/zeno,bus_factor,2,3,4,3,2,3
zenustech/zeno,hhi,3250,1518,1045,1776,2688,1148
zenustech/zeno,contributors,13,26,25,14,5,40
zenustech/zeno,bots,0,0,0,0,0,0
zenustech/zeno,commits,901,2759,3762,1043,80,8545
zenustech/zeno,first_date,2021-03-28,2022-01-02,2023-01-01,2024-01-07,2025-01-05,2021-03-28
zenustech/zeno,last_date,2022-01-01,2022-12-31,2024-01-06,2025-01-04,2025-09-20,2025-09-20
facebook/fbthrift,bus_factor,7,5,4,4,5,6
facebook/fbthrift,hhi,556,793,1127,949,857,571
facebook/fbthrift,contributors,54,52,30,35,37,86
facebook/fbthrift,bots,0,0,0,0,0,0
facebook/fbthrift,commits,1040,1553,1393,2286,2969,9241
facebook/fbthrift,first_date,2021-01-03,2022-01-02,2023-01-01,2024-01-07,2025-01-05,2021-01-03
facebook/fbthrift,last_date,2022-01-01,2022-12-31,2024-01-06,2025-01-04,2026-01-03,2026-01-03
codewithharry/the-ultimate-c-programming-course,bus_factor,,,,1,,1
codewithharry/the-ultimate-c-programming-course,hhi,,,,5556,,5556
codewithharry/the-ultimate-c-programming-course,contributors,0,0,0,2,0,2
codewithharry/the-ultimate-c-programming-course,bots,0,0,0,0,0,0
codewithharry/the-ultimate-c-programming-course,commits,0,0,0,3,0,3
codewithharry/the-ultimate-c-programming-course,first_date,,,,2024-07-07,,2024-07-07
codewithharry/the-ultimate-c-programming-course,last_date,,,,2024-07-13,,2024-07-13
nextcloud/desktop,bus_factor,2,2,1,1,2,2
nextcloud/desktop,hhi,2398,2755,3745,3961,1768,2443
nextcloud/desktop,contributors,19,15,18,16,24,42
nextcloud/desktop,bots,0,0,1,1,1,1
nextcloud/desktop,commits,979,1332,1741,2659,2754,9465
nextcloud/desktop,first_date,2021-01-03,2022-01-02,2023-01-01,2024-01-07,2025-01-05,2021-01-03
nextcloud/desktop,last_date,2022-01-01,2022-12-31,2024-01-06,2025-01-04,2026-01-03,2026-01-03
topling/toplingdb,bus_factor,4,3,1,1,1,1
topling/toplingdb,hhi,1379,1683,2993,9722,10000,2905
topling/toplingdb,contributors,31,29,22,4,1,42
topling/toplingdb,bots,1,1,1,0,0,1
topling/toplingdb,commits,1008,1184,1147,214,654,4207
topling/toplingdb,first_date,2021-01-03,2022-01-02,2023-01-01,2024-01-07,2025-03-16,2021-01-03
topling/toplingdb,last_date,2022-01-01,2022-12-31,2024-01-06,2024-12-28,2025-11-01,2025-11-01
mirror/busybox,bus_factor,1,2,1,1,,1
mirror/busybox,hhi,4881,1747,3373,5938,,3801
mirror/busybox,contributors,18,11,6,3,0,24
mirror/busybox,bots,0,0,0,0,0,0
mirror/busybox,commits,149,34,13,8,0,204
mirror/busybox,first_date,2021-01-03,2022-01-09,2023-03-19,2024-01-14,,2021-01-03
mirror/busybox,last_date,2022-01-01,2022-12-17,2024-01-06,2024-07-13,,2024-07-13
renderkit/embree,bus_factor,1,1,2,1,1,1
renderkit/embree,hhi,3666,7204,3332,6682,3770,3620
renderkit/embree,contributors,17,17,11,9,6,40
renderkit/embree,bots,0,0,0,0,0,0
renderkit/embree,commits,191,581,358,232,73,1435
renderkit/embree,first_date,2021-01-10,2022-01-02,2023-01-01,2024-01-07,2025-01-12,2021-01-10
renderkit/embree,last_date,2021-12-18,2022-12-17,2024-01-06,2024-12-14,2025-12-20,2025-12-20
tortoisegit/tortoisegit,bus_factor,1,1,1,1,1,1
tortoisegit/tortoisegit,hhi,6601,6958,9161,9278,9595,8341
tortoisegit/tortoisegit,contributors,11,12,7,5,5,28
tortoisegit/tortoisegit,bots,0,0,0,0,0,0
tortoisegit/tortoisegit,commits,200,194,348,189,195,1126
tortoisegit/tortoisegit,first_date,2021-01-03,2022-01-02,2023-01-08,2024-01-07,2025-01-12,2021-01-03
tortoisegit/tortoisegit,last_date,2022-01-01,2022-12-17,2024-01-06,2025-01-04,2026-01-03,2026-01-03
scummvm/scummvm,bus_factor,8,8,7,7,6,10
scummvm/scummvm,hhi,512,543,540,603,688,458
scummvm/scummvm,contributors,58,53,54,53,49,76
scummvm/scummvm,bots,0,0,0,0,0,0
scummvm/scummvm,commits,10778,9543,9388,9476,7375,46560
scummvm/scummvm,first_date,2021-01-03,2022-01-02,2023-01-01,2024-01-07,2025-01-05,2021-01-03
scummvm/scummvm,last_date,2022-01-01,2022-12-31,2024-01-06,2025-01-04,2026-01-03,2026-01-03
cococry/ragnar,bus_factor,,,1,1,1,1
cococry/ragnar,hhi,,,9009,8710,10000,8956
cococry/ragnar,contributors,0,0,7,3,1,8
cococry/ragnar,bots,0,0,0,0,0,0
cococry/ragnar,commits,0,0,176,102,18,296
cococry/ragnar,first_date,,,2023-04-09,2024-04-21,2025-03-02,2023-04-09
cococry/ragnar,last_date,,,2023-09-02,2024-10-26,2025-07-12,2025-07-12
pgrouting/pgrouting,bus_factor,2,1,1,1,1,1
pgrouting/pgrouting,hhi,2847,7653,6158,9094,6778,5949
pgrouting/pgrouting,contributors,29,12,10,5,14,52
pgrouting/pgrouting,bots,1,2,2,2,2,2
pgrouting/pgrouting,commits,621,504,250,426,848,2649
pgrouting/pgrouting,first_date,2021-01-10,2022-01-02,2023-01-01,2024-01-07,2025-01-05,2021-01-10
pgrouting/pgrouting,last_date,2022-01-01,2022-12-31,2024-01-06,2024-12-28,2026-01-03,2026-01-03
openenclave/openenclave,bus_factor,4,3,1,2,2,3
openenclave/openenclave,hhi,1055,1455,2987,2023,2665,1202
openenclave/openenclave,contributors,23,17,12,12,6,41
openenclave/openenclave,bots,1,1,1,0,0,1
openenclave/openenclave,commits,293,215,106,69,23,706
openenclave/openenclave,first_date,2021-01-03,2022-01-02,2023-01-01,2024-01-07,2025-01-05,2021-01-03
openenclave/openenclave,last_date,2021-12-18,2022-12-17,2023-12-30,2025-01-04,2025-11-01,2025-11-01
lballabio/quantlib,bus_factor,1,1,2,1,2,2
lballabio/quantlib,hhi,2980,3093,1927,3628,2354,2465
lballabio/quantlib,contributors,21,18,26,23,21,54
lballabio/quantlib,bots,2,2,2,2,2,2
lballabio/quantlib,commits,963,661,1082,609,632,3947
lballabio/quantlib,first_date,2021-01-03,2022-01-02,2023-01-01,2024-01-07,2025-01-05,2021-01-03
lballabio/quantlib,last_date,2022-01-01,2022-12-31,2024-01-06,2025-01-04,2026-01-03,2026-01-03
eclipse-iceoryx/iceoryx,bus_factor,2,2,1,1,1,2
eclipse-iceoryx/iceoryx,hhi,2009,2658,3450,6576,4844,2286
eclipse-iceoryx/iceoryx,contributors,26,25,19,19,9,74
eclipse-iceoryx/iceoryx,bots,0,0,0,0,1,1
eclipse-iceoryx/iceoryx,commits,2261,2250,909,413,112,5945
eclipse-iceoryx/iceoryx,first_date,2021-01-03,2022-01-02,2023-01-01,2024-01-07,2025-01-05,2021-01-03
eclipse-iceoryx/iceoryx,last_date,2022-01-01,2022-12-31,2024-01-06,2024-12-21,2025-11-08,2025-11-08
tenstorrent/tt-metal,bus_factor,1,2,6,17,18,20
tenstorrent/tt-metal,hhi,5396,2930,676,244,246,227
tenstorrent/tt-metal,contributors,2,4,34,76,83,97
tenstorrent/tt-metal,bots,0,0,0,1,3,3
tenstorrent/tt-metal,commits,309,326,5696,6550,8043,20924
tenstorrent/tt-metal,first_date,2021-03-28,2022-06-05,2023-01-01,2024-01-07,2025-01-05,2021-03-28
tenstorrent/tt-metal,last_date,2021-11-20,2022-12-31,2024-01-06,2025-01-04,2026-01-03,2026-01-03
dovecot/core,bus_factor,1,2,2,1,2,2
dovecot/core,hhi,4022,2350,2638,3428,2864,2873
dovecot/core,contributors,19,17,17,15,16,41
dovecot/core,bots,0,0,0,0,0,0
dovecot/core,commits,1520,1418,1573,1196,1155,6862
dovecot/core,first_date,2021-01-03,2022-01-02,2023-01-01,2024-01-07,2025-01-05,2021-01-03
dovecot/core,last_date,2022-01-01,2022-12-31,2024-01-06,2025-01-04,2026-01-03,2026-01-03
azahar-emu/azahar,bus_factor,4,3,4,2,1,4
azahar-emu/azahar,hhi,981,1167,1121,2512,5156,1134
azahar-emu/azahar,contributors,17,24,33,27,8,51
azahar-emu/azahar,bots,0,0,0,0,0,0
azahar-emu/azahar,commits,119,343,742,845,418,2467
azahar-emu/azahar,first_date,2021-01-03,2022-01-02,2023-01-01,2024-01-07,2025-01-05,2021-01-03
azahar-emu/azahar,last_date,2022-01-01,2022-12-31,2024-01-06,2024-11-30,2026-01-03,2026-01-03
musicplayerdaemon/mpd,bus_factor,1,1,1,1,1,1
musicplayerdaemon/mpd,hhi,8354,8782,7627,7827,7724,8102
musicplayerdaemon/mpd,contributors,19,11,15,12,12,36
musicplayerdaemon/mpd,bots,0,1,1,0,1,1
musicplayerdaemon/mpd,commits,969,711,695,496,526,3397
musicplayerdaemon/mpd,first_date,2021-01-03,2022-01-02,2023-01-01,2024-01-07,2025-01-05,2021-01-03
musicplayerdaemon/mpd,last_date,2022-01-01,2022-12-31,2024-01-06,2024-12-21,2026-01-03,2026-01-03
mapserver/mapserver,bus_factor,2,1,1,1,2,1
mapserver/mapserver,hhi,3147,3631,4064,5370,2440,3416
mapserver/mapserver,contributors,24,10,12,15,13,42
mapserver/mapserver,bots,0,0,0,1,1,1
mapserver/mapserver,commits,562,290,211,251,120,1434
mapserver/mapserver,first_date,2021-01-10,2022-01-02,2023-01-01,2024-01-07,2025-01-05,2021-01-10
mapserver/mapserver,last_date,2022-01-01,2022-12-31,2023-12-23,2024-12-21,2026-01-03,2026-01-03
kcat/openal-soft,bus_factor,1,1,1,1,1,1
kcat/openal-soft,hhi,9388,8542,9259,9354,9576,9244
kcat/openal-soft,contributors,10,15,13,14,13,51
kcat/openal-soft,bots,0,0,0,0,0,0
kcat/openal-soft,commits,353,508,633,638,745,2877
kcat/openal-soft,first_date,2021-01-03,2022-01-02,2023-01-01,2024-01-07,2025-01-05,2021-01-03
kcat/openal-soft,last_date,2022-01-01,2022-12-31,2024-01-06,2025-01-04,2026-01-03,2026-01-03
madler/zlib,bus_factor,1,2,1,1,1,1
madler/zlib,hhi,6296,2840,4227,6584,4364,4561
madler/zlib,contributors,3,11,19,15,12,53
madler/zlib,bots,0,0,0,0,0,0
madler/zlib,commits,9,36,78,84,52,259
madler/zlib,first_date,2021-01-03,2022-01-23,2023-01-22,2024-01-07,2025-01-19,2021-01-03
madler/zlib,last_date,2022-01-01,2022-12-31,2023-12-23,2025-01-04,2026-01-03,2026-01-03
tdesktop-x64/tdesktop,bus_factor,1,1,1,1,2,1
tdesktop-x64/tdesktop,hhi,3787,3440,3428,3564,3531,3495
tdesktop-x64/tdesktop,contributors,24,24,17,23,14,57
tdesktop-x64/tdesktop,bots,0,1,0,1,1,2
tdesktop-x64/tdesktop,commits,2966,2996,2646,2917,2606,14131
tdesktop-x64/tdesktop,first_date,2021-01-03,2022-01-02,2023-01-01,2024-01-07,2025-01-05,2021-01-03
tdesktop-x64/tdesktop,last_date,2022-01-01,2022-12-31,2024-01-06,2025-01-04,2026-01-03,2026-01-03
pingcap/tiflash,bus_factor,5,8,5,3,3,6
pingcap/tiflash,hhi,717,502,819,1668,1776,600
pingcap/tiflash,contributors,39,55,37,19,18,85
pingcap/tiflash,bots,0,0,1,2,2,2
pingcap/tiflash,commits,822,1091,860,464,350,3587
pingcap/tiflash,first_date,2021-01-03,2022-01-02,2023-01-01,2024-01-07,2025-01-05,2021-01-03
pingcap/tiflash,last_date,2022-01-01,2022-12-31,2024-01-06,2025-01-04,2026-01-03,2026-01-03
bareos/bareos,bus_factor,2,2,3,2,3,3
bareos/bareos,hhi,2060,2251,1470,2075,1830,1527
bareos/bareos,contributors,17,15,12,19,13,38
bareos/bareos,bots,0,0,0,0,0,0
bareos/bareos,commits,1019,1040,926,945,946,4876
bareos/bareos,first_date,2021-01-03,2022-01-09,2023-01-01,2024-01-07,2025-01-05,2021-01-03
bareos/bareos,last_date,2022-01-01,2022-12-31,2023-12-30,2025-01-04,2026-01-03,2026-01-03
cmangos/mangos-classic,bus_factor,1,1,1,2,1,1
cmangos/mangos-classic,hhi,4408,4669,3735,2738,4512,3977
cmangos/mangos-classic,contributors,18,18,18,17,11,36
cmangos/mangos-classic,bots,0,0,0,1,1,1
cmangos/mangos-classic,commits,717,704,376,296,174,2267
cmangos/mangos-classic,first_date,2021-01-03,2022-01-02,2023-01-01,2024-01-07,2025-01-05,2021-01-03
cmangos/mangos-classic,last_date,2022-01-01,2022-12-31,2024-01-06,2025-01-04,2025-12-20,2025-12-20
eventql/eventql,bus_factor,,,,,,
eventql/eventql,hhi,,,,,,
eventql/eventql,contributors,0,0,0,0,0,0
eventql/eventql,bots,0,0,0,0,0,0
eventql/eventql,commits,0,0,0,0,0,0
eventql/eventql,first_date,,,,,,
eventql/eventql,last_date,,,,,,
mpusz/mp-units,bus_factor,1,1,1,1,1,1
mpusz/mp-units,hhi,6751,5379,9239,7725,8822,7514
mpusz/mp-units,contributors,9,9,10,10,10,29
mpusz/mp-units,bots,0,0,0,0,1,1
mpusz/mp-units,commits,433,569,794,990,360,3146
mpusz/mp-units,first_date,2021-01-03,2022-01-02,2023-01-01,2024-01-07,2025-01-05,2021-01-03
mpusz/mp-units,last_date,2022-01-01,2022-12-31,2024-01-06,2025-01-04,2026-01-03,2026-01-03
stepmania/stepmania,bus_factor,2,2,,,,2
stepmania/stepmania,hhi,2131,2533,,,,2222
stepmania/stepmania,contributors,10,12,0,0,0,16
stepmania/stepmania,bots,0,0,0,0,0,0
stepmania/stepmania,commits,35,30,0,0,0,65
stepmania/stepmania,first_date,2021-01-03,2022-01-16,,,,2021-01-03
stepmania/stepmania,last_date,2021-12-18,2022-11-19,,,,2022-11-19
steineggerlab/foldseek,bus_factor,1,1,2,2,2,2
steineggerlab/foldseek,hhi,6019,4298,3481,2740,3495,2347
steineggerlab/foldseek,contributors,4,5,11,10,9,22
steineggerlab/foldseek,bots,0,0,0,0,0,0
steineggerlab/foldseek,commits,169,246,287,439,242,1383
steineggerlab/foldseek,first_date,2021-01-17,2022-01-02,2023-01-01,2024-01-07,2025-01-05,2021-01-17
steineggerlab/foldseek,last_date,2022-01-01,2022-12-31,2024-01-06,2025-01-04,2026-01-03,2026-01-03
speedb-io/speedb,bus_factor,2,5,6,2,,7
speedb-io/speedb,hhi,4376,788,638,2401,,590
speedb-io/speedb,contributors,6,72,52,6,0,98
speedb-io/speedb,bots,0,1,1,0,0,1
speedb-io/speedb,commits,151,1154,563,23,0,1891
speedb-io/speedb,first_date,2021-01-03,2022-01-02,2023-01-01,2024-01-07,,2021-01-03
speedb-io/speedb,last_date,2022-01-01,2022-12-31,2024-01-06,2024-03-16,,2024-03-16
halide/halide,bus_factor,2,1,1,2,2,2
halide/halide,hhi,2285,4640,3034,2412,2620,2278
halide/halide,contributors,31,16,20,15,13,45
halide/halide,bots,0,0,0,0,1,1
halide/halide,commits,665,378,396,249,177,1865
halide/halide,first_date,2021-01-03,2022-01-02,2023-01-01,2024-01-07,2025-01-05,2021-01-03
halide/halide,last_date,2022-01-01,2022-12-31,2024-01-06,2025-01-04,2026-01-03,2026-01-03
cataclysmbn/cataclysm-bn,bus_factor,2,2,3,2,2,3
cataclysmbn/cataclysm-bn,hhi,2560,2579,1613,2352,2567,1405
cataclysmbn/cataclysm-bn,contributors,22,24,32,25,27,44
cataclysmbn/cataclysm-bn,bots,0,0,2,2,2,2
cataclysmbn/cataclysm-bn,commits,2850,685,1255,1100,962,6852
cataclysmbn/cataclysm-bn,first_date,2021-01-03,2022-01-02,2023-01-01,2024-01-07,2025-01-05,2021-01-03
cataclysmbn/cataclysm-bn,last_date,2022-01-01,2022-12-24,2024-01-06,2025-01-04,2026-01-03,2026-01-03
fegennari/3dworld,bus_factor,1,1,1,1,1,1
fegennari/3dworld,hhi,10000,10000,9988,10000,9989,9996
fegennari/3dworld,contributors,1,1,2,1,2,3
fegennari/3dworld,bots,0,0,0,0,0,0
fegennari/3dworld,commits,1750,1603,1638,2122,1903,9016
fegennari/3dworld,first_date,2021-01-03,2022-01-02,2023-01-01,2024-01-07,2025-01-05,2021-01-03
fegennari/3dworld,last_date,2022-01-01,2022-12-24,2024-01-06,2025-01-04,2026-01-03,2026-01-03
geany/geany,bus_factor,2,2,2,1,2,2
geany/geany,hhi,1893,3142,2094,3943,3398,2409
geany/geany,contributors,21,15,15,14,10,36
geany/geany,bots,0,0,0,1,1,1
geany/geany,commits,148,195,247,274,244,1108
geany/geany,first_date,2021-01-03,2022-01-02,2023-01-01,2024-02-04,2025-01-05,2021-01-03
