"package","github_repo","git","language","avg_downloads","2021","2022","2023","2024","2025","top","is_cpp","is_oss_fuzz","pagerank","value_class","license"
"qtquickeffectmaker","","","c/c++","14980","0","0","0","0","14980","True","True","False","0.00005115","D","(gpl-3.0-only with qt-gpl-exception-1.0) and bsd-3-clause"
"qtquick3dphysics","","","c/c++","14962","0","0","0","0","14962","True","True","False","0.00005111","D","gpl-3.0-only and (gpl-3.0-only with qt-gpl-exception-1.0) and bsd-3-clause"
"fltk","fltk/fltk","https://github.com/fltk/fltk.git","c/c++","21322","0","42667","5358","18943","18323","True","True","False","0.00005108","D","lgpl-2.0-only with fltk-exception"
"qtgraphs","","","c/c++","14930","0","0","0","0","14930","True","True","False","0.00005103","D","gpl-3.0-only and bsd-3-clause"
"qtlottie","","","c/c++","14871","0","0","0","0","14871","True","True","False","0.00005090","D","gpl-3.0-only and bsd-3-clause"
"libkml","libkml/libkml","https://github.com/libkml/libkml.git","c/c++","19437","0","235","19076","29257","29181","True","True","False","0.00005089","D","bsd-3-clause"
"kubeseal","bitnami-labs/sealed-secrets","https://github.com/bitnami-labs/sealed-secrets.git","go","22092","0","36722","11015","20575","20056","True","False","False","0.00005081","D","apache-2.0"
"television","alexpasmantier/television","https://github.com/alexpasmantier/television.git","rust","22063","0","0","0","1817","42309","True","False","False","0.00005074","D","mit"
"qtlanguageserver","","","c/c++","14716","0","0","0","0","14716","True","True","False","0.00005054","D","(lgpl-3.0-only or gpl-2.0-only or gpl-3.0-only) and bsd-3-clause"
"openconnect","","","c/c++","21919","0","53120","13653","10162","10741","True","True","False","0.00005041","D","lgpl-2.1-only"
"lsd","lsd-rs/lsd","https://github.com/lsd-rs/lsd.git","rust","21790","0","28528","8055","29347","21232","True","False","False","0.00005011","D","apache-2.0"
"sox","","","c/c++","21711","0","35279","8009","14919","28637","True","True","False","0.00004993","D","lgpl-2.0-only and gpl-2.0-only"
"mockery","vektra/mockery","https://github.com/vektra/mockery.git","go","21707","0","29050","13785","22667","21328","True","False","False","0.00004992","D","bsd-3-clause"
"qthttpserver","","","c/c++","14419","0","0","0","0","14419","True","True","False","0.00004986","D","gpl-3.0-only and bsd-3-clause"
"handbrake","HandBrake/HandBrake","https://github.com/handbrake/handbrake.git","c/c++","21665","0","24596","4050","14454","43560","True","True","False","0.00004982","D","gpl-2.0-only"
"qttranslations","","","c/c++","14385","0","0","0","0","14385","True","True","False","0.00004978","D","bsd-3-clause"
"tomcat","","","java","21602","0","36290","10579","21330","18210","True","False","False","0.00004968","D","apache-2.0"
"lua-language-server","LuaLS/lua-language-server","https://github.com/luals/lua-language-server.git","c/c++","21397","0","28491","10040","26195","20863","True","True","False","0.00004921","D","mit"
"zellij","zellij-org/zellij","https://github.com/zellij-org/zellij.git","rust","21394","0","9876","8661","27692","39349","True","False","False","0.00004920","D","mit"
"gsl","","","c/c++","21253","0","34401","7697","24662","18252","True","True","False","0.00004888","D","gpl-3.0-or-later"
"mosquitto","","","c/c++","21235","0","29535","10762","18950","25696","True","True","False","0.00004883","D","epl-1.0 or bsd-3-clause"
"spirv-llvm-translator","KhronosGroup/SPIRV-LLVM-Translator","https://github.com/khronosgroup/spirv-llvm-translator.git","c/c++","17463","0","197","248","26383","43027","True","True","False","0.00004881","D","apache-2.0 with llvm-exception"
"wireguard-tools","","https://git.zx2c4.com/wireguard-tools/snapshot/wireguard-tools-1.0.20260223.tar.xz","c/c++","21186","0","22191","9056","24706","28792","True","True","False","0.00004872","D","gpl-2.0-only"
"qrencode","fukuchi/libqrencode","https://github.com/fukuchi/libqrencode.git","c/c++","21154","0","26130","23295","16463","18731","True","True","False","0.00004865","D","lgpl-2.1-or-later"
"winetricks","Winetricks/winetricks","https://github.com/winetricks/winetricks.git","c/c++","21135","0","23348","9952","22554","28688","True","True","False","0.00004860","D","lgpl-2.1-or-later"
"skopeo","containers/skopeo","https://github.com/containers/skopeo.git","go","21067","0","22799","9624","25210","26637","True","False","False","0.00004845","D","apache-2.0"
"freerdp","FreeRDP/FreeRDP","https://github.com/freerdp/freerdp.git","c/c++","21005","0","20742","8123","25684","29473","True","True","True","0.00004831","D","apache-2.0"
"scons","","","c/c++","20979","0","27930","9953","23578","22455","True","True","False","0.00004825","D","mit"
"libspng","randy408/libspng","https://github.com/randy408/libspng.git","c/c++","20792","0","51176","10539","11243","10212","True","True","True","0.00004782","D","bsd-2-clause"
"eslint","","","node","20787","0","32524","11809","20179","18639","True","False","False","0.00004780","D","mit"
"gpatch","","","c/c++","17917","0","31841","7710","14268","17849","True","True","False","0.00004767","D","gpl-3.0-or-later"
"iproute2mac","brona/iproute2mac","https://github.com/brona/iproute2mac.git","c/c++","20680","0","35785","5592","25011","16333","True","True","False","0.00004756","D","mit"
"glslang","KhronosGroup/glslang","https://github.com/khronosgroup/glslang.git","c/c++","20671","0","6226","12255","40097","24106","True","True","True","0.00004754","D","bsd-3-clause and gpl-3.0-or-later and mit and apache-2.0"
"assimp@5","assimp/assimp","https://github.com/assimp/assimp.git","c/c++","20669","0","0","0","0","20669","True","True","True","0.00004753","D","bsd-3-clause and cc-pddc and mit and bsl-1.0 and unlicense and zlib"
"duckdb","duckdb/duckdb","https://github.com/duckdb/duckdb.git","c/c++","20601","0","3345","9538","27726","41797","True","True","True","0.00004738","D","mit"
"autojump","wting/autojump","https://github.com/wting/autojump.git","c/c++","20573","0","42155","10694","15651","13794","True","True","False","0.00004731","D","gpl-3.0-or-later"
"liblerc","Esri/lerc","https://github.com/esri/lerc.git","c/c++","17873","0","123","15440","27766","28163","True","True","False","0.00004729","D","apache-2.0"
"ghc","","","c/c++","20443","0","37563","6598","20845","16767","True","True","False","0.00004701","D","bsd-3-clause"
"litehtml","litehtml/litehtml","https://github.com/litehtml/litehtml.git","c/c++","14504","0","0","0","0","14504","True","True","False","0.00004680","D","bsd-3-clause"
"dust","bootandy/dust","https://github.com/bootandy/dust.git","rust","20314","0","23521","6878","21200","29660","True","False","False","0.00004672","D","apache-2.0"
"bundletool","google/bundletool","https://github.com/google/bundletool.git","java","20188","0","29729","11107","20613","19303","True","False","False","0.00004643","D","apache-2.0"
"cdrtools","","","c/c++","20148","0","54609","10318","8146","7520","True","True","False","0.00004633","D","cddl-1.0"
"talhelper","budimanjojo/talhelper","https://github.com/budimanjojo/talhelper.git","go","20081","0","0","76","40763","19406","True","False","False","0.00004618","D","bsd-3-clause"
"libdicom","ImagingDataCommons/libdicom","https://github.com/imagingdatacommons/libdicom.git","c/c++","17743","0","0","0","20219","15267","True","True","False","0.00004618","D","mit"
"pgcli","","","c/c++","20036","0","43898","5053","17801","13394","True","True","False","0.00004608","D","bsd-3-clause"
"pyright","microsoft/pyright","https://github.com/microsoft/pyright.git","node","20009","0","21353","10746","27326","20612","True","False","False","0.00004602","D","mit"
"fswatch","emcrisostomo/fswatch","https://github.com/emcrisostomo/fswatch.git","c/c++","20010","0","42241","4605","11954","21242","True","True","False","0.00004602","D","gpl-3.0-or-later and apache-2.0"
"xcodes","XcodesOrg/xcodes","https://github.com/xcodesorg/xcodes.git","c/c++","19974","0","2532","12970","24555","39839","True","True","False","0.00004593","D","mit"
"flyway","flyway/flyway","https://github.com/flyway/flyway.git","java","19882","0","31164","9046","19452","19868","True","False","False","0.00004572","D","apache-2.0"
"dpkg","","","c/c++","19853","0","32977","9003","19650","17783","True","True","False","0.00004566","D","gpl-2.0-only"
"swagger-codegen","swagger-api/swagger-codegen","https://github.com/swagger-api/swagger-codegen.git","java","19856","0","28039","11453","24846","15086","True","False","False","0.00004566","D","apache-2.0"
"s3cmd","","","c/c++","19854","0","45936","5951","17245","10286","True","True","False","0.00004566","D","gpl-2.0-or-later"
"boost-python3","boostorg/boost","https://github.com/boostorg/boost.git","c/c++","19800","0","35180","8270","21233","14519","True","True","True","0.00004553","D","bsl-1.0"
"xorg-server","","","c/c++","14615","0","318","623","27086","30435","True","True","False","0.00004543","D","mit and apsl-2.0"
"inetutils","","","c/c++","19724","0","43908","5485","13856","15647","True","True","False","0.00004536","D","gpl-3.0-or-later"
"keyring","jaraco/keyring","https://github.com/jaraco/keyring.git","c/c++","19655","0","0","6516","44924","7527","True","True","False","0.00004520","D","mit"
"yara","VirusTotal/yara","https://github.com/virustotal/yara.git","c/c++","16123","0","28622","9426","15193","11252","True","True","True","0.00004513","D","bsd-3-clause"
"xkeyboard-config","","","c/c++","13515","0","0","0","0","13515","True","True","False","0.00004505","D","mit"
"thefuck","nvbn/thefuck","https://github.com/nvbn/thefuck.git","c/c++","19545","0","32490","7569","19556","18567","True","True","False","0.00004495","D","mit"
"cliclick","BlueM/cliclick","https://github.com/bluem/cliclick.git","c/c++","19496","0","7517","2392","18308","49769","True","True","False","0.00004484","D","bsd-3-clause"
"percona-toolkit","","","go","19384","0","8885","5051","36068","27533","True","False","False","0.00004458","D","gpl-2.0-only or artistic-1.0-perl"
"pulseaudio","","","c/c++","19346","0","4227","10017","31191","31951","True","True","False","0.00004449","D","gpl-2.0-or-later and lgpl-2.1-or-later and bsd-3-clause"
"cppcheck","danmar/cppcheck","https://github.com/danmar/cppcheck.git","c/c++","19255","0","26464","7777","20399","22383","True","True","True","0.00004428","D","gpl-3.0-or-later"
"fetch","gruntwork-io/fetch","https://github.com/gruntwork-io/fetch.git","go","19154","0","1418","9380","46928","18891","True","False","False","0.00004405","D","mit"
"hashcat","","","python","19150","0","36918","6765","12660","20259","True","False","False","0.00004404","D","mit and lzma-sdk-9.22 and licenseref-homebrew-public-domain"
"cookiecutter","cookiecutter/cookiecutter","https://github.com/cookiecutter/cookiecutter.git","c/c++","19133","0","20578","8967","31741","15246","True","True","False","0.00004400","D","bsd-3-clause"
"libunwind","libunwind/libunwind","https://github.com/libunwind/libunwind.git","c/c++","18881","0","0","2073","15649","38923","True","True","True","0.00004342","D","mit"
"opam","ocaml/opam","https://github.com/ocaml/opam.git","ocaml","18804","0","31367","8390","19274","16186","True","False","False","0.00004324","D","lgpl-2.1-only"
"wayland-protocols","","https://gitlab.freedesktop.org/wayland/wayland-protocols.git","c/c++","18791","0","0","5599","26223","24551","True","True","False","0.00004321","D","mit"
"arpack","opencollab/arpack-ng","https://github.com/opencollab/arpack-ng.git","c/c++","17884","0","39188","7736","14028","10584","True","True","False","0.00004317","D","bsd-3-clause"
"nodebrew","hokaccha/nodebrew","https://github.com/hokaccha/nodebrew.git","c/c++","18748","0","43423","10684","12854","8031","True","True","False","0.00004312","D","mit"
"libproxy","libproxy/libproxy","https://github.com/libproxy/libproxy.git","c/c++","18715","0","32214","9893","26124","6631","True","True","True","0.00004304","D","lgpl-2.1-or-later"
"node@24","","","python","7601","0","0","0","0","7601","False","False","False","0.00004284","D","mit"
"caddy","caddyserver/caddy","https://github.com/caddyserver/caddy.git","go","18576","0","22799","7607","17684","26217","True","False","False","0.00004272","D","apache-2.0"
"pytorch","pytorch/pytorch","https://github.com/pytorch/pytorch.git","c/c++","18534","0","4592","6415","33336","29795","True","True","False","0.00004262","D","bsd-3-clause"
"dotnet@8","dotnet/dotnet","https://github.com/dotnet/dotnet.git","c/c++","18450","0","0","0","4202","32699","True","True","False","0.00004243","D","mit"
"mysql-client@8.4","mysql/mysql-server","https://github.com/mysql/mysql-server.git","c/c++","18420","0","0","0","14456","22385","True","True","True","0.00004236","D","gpl-2.0-only with universal-foss-exception-1.0"
"sane-backends","","https://gitlab.com/-/project.git","c/c++","18368","0","5305","26364","31527","10276","True","True","False","0.00004224","D","gpl-2.0-or-later"
"gomplate","hairyhenderson/gomplate","https://github.com/hairyhenderson/gomplate.git","go","18306","0","6447","1995","21639","43145","True","False","False","0.00004210","D","mit"
"libsmi","","","c/c++","14327","0","32394","5470","10290","9157","True","True","False","0.00004210","D","tcl and bsd-3-clause and beerware"
"sdl2_mixer","libsdl-org/SDL_mixer","https://github.com/libsdl-org/sdl_mixer.git","c/c++","18284","0","30178","5751","17335","19872","True","True","False","0.00004205","D","zlib"
"shaderc","google/shaderc","https://github.com/google/shaderc.git","c/c++","15162","0","206","258","28283","31904","True","True","True","0.00004200","D","apache-2.0"
"libxv","","","c/c++","17242","0","11506","8116","24080","25269","True","True","False","0.00004181","D","mit"
"localstack","","","rust","18167","0","20771","10074","21310","20513","True","False","False","0.00004178","D","apache-2.0"
"libxkbcommon","xkbcommon/libxkbcommon","https://github.com/xkbcommon/libxkbcommon.git","c/c++","18147","0","5826","5432","25506","35825","True","True","False","0.00004173","D","mit"
"aws-elasticbeanstalk","","","rust","18079","0","26250","15830","16978","13258","True","False","False","0.00004158","D","apache-2.0"
"libxcursor","","","c/c++","17057","0","15036","5875","24041","23279","True","True","False","0.00004139","D","mit"
"mypy","","","c/c++","17956","0","9249","13038","33884","15653","True","True","False","0.00004129","D","mit"
"xsimd","xtensor-stack/xsimd","https://github.com/xtensor-stack/xsimd.git","c/c++","10290","0","428","2200","19313","19221","False","True","False","0.00004126","D","bsd-3-clause"
"scala-cli","VirtusLab/scala-cli","https://github.com/virtuslab/scala-cli.git","java","5","0","0","5","0","0","False","False","False","0.00004085","D","apache-2.0"
"confuse","libconfuse/libconfuse","https://github.com/libconfuse/libconfuse.git","c/c++","13236","0","31714","4416","8650","8167","True","True","False","0.00004082","D","isc"
"streamlink","","","c/c++","17736","0","24936","9460","20433","16118","True","True","False","0.00004079","D","bsd-2-clause"
"ideviceinstaller","libimobiledevice/ideviceinstaller","https://github.com/libimobiledevice/ideviceinstaller.git","c/c++","17578","0","25641","8209","16830","19635","True","True","False","0.00004042","D","gpl-2.0-or-later"
"lazydocker","jesseduffield/lazydocker","https://github.com/jesseduffield/lazydocker.git","go","17555","0","24003","6807","16987","22423","True","False","False","0.00004037","D","mit"
"ssh-copy-id","","","c/c++","17553","0","34861","9039","14084","12231","True","True","False","0.00004037","D","ssh-openssh"
"daemontools","","","c/c++","17509","0","68959","129","714","236","True","True","False","0.00004027","D","licenseref-homebrew-public-domain"
"groff","","","c/c++","17499","0","39792","11004","12057","7144","True","True","False","0.00004024","D","gpl-3.0-or-later"
"pstoedit","woglu/pstoedit","https://github.com/woglu/pstoedit.git","c/c++","16057","0","27007","4935","14014","18272","True","True","False","0.00004018","D","gpl-2.0-or-later"
"dive","wagoodman/dive","https://github.com/wagoodman/dive.git","go","17440","0","18603","9048","19147","22965","True","False","False","0.00004011","D","mit"
"zbar","mchehab/zbar","https://github.com/mchehab/zbar.git","c/c++","17439","0","20811","8682","20322","19943","True","True","False","0.00004010","D","lgpl-2.1-only"
"pylint","pylint-dev/pylint","https://github.com/pylint-dev/pylint.git","c/c++","17299","0","33676","6826","14822","13875","True","True","False","0.00003978","D","gpl-2.0-or-later"
"libxft","","","c/c++","16754","0","39579","8676","8325","10438","True","True","False","0.00003974","D","mit"
"asciidoc","","","c/c++","17255","0","8569","5196","25485","29771","True","True","False","0.00003968","D","gpl-2.0-or-later"
"freeglut","freeglut/freeglut","https://github.com/freeglut/freeglut.git","c/c++","17176","0","13995","7137","25040","22535","True","True","False","0.00003950","D","mit"
"c-blosc","Blosc/c-blosc","https://github.com/blosc/c-blosc.git","c/c++","14472","0","6569","2729","8514","40078","True","True","True","0.00003947","D","bsd-3-clause"
"cython","","","c/c++","17067","0","27352","10989","15265","14662","True","True","False","0.00003925","D","apache-2.0"
"vercel-cli","","","node","17051","0","14941","8388","19389","25489","True","False","False","0.00003921","D","apache-2.0"
"nodenv","nodenv/nodenv","https://github.com/nodenv/nodenv.git","c/c++","17027","0","22935","11130","20377","13667","True","True","False","0.00003916","D","mit"
"upx","upx/upx","https://github.com/upx/upx.git","c/c++","17009","0","36241","9839","11414","10545","True","True","True","0.00003912","D","gpl-2.0-or-later"
"appstream","ximion/appstream","https://github.com/ximion/appstream.git","c/c++","15257","0","0","0","14021","16493","True","True","False","0.00003906","D","lgpl-2.1-or-later"
"lm-sensors","hramrach/lm-sensors","https://github.com/hramrach/lm-sensors.git","c/c++","16968","0","0","6745","20567","23594","True","True","False","0.00003902","D","gpl-2.0-or-later or lgpl-2.1-or-later"
"dwarfutils","","","c/c++","7947","0","2402","481","7670","21235","False","True","False","0.00003884","D","bsd-2-clause and lgpl-2.1-or-later and gpl-2.0-or-later"
"cmatrix","abishekvashok/cmatrix","https://github.com/abishekvashok/cmatrix.git","c/c++","16775","0","27317","7673","15198","16912","True","True","False","0.00003858","D","gpl-3.0-or-later"
"prometheus","prometheus/prometheus","https://github.com/prometheus/prometheus.git","go","16733","0","26721","6884","16898","16429","True","False","False","0.00003848","D","apache-2.0"
"dependency-check","dependency-check/DependencyCheck","https://github.com/dependency-check/dependencycheck.git","java","16699","0","20044","6570","18944","21239","True","False","False","0.00003840","D","apache-2.0"
"freeimage","","","c/c++","16639","0","17785","8388","20117","20267","True","True","False","0.00003827","D","freeimage"
"difftastic","Wilfred/difftastic","https://github.com/wilfred/difftastic.git","rust","16490","0","20154","6193","21026","18588","True","False","False","0.00003792","D","mit"
"gzip","","","c/c++","16483","0","16479","8650","24184","16621","True","True","False","0.00003791","D","gpl-3.0-or-later"
"clamav","Cisco-Talos/clamav","https://github.com/cisco-talos/clamav.git","rust","16475","0","23659","8810","15936","17498","True","False","False","0.00003789","D","gpl-2.0-or-later"
"libscrypt","technion/libscrypt","https://github.com/technion/libscrypt.git","c/c++","8959","0","23023","2816","4725","5274","False","True","False","0.00003782","D","bsd-2-clause"
"php-cs-fixer","PHP-CS-Fixer/PHP-CS-Fixer","https://github.com/php-cs-fixer/php-cs-fixer.git","c/c++","16368","0","26881","9320","15297","13976","True","True","False","0.00003764","D","mit"
"figlet","","","c/c++","16308","0","43178","4946","7347","9761","True","True","False","0.00003750","D","bsd-3-clause"
"autoconf-archive","","","c/c++","16258","0","12364","4416","14816","33439","True","True","False","0.00003739","D","gpl-3.0-or-later"
"llvm@16","llvm/llvm-project","https://github.com/llvm/llvm-project.git","c/c++","16219","0","0","10904","27319","10436","True","True","True","0.00003730","D","apache-2.0 with llvm-exception"
"libxxf86vm","","","c/c++","13234","0","12259","6864","17834","15982","True","True","False","0.00003715","D","mit"
"apache-serf","","","c/c++","0","0","0","0","0","0","False","True","False","0.00003707","D","apache-2.0"
"gtk-mac-integration","","","c/c++","15394","0","24443","4835","19691","12608","True","True","False","0.00003702","D","lgpl-2.1-only"
"cdk8s","","","node","16076","0","19908","9139","13006","22251","True","False","False","0.00003697","D","apache-2.0"
"ugrep","Genivia/ugrep","https://github.com/genivia/ugrep.git","c/c++","16048","0","4474","3044","22866","33809","True","True","False","0.00003691","D","bsd-3-clause"
"ossp-uuid","","","c/c++","15993","0","17749","7801","17918","20504","True","True","False","0.00003678","D","bsd-1-clause"
"libftdi","","","c/c++","12942","0","29730","4906","8949","8183","True","True","False","0.00003665","D","lgpl-2.1-only"
"exercism","exercism/cli","https://github.com/exercism/cli.git","go","15931","0","24094","5945","20507","13178","True","False","False","0.00003664","D","mit"
"gtksourceview4","","","c/c++","15922","0","39232","5317","11702","7440","True","True","False","0.00003662","D","lgpl-2.1-or-later"
"libdrm","","","c/c++","15776","0","0","5038","20604","21688","True","True","False","0.00003628","D","mit"
"aws-vault","ByteNess/aws-vault","https://github.com/byteness/aws-vault.git","go","15742","0","20357","7397","9595","25622","True","False","False","0.00003620","D","mit"
"commitizen","","","rust","15616","0","19573","8233","18791","15867","True","False","False","0.00003591","D","mit"
"minio-mc","minio/mc","https://github.com/minio/mc.git","go","15603","0","20015","9308","20009","13081","True","False","False","0.00003588","D","agpl-3.0-or-later"
"bind","","","c/c++","15549","0","19889","6912","15786","19610","True","True","False","0.00003576","D","mpl-2.0"
"cowsay","cowsay-org/cowsay","https://github.com/cowsay-org/cowsay.git","c/c++","15542","0","21686","4870","12595","23020","True","True","False","0.00003574","D","gpl-3.0-only"
"libptytty","","","c/c++","3301","0","0","0","0","3301","False","True","False","0.00003573","D","gpl-2.0-or-later"
"libebml","","","c/c++","6385","0","16662","1940","4406","2534","False","True","False","0.00003558","D","lgpl-2.1-or-later"
"texlive","","","java","15439","0","18705","7727","18588","16739","True","False","False","0.00003551","D","licenseref-homebrew-cannot-represent"
"ta-lib","ta-lib/ta-lib","https://github.com/ta-lib/ta-lib.git","c/c++","15409","0","15438","5505","15359","25334","True","True","False","0.00003544","D","bsd-3-clause"
"git-flow","nvie/gitflow","https://github.com/nvie/gitflow.git","c/c++","15340","0","29795","5565","11228","14773","True","True","False","0.00003528","D","bsd-2-clause"
"awk","onetrueawk/awk","https://github.com/onetrueawk/awk.git","c/c++","15332","0","17570","5831","16899","21029","True","True","False","0.00003526","D","smlnj"
"bash-completion@2","scop/bash-completion","https://github.com/scop/bash-completion.git","c/c++","15235","0","18035","3602","21850","17454","True","True","False","0.00003504","D","gpl-2.0-or-later"
"aircrack-ng","","","c/c++","15187","0","33968","6213","10355","10213","True","True","False","0.00003493","D","bsd-3-clause and gpl-2.0-or-later and (gpl-2.0-or-later with cryptsetup-openssl-exception)"
"iperf","","","c/c++","15189","0","30040","6315","15656","8747","True","True","False","0.00003493","D","bsd-3-clause"
"libiscsi","sahlberg/libiscsi","https://github.com/sahlberg/libiscsi.git","c/c++","10397","0","14709","3327","12146","11408","False","True","False","0.00003490","D","licenseref-homebrew-public-domain and lgpl-2.1-or-later and gpl-2.0-or-later"
"libnet","libnet/libnet","https://github.com/libnet/libnet.git","c/c++","15129","0","32480","6820","13681","7538","True","True","False","0.00003479","D","bsd-2-clause"
"tesseract-lang","tesseract-ocr/tessdata_fast","https://github.com/tesseract-ocr/tessdata_fast.git","c/c++","15120","0","12861","4719","13539","29363","True","True","False","0.00003477","D","apache-2.0"
"sdl12-compat","libsdl-org/sdl12-compat","https://github.com/libsdl-org/sdl12-compat.git","c/c++","15111","0","32922","9894","9634","7997","True","True","False","0.00003475","D","zlib and mit-0"
"goreleaser","goreleaser/goreleaser","https://github.com/goreleaser/goreleaser.git","go","15102","0","19682","6966","15730","18032","True","False","False","0.00003473","D","mit"
"bottom","ClementTsang/bottom","https://github.com/clementtsang/bottom.git","rust","15093","0","13002","12171","14663","20539","True","False","False","0.00003471","D","mit"
"pngquant","","","rust","13602","0","19518","5774","12553","16563","True","False","False","0.00003457","D","gpl-3.0-or-later and hpnd and bsd-2-clause"
"cgns","CGNS/CGNS","https://github.com/cgns/cgns.git","c/c++","11781","0","208","277","8544","38096","False","True","False","0.00003454","D","bsd-3-clause"
"binwalk","ReFirmLabs/binwalk","https://github.com/refirmlabs/binwalk.git","rust","15010","0","27193","5091","16027","11732","True","False","False","0.00003452","D","mit"
"mupdf","","","c/c++","14943","0","12239","6645","16597","24293","True","True","False","0.00003436","D","agpl-3.0-or-later"
"glow","charmbracelet/glow","https://github.com/charmbracelet/glow.git","go","14843","0","12084","6635","13631","27025","True","False","False","0.00003413","D","mit"
"golang-migrate","golang-migrate/migrate","https://github.com/golang-migrate/migrate.git","go","14836","0","17715","8490","17726","15414","True","False","False","0.00003412","D","mit"
"geckodriver","mozilla/geckodriver","https://github.com/mozilla/geckodriver.git","rust","14695","0","34732","6134","9212","8703","True","False","False","0.00003379","D","mpl-2.0"
"swift-protobuf","apple/swift-protobuf","https://github.com/apple/swift-protobuf.git","c/c++","14695","0","12499","4072","15279","26930","True","True","False","0.00003379","D","apache-2.0"
"cscope","","","c/c++","7695","0","21651","2529","3494","3109","False","True","False","0.00003378","D","bsd-3-clause"
"libgphoto2","","","c/c++","14679","0","8122","19106","22993","8498","True","True","False","0.00003376","D","lgpl-2.1-or-later"
"podman-compose","containers/podman-compose","https://github.com/containers/podman-compose.git","c/c++","14608","0","8553","6009","15306","28565","True","True","False","0.00003359","D","gpl-2.0-only"
"julia","JuliaLang/julia","https://github.com/julialang/julia.git","c/c++","14603","0","21029","7984","16336","13066","True","True","False","0.00003358","D","mit and bsd-3-clause and apache-2.0 and bsl-1.0"
"openssl@3.5","openssl/openssl","https://github.com/openssl/openssl.git","c/c++","14599","0","0","0","0","14599","True","True","True","0.00003357","D","apache-2.0"
"clojure","clojure/brew-install","https://github.com/clojure/brew-install.git","java","14584","0","27565","8655","11863","10255","True","False","False","0.00003354","D","epl-1.0"
"protoc-gen-go","protocolbuffers/protobuf-go","https://github.com/protocolbuffers/protobuf-go.git","go","14579","0","20236","6343","16524","15213","True","False","False","0.00003353","D","bsd-3-clause"
"lychee","lycheeverse/lychee","https://github.com/lycheeverse/lychee.git","rust","14499","0","763","4328","24405","28501","True","False","False","0.00003334","D","apache-2.0 or mit"
"ktlint","pinterest/ktlint","https://github.com/pinterest/ktlint.git","java","14468","0","19502","7469","19830","11071","True","False","False","0.00003327","D","mit"
"cargo-c","lu-zero/cargo-c","https://github.com/lu-zero/cargo-c.git","rust","14445","0","18036","7087","18038","14621","True","False","False","0.00003322","D","mit"
"swift-sh","mxcl/swift-sh","https://github.com/mxcl/swift-sh.git","c/c++","14401","0","999","230","20781","35596","True","True","False","0.00003312","D","unlicense"
"azcopy","Azure/azure-storage-azcopy","https://github.com/azure/azure-storage-azcopy.git","go","14334","0","14852","13370","13784","15331","True","False","False","0.00003296","D","mit"
"libxpm","","","c/c++","14284","0","17292","5696","15799","18351","True","True","False","0.00003285","D","mit"
"fontforge","fontforge/fontforge","https://github.com/fontforge/fontforge.git","c/c++","14282","0","29809","9134","7265","10920","True","True","False","0.00003284","D","gpl-3.0-or-later"
"plotutils","","","c/c++","11285","0","19308","4272","10705","10858","False","True","False","0.00003278","D","gpl-3.0-or-later"
"bear","rizsotto/Bear","https://github.com/rizsotto/bear.git","rust","14247","0","12537","7672","18646","18136","True","False","False","0.00003276","D","gpl-3.0-or-later"
"libadwaita","","","c/c++","14240","0","5654","3040","23048","25219","True","True","False","0.00003275","D","lgpl-2.1-or-later"
"samba","","","c/c++","14201","0","14533","6128","15894","20249","True","True","False","0.00003266","D","gpl-3.0-or-later"
"miniupnpc","","","c/c++","14129","0","15385","3424","17030","20679","True","True","False","0.00003249","D","bsd-3-clause"
"kcov","SimonKagstrom/kcov","https://github.com/simonkagstrom/kcov.git","c/c++","14106","0","204","285","15079","40856","True","True","False","0.00003244","D","gpl-2.0-or-later"
"avrdude","avrdudes/avrdude","https://github.com/avrdudes/avrdude.git","c/c++","14103","0","26089","6047","14896","9380","True","True","False","0.00003243","D","gpl-2.0-or-later"
"passt","","","c/c++","14058","0","0","0","3367","24749","True","True","False","0.00003233","D","gpl-2.0-or-later and bsd-3-clause"
"velero","vmware-tanzu/velero","https://github.com/vmware-tanzu/velero.git","go","14029","0","16213","5313","16409","18183","True","False","False","0.00003226","D","apache-2.0"
"cppzmq","zeromq/cppzmq","https://github.com/zeromq/cppzmq.git","c/c++","14008","0","15995","6957","14444","18637","True","True","False","0.00003221","D","mit"
"mad","","https://codeberg.org/tenacityteam/libmad.git","c/c++","11598","0","21463","4585","9707","10639","False","True","False","0.00003198","D","gpl-2.0-or-later"
"netcat","","","c/c++","13851","0","23177","5955","13007","13267","True","True","False","0.00003185","D","gpl-2.0-or-later"
"aider","","","rust","13790","0","0","0","5496","22084","True","False","False","0.00003171","D","apache-2.0"
"hadolint","hadolint/hadolint","https://github.com/hadolint/hadolint.git","haskell","13724","0","16381","6692","13026","18799","True","False","False","0.00003156","D","gpl-3.0-only"
"libharu","libharu/libharu","https://github.com/libharu/libharu.git","c/c++","10428","0","1454","311","5905","34045","False","True","False","0.00003143","D","zlib"
"rename","ap/rename","https://github.com/ap/rename.git","c/c++","13654","0","27675","7294","10548","9099","True","True","False","0.00003140","D","artistic-1.0-perl or gpl-1.0-or-later"
"expect","","","c/c++","13625","0","13649","4841","11904","24109","True","True","False","0.00003133","D","licenseref-homebrew-public-domain"
"vite","","","node","13598","0","9519","5266","18612","20996","True","False","False","0.00003127","D","mit"
