"package","github_repo","git","eco_guess","avg_downloads","2021","2022","2023","2024","2025","top","is_cpp","is_oss_fuzz","pagerank","value_class"
"node-minimatch","","","","0","0","0","0","0","0","False","False","False","0.00000482","D"
"node-acorn","","","","0","0","0","0","0","0","False","False","False","0.00000482","D"
"node-corepack","","","","0","0","0","0","0","0","False","False","False","0.00000482","D"
"node-cjs-module-lexer","","","","0","0","0","0","0","0","False","False","False","0.00000482","D"
"libkpim6mailtransport6-24.12","","","","0","0","0","0","0","0","False","False","False","0.00000481","D"
"libnginx-mod-http-cache-purge","FRiCKLE/ngx_cache_purge","https://github.com/frickle/ngx_cache_purge.git","","1291","1201","1309","1295","1357","1295","False","True","False","0.00000479","D"
"tinycdb","","","","537","570","510","552","521","532","False","True","False","0.00000475","D"
"libnginx-mod-http-uploadprogress","masterzen/nginx-upload-progress-module","https://github.com/masterzen/nginx-upload-progress-module.git","","1240","1152","1254","1242","1304","1252","False","True","False","0.00000466","D"
"libnginx-mod-nchan","slact/nchan","https://github.com/slact/nchan.git","","1228","1141","1241","1230","1289","1241","False","True","False","0.00000463","D"
"libkpim6akonadiagentbase6-24.12","","","","0","0","0","0","0","0","False","False","False","0.00000458","D"
"tecla","","","","0","0","0","0","0","0","False","False","False","0.00000455","D"
"qt6-waylandcompositor-private-abi","","","","0","0","0","0","0","0","False","False","False","0.00000454","D"
"qt6-wayland-dev-tools","","","","0","0","0","0","0","0","False","False","False","0.00000454","D"
"gir1.2-matepanelapplet-4.0","","","","0","0","0","0","0","0","False","False","False","0.00000451","D"
"gir1.2-spelling-1","","","","0","0","0","0","0","0","False","False","False","0.00000450","D"
"system-tools-backends","","","","0","0","0","0","0","0","False","False","False","0.00000449","D"
"debconf-kde-data","","","","0","0","0","0","0","0","False","False","False","0.00000448","D"
"python3-prettytable","","","","0","0","0","0","0","0","False","False","False","0.00000447","D"
"python3-jwt","","","","0","0","0","0","0","0","False","False","False","0.00000447","D"
"python3-requests","","","","0","0","0","0","0","0","False","False","False","0.00000447","D"
"gir1.2-snapd-2","","","","0","0","0","0","0","0","False","False","False","0.00000446","D"
"btrfs-progs","","","","1296","758","1255","1328","1393","1748","False","True","False","0.00000445","D"
"gir1.2-nemo-3.0","","","","0","0","0","0","0","0","False","False","False","0.00000431","D"
"libnginx-mod-http-ndk","simpl/ngx_devel_kit","https://github.com/simpl/ngx_devel_kit.git","","1409","1273","1406","1389","1498","1482","False","True","False","0.00000426","D"
"libkpim6pimcommonakonadi6-24.12","","","","0","0","0","0","0","0","False","False","False","0.00000423","D"
"gir1.2-msg-1","","","","0","0","0","0","0","0","False","False","False","0.00000423","D"
"gir1.2-goa-1.0-dev","","","","0","0","0","0","0","0","False","False","False","0.00000423","D"
"libkpim6akonadicalendar6-24.12","","","","0","0","0","0","0","0","False","False","False","0.00000421","D"
"par2","","","","0","0","0","0","0","0","False","False","False","0.00000421","D"
"libkf6userfeedback-data","","","","0","0","0","0","0","0","False","False","False","0.00000409","D"
"squashfs-tools","","","","0","0","0","0","0","0","False","False","False","0.00000399","D"
"gir1.2-shumate-1.0","","","","0","0","0","0","0","0","False","False","False","0.00000396","D"
"gir1.2-gdesktopenums-3.0","","","","0","0","0","0","0","0","False","False","False","0.00000391","D"
"pipewire-audio","","","","0","0","0","0","0","0","False","False","False","0.00000384","D"
"libkpim6akonadiprivate6-24.12","","","","0","0","0","0","0","0","False","False","False","0.00000381","D"
"gir1.2-fwupd-2.0","","","","0","0","0","0","0","0","False","False","False","0.00000381","D"
"libkpim6kontactinterface6-24.12","","","","0","0","0","0","0","0","False","False","False","0.00000380","D"
"libsoup2.4-common","","","","0","0","0","0","0","0","False","False","False","0.00000379","D"
"gir1.2-soup-2.4","","","","0","0","0","0","0","0","False","False","False","0.00000379","D"
"xdg-desktop-portal-gnome","","","","0","0","0","0","0","0","False","False","False","0.00000370","D"
"gir1.2-gnomedesktop-3.0","","","","0","0","0","0","0","0","False","False","False","0.00000360","D"
"gir1.2-gnomerr-4.0","","","","0","0","0","0","0","0","False","False","False","0.00000360","D"
"gir1.2-gdesktopenums-3.0-dev","","","","0","0","0","0","0","0","False","False","False","0.00000360","D"
"ruby-webrick","","","","0","0","0","0","0","0","False","False","False","0.00000354","D"
"ruby-csv","","","","0","0","0","0","0","0","False","False","False","0.00000354","D"
"rake","","","","0","0","0","0","0","0","False","False","False","0.00000354","D"
"ruby-xmlrpc","","","","0","0","0","0","0","0","False","False","False","0.00000354","D"
"ruby-net-telnet","","","","0","0","0","0","0","0","False","False","False","0.00000354","D"
"ruby-did-you-mean","","","","0","0","0","0","0","0","False","False","False","0.00000354","D"
"libkpim6grantleetheme6-24.12","","","","0","0","0","0","0","0","False","False","False","0.00000354","D"
"ruby-ruby2-keywords","","","","0","0","0","0","0","0","False","False","False","0.00000354","D"
"gstreamer1.0-gtk3","","","","0","0","0","0","0","0","False","False","False","0.00000348","D"
"gir1.2-totemplparser-1.0-dev","","","","0","0","0","0","0","0","False","False","False","0.00000348","D"
"python3-xdg","","","","0","0","0","0","0","0","False","False","False","0.00000348","D"
"gir1.2-xdp-1.0","","","","0","0","0","0","0","0","False","False","False","0.00000341","D"
"gir1.2-xdpgtk3-1.0","","","","0","0","0","0","0","0","False","False","False","0.00000341","D"
"gir1.2-amtk-5","","","","0","0","0","0","0","0","False","False","False","0.00000341","D"
"gir1.2-xdpgtk4-1.0","","","","0","0","0","0","0","0","False","False","False","0.00000341","D"
"vpnc-scripts","","","","0","0","0","0","0","0","False","False","False","0.00000340","D"
"uil","","","","0","0","0","0","0","0","False","False","False","0.00000336","D"
"xfce4-settings","","","","0","0","0","0","0","0","False","False","False","0.00000330","D"
"qml6-module-org-kde-kaccounts","","","","0","0","0","0","0","0","False","False","False","0.00000326","D"
"intltool","","","","0","0","0","0","0","0","False","False","False","0.00000326","D"
"gfortran","","","","0","0","0","0","0","0","False","False","False","0.00000312","D"
"coinutils","coin-or/CoinUtils","https://github.com/coin-or/coinutils.git","","258","222","196","229","321","323","False","True","False","0.00000312","D"
"libkpim6ldapcore6-24.12","","","","0","0","0","0","0","0","False","False","False","0.00000310","D"
"baloo6","","","","0","0","0","0","0","0","False","False","False","0.00000307","D"
"libqscintilla2-qt6-l10n","","","","0","0","0","0","0","0","False","False","False","0.00000300","D"
"pyqt5-dev","","","","0","0","0","0","0","0","False","False","False","0.00000300","D"
"wpewebkit","","","","98","0","0","1","66","229","False","True","False","0.00000300","D"
"pyqt6-dev","","","","0","0","0","0","0","0","False","False","False","0.00000300","D"
"gir1.2-appstreamcompose-1.0","","","","0","0","0","0","0","0","False","False","False","0.00000292","D"
"aglfn","","","","0","0","0","0","0","0","False","False","False","0.00000292","D"
"gir1.2-appstream-1.0","","","","0","0","0","0","0","0","False","False","False","0.00000292","D"
"qt6-positioning-private-abi","","","","0","0","0","0","0","0","False","False","False","0.00000292","D"
"gir1.2-dmap-4.0","","","","0","0","0","0","0","0","False","False","False","0.00000283","D"
"gir1.2-gst-1.0-dev","","","","0","0","0","0","0","0","False","False","False","0.00000283","D"
"libjs-bootstrap5","","","","0","0","0","0","0","0","False","False","False","0.00000281","D"
"libjs-underscore","","","","0","0","0","0","0","0","False","False","False","0.00000280","D"
"gir1.2-atrildocument-1.5.0","","","","0","0","0","0","0","0","False","False","False","0.00000279","D"
"gir1.2-atrilview-1.5.0","","","","0","0","0","0","0","0","False","False","False","0.00000279","D"
"libjs-mathjax","","","","0","0","0","0","0","0","False","False","False","0.00000279","D"
"gir1.2-gst-plugins-bad-1.0","","","","0","0","0","0","0","0","False","False","False","0.00000276","D"
"xapps-common","","","","0","0","0","0","0","0","False","False","False","0.00000274","D"
"gir1.2-xapp-1.0","","","","0","0","0","0","0","0","False","False","False","0.00000274","D"
"draco","google/draco","https://github.com/google/draco.git","","596","2","98","179","656","2049","False","True","True","0.00000273","D"
"gir1.2-camel-1.2","","","","0","0","0","0","0","0","False","False","False","0.00000263","D"
"gir1.2-edataserverui-1.2","","","","0","0","0","0","0","0","False","False","False","0.00000263","D"
"gir1.2-ebook-1.2","","","","0","0","0","0","0","0","False","False","False","0.00000263","D"
"gir1.2-edataserverui4-1.0","","","","0","0","0","0","0","0","False","False","False","0.00000263","D"
"gir1.2-ebackend-1.2","","","","0","0","0","0","0","0","False","False","False","0.00000263","D"
"gir1.2-ecal-2.0","","","","0","0","0","0","0","0","False","False","False","0.00000263","D"
"gir1.2-edatabook-1.2","","","","0","0","0","0","0","0","False","False","False","0.00000263","D"
"evolution-data-server-common","","","","0","0","0","0","0","0","False","False","False","0.00000263","D"
"gir1.2-ebookcontacts-1.2","","","","0","0","0","0","0","0","False","False","False","0.00000263","D"
"gir1.2-edatacal-2.0","","","","0","0","0","0","0","0","False","False","False","0.00000263","D"
"gir1.2-edataserver-1.2","","","","0","0","0","0","0","0","False","False","False","0.00000263","D"
"coinor-osi","coin-or/Osi","https://github.com/coin-or/osi.git","","252","209","189","224","320","321","False","True","False","0.00000258","D"
"libreoffice-uiconfig-calc","","","","0","0","0","0","0","0","False","False","False","0.00000257","D"
"libreoffice-uiconfig-draw","","","","0","0","0","0","0","0","False","False","False","0.00000257","D"
"fonts-opensymbol","","","","0","0","0","0","0","0","False","False","False","0.00000257","D"
"libreoffice-base-core","","","","0","0","0","0","0","0","False","False","False","0.00000257","D"
"junit4","","","","0","0","0","0","0","0","False","False","False","0.00000257","D"
"libreoffice-uiconfig-writer","","","","0","0","0","0","0","0","False","False","False","0.00000257","D"
"libreoffice-base-drivers","","","","0","0","0","0","0","0","False","False","False","0.00000257","D"
"libreoffice-uiconfig-base","","","","0","0","0","0","0","0","False","False","False","0.00000257","D"
"liblibreoffice-java","","","","0","0","0","0","0","0","False","False","False","0.00000257","D"
"libreoffice-uiconfig-impress","","","","0","0","0","0","0","0","False","False","False","0.00000257","D"
"libreoffice-common","","","","0","0","0","0","0","0","False","False","False","0.00000257","D"
"gir1.2-lokdocview-0.1","","","","0","0","0","0","0","0","False","False","False","0.00000257","D"
"liblibreofficekitgtk","","","","0","0","0","0","0","0","False","False","False","0.00000257","D"
"qemu-system-mips","","","","0","0","0","0","0","0","False","False","False","0.00000256","D"
"qemu-system-misc","","","","0","0","0","0","0","0","False","False","False","0.00000256","D"
"qemu-system-ppc","","","","0","0","0","0","0","0","False","False","False","0.00000256","D"
"qemu-system-arm","","","","0","0","0","0","0","0","False","False","False","0.00000256","D"
"qemu-system-sparc","","","","0","0","0","0","0","0","False","False","False","0.00000256","D"
"gir1.2-gladeui-2.0","","","","0","0","0","0","0","0","False","False","False","0.00000256","D"
"qemu-system-x86","","","","0","0","0","0","0","0","False","False","False","0.00000256","D"
"qemu-system-s390x","","","","0","0","0","0","0","0","False","False","False","0.00000256","D"
"qemu-system-riscv","","","","0","0","0","0","0","0","False","False","False","0.00000256","D"
"libfm-data","","","","0","0","0","0","0","0","False","False","False","0.00000255","D"
"libfm-gtk-data","","","","0","0","0","0","0","0","False","False","False","0.00000255","D"
"lxmenu-data","","","","0","0","0","0","0","0","False","False","False","0.00000255","D"
"qt6-quick3d-private-abi","","","","0","0","0","0","0","0","False","False","False","0.00000251","D"
"gir1.2-panel-1","","","","0","0","0","0","0","0","False","False","False","0.00000250","D"
"akonadi-backend-sqlite","","","","0","0","0","0","0","0","False","False","False","0.00000249","D"
"libkpim6akonadixml6-24.12","","","","0","0","0","0","0","0","False","False","False","0.00000249","D"
"openxr-sdk-source","KhronosGroup/OpenXR-SDK-Source","https://github.com/khronosgroup/openxr-sdk-source.git","","837","91","111","151","642","3193","False","True","False","0.00000246","D"
"gir1.2-dex-1","","","","0","0","0","0","0","0","False","False","False","0.00000243","D"
"clp","","","","247","204","183","218","316","317","False","True","False","0.00000241","D"
"m17n-db","","","","0","0","0","0","0","0","False","False","False","0.00000240","D"
"libgtk-4-media-gstreamer","","","","0","0","0","0","0","0","False","False","False","0.00000238","D"
"desktop-base","","","","0","0","0","0","0","0","False","False","False","0.00000238","D"
"libkpim6textedit6-24.12","","","","0","0","0","0","0","0","False","False","False","0.00000237","D"
"gir1.2-matekbd-1.0","","","","0","0","0","0","0","0","False","False","False","0.00000235","D"
"xdg-dbus-proxy","","","","0","0","0","0","0","0","False","False","False","0.00000234","D"
"libkpim6messageviewer6-24.12","","","","0","0","0","0","0","0","False","False","False","0.00000231","D"
