repo,repo_id,repo_age_years,active_contributors_git_5y,dormant,openssf_maintained,has_issues,push_cadence_years,pushed_at,issues_opened_5y,issues_closed_5y,issue_close_ratio,issue_close_ratio_p,net_new_issues_5y,slope_opened,slope_closed,issue_trend_score,issue_trend_score_p,loc_per_ac,loc_per_ac_p,cve_per_ac,cve_per_ac_p,nni_per_ac,nni_per_ac_p,score,fetched_at
rustcrypto/utils,gh/77307442,9.0,58,0,10,True,5,2026-04-27T04:55:29Z,137,116,0.847,50.0,21,-3.6,-2.3,0.0474,38.61,194.9138,39.04,0.0345,86.02,0.3621,52.49,56,2026-04-27T13:18:33Z
rvagg/bl,gh/10706095,12.5,10,0,10,True,5,2026-04-24T00:52:42Z,12,7,0.583,77.21,5,-0.7,-0.4,0.125,20.19,208.2,40.6,0.0,78.08,0.5,59.28,57,2026-04-27T13:18:32Z
rvagg/through2,gh/11808187,12.4,0,1,0,True,0,2022-11-22T08:53:01Z,4,1,0.25,91.05,3,-0.6,-0.2,,,547.0,68.23,0.0,78.08,3.0,94.23,79,2026-04-27T13:18:33Z
ryanzim/universalify,gh/87651180,8.7,3,0,0,True,2,2023-11-01T17:12:25Z,2,2,1.0,30.64,0,-0.3,-0.3,,,71.0,16.67,0.0,78.08,0.0,35.97,36,2026-04-27T13:18:33Z
salesforce/tough-cookie,gh/2606873,14.2,14,0,10,True,5,2026-04-23T18:43:37Z,72,60,0.833,52.94,12,1.8,0.1,-0.1181,88.69,791.6429,75.06,0.0714,89.93,0.8571,67.99,77,2026-04-27T13:18:33Z
samn/json-stable-stringify,gh/76598131,9.0,0,1,0,False,0,2021-04-11T19:15:36Z,0,0,,,0,,,,,340.0,55.03,0.0,78.08,0.0,35.97,54,2026-04-27T13:18:33Z
samverschueren/decode-uri-component,gh/91837954,8.6,3,0,0,True,1,2023-12-30T21:25:37Z,12,7,0.583,77.21,5,0.3,-0.5,-0.3333,96.77,49.0,10.63,0.3333,97.99,1.6667,85.07,45,2026-04-27T13:18:33Z
sboudrias/inquirer.js,gh/10114077,12.6,98,0,10,True,5,2026-04-23T05:51:20Z,321,455,1.417,4.9,-134,4.9,26.3,0.3333,5.98,179.0816,37.14,0.0,78.08,-1.3673,3.05,21,2026-04-27T13:18:33Z
scikit-build/ninja-python-distributions,gh/75102202,9.1,6,0,1,True,5,2026-04-20T21:50:25Z,28,27,0.964,35.91,1,-0.2,-0.5,-0.0536,75.44,93.1667,22.6,0.0,78.08,0.1667,43.44,42,2026-04-27T13:18:33Z
scikit-learn/scikit-learn,gh/843222,15.4,1383,0,10,True,5,2026-04-27T10:45:06Z,3724,3708,0.996,30.88,16,-79.6,-68.7,0.0146,50.57,316.7621,52.68,0.0022,78.64,0.0116,36.09,53,2026-04-27T13:18:33Z
scipy/scipy,gh/1460385,14.8,874,0,10,True,5,2026-04-25T06:20:56Z,4323,4129,0.955,36.52,194,-42.9,-5.8,0.0429,39.9,962.5034,79.64,0.0034,79.42,0.222,45.59,66,2026-04-27T13:18:33Z
seanmonstar/reqwest,gh/62350380,9.5,215,0,,True,5,2026-04-27T13:13:27Z,879,669,0.761,61.15,210,4.5,22.3,0.1013,23.59,124.2186,28.86,0.0,78.08,0.9767,70.02,54,2026-04-27T13:18:33Z
sec-ant/readable-stream,gh/569980966,3.1,1,0,0,True,4,2026-04-26T16:36:20Z,5,3,0.6,76.23,2,0.5,0.3,-0.2,93.86,2020.0,88.93,0.0,78.08,2.0,89.03,85,2026-04-27T13:18:33Z
selinuxproject/selinux,gh/20648799,11.6,53,0,10,True,5,2026-04-22T19:06:09Z,113,57,0.504,79.66,56,0.1,0.5,0.0177,49.6,4542.717,94.18,0.0943,91.5,1.0566,78.62,88,2026-04-27T18:55:54Z
serde-rs/bytes,gh/87358441,8.7,5,0,0,True,5,2025-12-20T05:13:08Z,10,4,0.4,86.27,6,-0.5,-0.1,0.2,12.12,301.0,50.89,0.0,78.08,1.2,80.09,68,2026-04-27T13:18:33Z
serde-rs/json,gh/35894511,10.6,60,0,5,True,5,2026-04-10T19:06:13Z,339,224,0.661,71.57,115,-7.4,-6.1,0.0192,48.79,384.6167,59.06,0.0,78.08,1.9167,86.54,74,2026-04-27T13:18:33Z
serde-rs/serde,gh/14367737,12.1,67,0,10,True,5,2026-03-06T05:50:24Z,666,529,0.794,57.48,137,-14.7,-16.3,-0.012,63.0,635.9403,71.59,0.0,78.08,2.0448,89.37,79,2026-04-27T13:18:33Z
servo/rust-fnv,gh/33499190,10.7,6,0,0,True,3,2024-03-20T08:58:38Z,3,2,0.667,71.32,1,0.1,-0.2,,,90.0,21.7,0.0,78.08,0.1667,43.44,42,2026-04-27T13:18:33Z
servo/rust-smallvec,gh/33456236,10.7,35,0,,True,5,2026-04-15T22:35:41Z,45,23,0.511,79.53,22,-0.4,0.7,0.1222,20.68,134.6857,30.2,0.1429,94.85,0.6286,62.56,56,2026-04-27T13:18:33Z
servo/rust-url,gh/14934771,12.1,72,0,4,True,5,2026-04-16T14:24:20Z,190,122,0.642,73.28,68,2.7,2.3,-0.0105,62.68,204.8333,40.38,0.0139,82.1,0.9444,69.23,61,2026-04-27T13:18:33Z
sinclairzx81/typebox,gh/87454905,8.7,47,0,,True,5,2026-05-06T07:22:24Z,,,,,,,,,,1932.9787,88.03,0.0,78.08,,50,70,2026-05-19T10:59:04Z
sindresorhus/ansi-escapes,gh/40721875,10.4,9,0,1,True,5,2026-02-04T16:21:10Z,8,11,1.375,5.51,-3,-0.5,0.9,0.875,0.48,32.0,6.94,0.0,78.08,-0.3333,11.43,18,2026-04-27T13:18:33Z
sindresorhus/array-union,gh/21005682,11.5,3,0,0,True,1,2021-03-01T18:43:16Z,1,1,1.0,30.64,0,-0.2,-0.2,,,7.3333,2.24,0.0,78.08,0.0,35.97,18,2026-04-27T13:18:33Z
sindresorhus/binary-extensions,gh/29771015,10.9,5,0,0,True,3,2025-05-04T07:29:40Z,3,3,1.0,30.64,0,-0.2,0.1,,,2.8,0.56,0.0,78.08,0.0,35.97,12,2026-04-27T13:18:33Z
sindresorhus/callsites,gh/18938743,11.7,3,0,0,True,4,2025-09-09T08:53:49Z,5,6,1.2,8.33,-1,0.2,0.8,0.6,1.45,20.6667,4.7,0.0,78.08,-0.3333,11.43,16,2026-04-27T13:18:33Z
sindresorhus/camelcase,gh/25116836,11.2,11,0,0,True,4,2025-11-10T20:38:46Z,16,17,1.062,13.48,-1,-1.3,-1.3,0.0,60.1,62.0909,13.76,0.0,78.08,-0.0909,17.08,26,2026-04-27T13:18:33Z
sindresorhus/clean-stack,gh/62838930,9.5,8,0,0,True,5,2025-11-04T06:46:30Z,8,9,1.125,10.05,-1,-0.5,-0.5,0.0,60.1,51.875,11.41,0.0,78.08,-0.125,16.4,24,2026-04-27T13:18:33Z
sindresorhus/cli-cursor,gh/23512396,11.3,2,0,0,True,2,2024-07-26T14:02:28Z,0,0,,,0,,,,,50.0,11.3,0.0,78.08,0.0,35.97,32,2026-04-27T13:18:33Z
sindresorhus/crypto-random-string,gh/73665728,9.1,3,0,0,True,2,2022-05-10T06:15:39Z,12,13,1.083,12.13,-1,-1.6,-1.8,-0.0833,83.84,111.0,26.29,0.0,78.08,-0.3333,11.43,29,2026-04-27T13:18:33Z
sindresorhus/decamelize,gh/29773710,10.9,5,0,2,True,3,2026-03-10T20:37:27Z,9,9,1.0,30.64,0,-0.8,-0.8,0.0,60.1,53.8,11.97,0.0,78.08,0.0,35.97,32,2026-04-27T13:18:33Z
sindresorhus/detect-newline,gh/21304485,11.5,3,0,0,True,3,2023-09-23T02:22:52Z,1,1,1.0,30.64,0,0.0,0.0,,,17.0,4.03,0.0,78.08,0.0,35.97,22,2026-04-27T13:18:33Z
sindresorhus/environment,gh/793180075,1.7,1,0,0,True,1,2024-09-13T06:20:07Z,2,2,1.0,30.64,0,0.2,0.2,,,73.0,17.23,0.0,78.08,0.0,35.97,36,2026-04-27T13:18:33Z
sindresorhus/escape-string-regexp,gh/21169121,11.5,3,0,0,True,3,2025-05-06T15:42:08Z,8,9,1.125,10.05,-1,-0.9,-0.8,0.0625,34.89,12.6667,3.69,0.0,78.08,-0.3333,11.43,15,2026-04-27T13:18:34Z
sindresorhus/execa,gh/47475908,10.1,24,0,4,True,5,2026-01-29T03:54:57Z,286,288,1.007,19.36,-2,13.3,13.4,0.0017,54.6,1371.2083,83.45,0.0,78.08,-0.0833,17.42,48,2026-04-27T13:18:34Z
sindresorhus/figures,gh/21672939,11.5,5,0,0,True,4,2024-10-28T05:10:30Z,17,17,1.0,30.64,0,-2.8,-2.7,0.0294,45.56,71.2,16.78,0.0,78.08,0.0,35.97,36,2026-04-27T13:18:34Z
sindresorhus/file-type,gh/19105307,11.7,42,0,10,True,5,2026-04-09T15:24:14Z,189,196,1.037,16.54,-7,-5.4,-1.5,0.1032,23.26,83.5714,20.58,0.0238,84.45,-0.1667,14.82,30,2026-04-27T13:18:34Z
sindresorhus/find-cache-directory,gh/48783244,10.0,4,0,0,True,5,2025-04-08T15:25:25Z,5,5,1.0,30.64,0,0.0,0.5,0.5,2.91,32.75,7.16,0.0,78.08,0.0,35.97,27,2026-04-27T13:03:17Z
sindresorhus/find-up,gh/41723004,10.3,7,0,0,True,4,2025-09-16T01:16:42Z,14,16,1.143,9.56,-2,-0.8,-0.7,0.0357,42.81,191.0,38.48,0.0,78.08,-0.2857,12.56,34,2026-04-27T13:18:34Z
sindresorhus/find-up-simple,gh/714044439,2.2,2,0,0,True,2,2025-06-05T18:47:14Z,3,3,1.0,30.64,0,0.5,0.6,,,249.0,45.64,0.0,78.08,0.0,35.97,50,2026-04-27T13:18:34Z
sindresorhus/get-east-asian-width,gh/711160838,2.2,2,0,2,True,3,2026-02-18T16:34:54Z,1,1,1.0,30.64,0,0.0,0.0,,,297.0,50.45,0.0,78.08,0.0,35.97,52,2026-04-27T13:18:34Z
sindresorhus/get-stream,gh/44264225,10.2,6,0,0,True,4,2024-10-28T05:15:33Z,20,23,1.15,9.07,-3,-0.1,0.4,0.125,20.19,292.8333,49.89,0.0,78.08,-0.5,8.6,32,2026-04-27T13:18:34Z
sindresorhus/globals,gh/15186239,12.0,26,0,5,True,5,2026-04-12T05:40:14Z,37,36,0.973,34.19,1,3.1,3.3,0.027,46.37,175.6154,36.69,0.0,78.08,0.0385,36.54,47,2026-04-27T13:18:34Z
sindresorhus/globby,gh/21069494,11.5,14,0,4,True,5,2026-03-27T17:29:28Z,53,75,1.415,5.02,-22,-3.8,4.3,0.7642,0.81,365.9286,57.61,0.0,78.08,-1.5714,2.26,22,2026-04-27T13:18:34Z
sindresorhus/has-flag,gh/38718671,10.5,3,0,0,True,1,2021-07-19T17:30:58Z,0,0,,,0,,,,,9.6667,2.8,0.0,78.08,0.0,35.97,20,2026-04-27T13:18:34Z
sindresorhus/import-fresh,gh/22020904,11.5,2,0,1,True,2,2026-02-25T08:03:41Z,9,3,0.333,88.85,6,-0.4,0.6,0.5556,1.94,66.5,15.44,0.0,78.08,3.0,94.23,48,2026-04-27T13:18:34Z
sindresorhus/import-local,gh/90292430,8.7,5,0,0,True,3,2024-07-22T10:56:51Z,3,2,0.667,71.32,1,-0.1,-0.2,,,28.6,6.15,0.0,78.08,0.2,45.36,28,2026-04-27T13:18:34Z
sindresorhus/indent-string,gh/20576837,11.6,3,0,0,True,2,2022-06-05T07:44:39Z,3,3,1.0,30.64,0,-0.4,-0.4,,,38.0,8.39,0.0,78.08,0.0,35.97,29,2026-04-27T13:18:34Z
sindresorhus/is-binary-path,gh/29771247,10.9,2,0,0,True,2,2024-04-30T16:50:28Z,0,0,,,0,,,,,9.0,2.57,0.0,78.08,0.0,35.97,19,2026-04-27T13:18:34Z
sindresorhus/is-docker,gh/33590534,10.7,2,0,0,True,3,2025-09-15T21:04:10Z,7,8,1.143,9.56,-1,-0.5,-0.2,0.2143,10.82,74.5,17.79,0.0,78.08,-0.5,8.6,23,2026-04-27T13:18:34Z
sindresorhus/is-fullwidth-code-point,gh/39222301,10.5,4,0,0,True,3,2025-08-31T07:37:06Z,3,3,1.0,30.64,0,-0.3,0.1,,,7.25,2.13,0.0,78.08,0.0,35.97,18,2026-04-27T13:18:34Z
sindresorhus/is-inside-container,gh/601943060,2.9,1,0,0,True,1,2023-10-27T18:36:38Z,1,1,1.0,30.64,0,0.1,0.1,,,44.0,9.51,0.0,78.08,0.0,35.97,30,2026-04-27T13:18:34Z
sindresorhus/is-path-inside,gh/21054113,11.5,3,0,0,True,2,2025-09-11T10:29:29Z,0,2,,,-2,,,,,53.0,11.74,0.0,78.08,-0.6667,6.33,18,2026-04-27T13:18:34Z
sindresorhus/is-plain-obj,gh/38923193,10.5,2,0,0,True,3,2024-05-04T18:51:15Z,1,3,3.0,0.61,-2,-0.1,-0.3,,,60.5,13.53,0.0,78.08,-1.0,4.3,17,2026-04-27T13:18:34Z
sindresorhus/is-stream,gh/29436825,11.0,3,0,0,True,2,2024-10-28T05:10:46Z,2,4,2.0,2.08,-2,-0.4,-0.2,,,77.6667,19.13,0.0,78.08,-0.6667,6.33,21,2026-04-27T13:18:34Z
sindresorhus/is-unicode-supported,gh/348660847,4.8,5,0,0,True,4,2024-09-09T06:26:07Z,2,2,1.0,30.64,0,-0.1,-0.1,,,9.8,2.91,0.0,78.08,0.0,35.97,20,2026-04-27T13:18:34Z
sindresorhus/is-wsl,gh/88415331,8.7,2,0,2,True,1,2026-02-15T08:45:05Z,3,2,0.667,71.32,1,0.1,-0.1,,,64.5,14.54,0.0,78.08,0.5,59.28,41,2026-04-27T13:18:34Z
sindresorhus/leven,gh/22794601,11.4,3,0,0,True,2,2025-09-11T12:27:54Z,3,5,1.667,3.06,-2,0.1,0.1,,,130.6667,29.64,0.0,78.08,-0.6667,6.33,24,2026-04-27T13:18:34Z
sindresorhus/locate-path,gh/74266248,9.1,5,0,0,True,4,2025-09-15T23:17:42Z,2,2,1.0,30.64,0,-0.4,-0.4,,,42.2,9.06,0.0,78.08,0.0,35.97,29,2026-04-27T13:18:34Z
sindresorhus/log-symbols,gh/21673868,11.5,5,0,0,True,4,2025-05-21T13:47:41Z,1,5,5.0,0.12,-4,0.2,-1.0,,,10.8,3.13,0.0,78.08,-0.8,5.09,11,2026-04-27T13:18:34Z
sindresorhus/lowercase-keys,gh/29769737,10.9,2,0,4,True,1,2026-02-02T18:45:35Z,2,1,0.5,83.21,1,0.2,-0.2,,,7.5,2.46,0.0,78.08,0.5,59.28,22,2026-04-27T13:18:34Z
sindresorhus/make-dir,gh/90776169,8.6,4,0,0,True,4,2025-09-10T18:24:39Z,9,12,1.333,6.37,-3,-0.6,0.0,0.3333,5.98,141.25,31.21,0.0,78.08,-0.75,5.54,24,2026-04-27T13:18:34Z
sindresorhus/meow,gh/25121561,11.2,14,0,10,True,5,2026-02-20T10:30:43Z,41,50,1.22,7.97,-9,-4.8,-3.0,0.2195,10.34,165.5714,35.01,0.0,78.08,-0.6429,6.45,26,2026-04-27T13:18:34Z
sindresorhus/mimic-function,gh/71381729,9.2,4,0,0,True,4,2024-10-28T05:10:20Z,4,4,1.0,30.64,0,0.1,0.1,,,78.0,19.24,0.0,78.08,0.0,35.97,38,2026-04-27T13:18:34Z
sindresorhus/mimic-response,gh/93189529,8.6,2,0,0,True,2,2023-11-05T20:41:53Z,0,0,,,0,,,,,119.5,27.96,0.0,78.08,0.0,35.97,43,2026-04-27T13:18:34Z
sindresorhus/node-defaults,gh/7985040,12.9,2,0,0,True,2,2023-10-18T10:12:27Z,3,4,1.333,6.37,-1,-0.1,-0.1,,,98.5,23.83,0.0,78.08,-0.5,8.6,25,2026-04-27T13:18:34Z
sindresorhus/normalize-url,gh/29094022,11.0,12,0,5,True,5,2026-02-19T21:06:38Z,38,40,1.053,14.22,-2,-3.8,-3.0,0.1053,23.1,72.6667,16.89,0.0833,90.83,-0.1667,14.82,28,2026-04-27T13:18:34Z
sindresorhus/npm-run-path,gh/48707028,10.0,3,0,0,True,4,2024-10-28T05:10:35Z,3,3,1.0,30.64,0,-0.2,-0.2,,,74.0,17.67,0.0,78.08,0.0,35.97,37,2026-04-27T13:18:34Z
sindresorhus/object-assign,gh/16457190,11.9,2,0,0,False,2,2023-11-05T18:16:06Z,0,0,,,0,,,,,145.0,31.99,0.0,78.08,0.0,35.97,45,2026-04-27T13:18:34Z
sindresorhus/onetime,gh/14847357,12.1,3,0,2,True,2,2026-02-02T07:42:23Z,0,0,,,0,,,,,29.0,6.38,0.0,78.08,0.0,35.97,26,2026-04-27T13:18:35Z
sindresorhus/open,gh/18469325,11.7,26,0,0,True,5,2025-11-15T08:22:56Z,90,116,1.289,6.99,-26,-5.0,5.7,0.5944,1.62,24.5,5.15,0.0,78.08,-1.0,4.3,12,2026-04-27T13:18:35Z
sindresorhus/p-limit,gh/71542716,9.2,8,0,9,True,4,2026-02-03T16:02:24Z,38,34,0.895,44.73,4,0.1,0.6,0.0658,33.93,111.375,26.4,0.0,78.08,0.5,59.28,50,2026-04-27T13:18:35Z
sindresorhus/p-locate,gh/74265632,9.1,3,0,2,True,3,2026-02-03T07:57:52Z,1,0,0.0,100.0,1,0.2,0.0,,,41.3333,8.84,0.0,78.08,0.3333,51.81,33,2026-04-27T13:18:35Z
sindresorhus/p-map,gh/71526722,9.2,11,0,0,True,5,2026-03-22T08:22:12Z,26,23,0.885,46.2,3,-2.6,-2.9,-0.0577,76.74,97.7273,23.71,0.0,78.08,0.2727,47.96,45,2026-04-27T13:18:35Z
sindresorhus/p-try,gh/71534796,9.2,2,0,0,True,2,2025-09-16T02:55:43Z,1,1,1.0,30.64,0,0.1,0.2,,,19.5,4.59,0.0,78.08,0.0,35.97,23,2026-04-27T13:18:35Z
sindresorhus/package-directory,gh/41724281,10.3,4,0,1,True,4,2026-02-01T14:52:22Z,3,2,0.667,71.32,1,-0.4,-0.3,,,11.0,3.36,0.0,78.08,0.25,47.29,23,2026-04-27T13:03:18Z
sindresorhus/parent-module,gh/50187748,9.9,3,0,0,True,3,2025-09-15T07:20:47Z,1,1,1.0,30.64,0,-0.2,0.2,,,33.6667,7.27,0.0,78.08,0.0,35.97,27,2026-04-27T13:18:35Z
sindresorhus/parse-json,gh/41367145,10.4,9,0,0,True,4,2025-04-09T09:02:05Z,8,8,1.0,30.64,0,-0.8,-0.8,0.0,60.1,37.6667,8.17,0.0,78.08,0.0,35.97,28,2026-04-27T13:18:35Z
sindresorhus/path-exists,gh/34965664,10.7,2,0,0,True,1,2022-03-03T14:44:23Z,3,3,1.0,30.64,0,-0.5,-0.3,,,18.0,4.36,0.0,78.08,0.0,35.97,23,2026-04-27T13:18:35Z
sindresorhus/path-key,gh/48706449,10.0,3,0,0,True,3,2025-09-12T15:46:44Z,1,1,1.0,30.64,0,-0.2,0.2,,,24.0,5.03,0.0,78.08,0.0,35.97,24,2026-04-27T13:18:35Z
sindresorhus/path-type,gh/41905436,10.3,3,0,0,True,2,2026-02-02T19:08:22Z,2,1,0.5,83.21,1,0.0,-0.1,,,52.0,11.52,0.0,78.08,0.3333,51.81,36,2026-04-27T13:18:35Z
sindresorhus/pify,gh/41585934,10.3,3,0,0,True,2,2022-09-12T10:11:33Z,1,2,2.0,2.08,-1,-0.2,-0.2,,,234.6667,43.74,0.0,78.08,-0.3333,11.43,34,2026-04-27T13:18:35Z
sindresorhus/quick-lru,gh/86679721,8.8,6,0,0,True,4,2025-10-10T07:56:07Z,19,21,1.105,11.03,-2,-0.6,0.3,0.2368,9.37,347.0,55.7,0.0,78.08,-0.3333,11.43,37,2026-04-27T13:18:35Z
sindresorhus/read-package-up,gh/41842429,10.3,3,0,0,True,4,2025-11-07T18:11:06Z,6,6,1.0,30.64,0,-0.4,-0.3,0.0833,28.27,19.0,4.47,0.0,78.08,0.0,35.97,23,2026-04-27T13:03:19Z
sindresorhus/read-pkg,gh/41790094,10.3,4,0,1,True,4,2026-02-08T14:30:34Z,9,8,0.889,45.83,1,-0.4,-0.6,-0.1111,88.05,37.0,7.94,0.0,78.08,0.25,47.29,31,2026-04-27T13:18:35Z
sindresorhus/resolve-cwd,gh/47504070,10.1,1,0,0,True,1,2021-01-23T18:33:02Z,0,0,,,0,,,,,26.0,5.37,0.0,78.08,0.0,35.97,25,2026-04-27T13:18:35Z
sindresorhus/resolve-from,gh/22022707,11.4,1,0,0,True,1,2021-01-23T18:33:13Z,1,0,0.0,100.0,1,0.0,0.0,,,82.0,20.36,0.0,78.08,1.0,78.17,50,2026-04-27T13:18:35Z
sindresorhus/restore-cursor,gh/23512229,11.3,3,0,0,True,3,2024-07-26T13:56:44Z,0,0,,,0,,,,,27.0,5.7,0.0,78.08,0.0,35.97,25,2026-04-27T13:18:35Z
sindresorhus/shebang-regex,gh/30903733,10.9,2,0,0,True,1,2021-08-13T23:09:53Z,1,1,1.0,30.64,0,0.2,0.2,,,7.0,2.01,0.0,78.08,0.0,35.97,18,2026-04-27T13:18:35Z
sindresorhus/slash,gh/11516031,12.5,5,0,0,True,3,2023-05-09T17:07:05Z,3,3,1.0,30.64,0,-0.4,-0.4,,,5.2,1.23,0.0,78.08,0.0,35.97,15,2026-04-27T13:18:35Z
sindresorhus/string-width,gh/39222730,10.5,7,0,8,True,5,2026-04-27T05:27:16Z,25,26,1.04,15.93,-1,-0.4,0.6,0.2,12.12,49.5714,10.96,0.0,78.08,-0.1429,15.72,24,2026-04-27T13:18:35Z
sindresorhus/strip-bom,gh/18444852,11.7,2,0,0,True,1,2021-04-16T18:54:24Z,1,1,1.0,30.64,0,-0.2,-0.2,,,16.0,3.8,0.0,78.08,0.0,35.97,22,2026-04-27T13:18:35Z
sindresorhus/strip-final-newline,gh/47453723,10.1,3,0,0,True,4,2024-10-28T05:10:26Z,1,1,1.0,30.64,0,0.0,0.0,,,29.3333,6.49,0.0,78.08,0.0,35.97,26,2026-04-27T13:18:35Z
sindresorhus/strip-indent,gh/18242629,11.8,3,0,0,True,2,2025-10-12T14:55:56Z,3,4,1.333,6.37,-1,-0.1,0.1,,,34.3333,7.38,0.0,78.08,-0.3333,11.43,19,2026-04-27T13:18:35Z
sindresorhus/strip-json-comments,gh/14468669,12.1,5,0,0,True,4,2025-08-08T14:14:06Z,11,11,1.0,30.64,0,-0.8,-0.4,0.1818,13.41,46.2,10.29,0.0,78.08,0.0,35.97,31,2026-04-27T13:18:35Z
sindresorhus/tagged-tag,gh/795552264,1.7,1,0,0,True,2,2026-02-13T06:10:58Z,0,0,,,0,,,,,3.0,0.78,0.0,78.08,0.0,35.97,13,2026-04-27T13:18:35Z
sindresorhus/to-fast-properties,gh/31656998,10.8,4,0,0,True,1,2021-09-30T22:26:14Z,1,1,1.0,30.64,0,-0.2,0.2,,,17.25,4.14,0.0,78.08,0.0,35.97,23,2026-04-27T13:18:35Z
sindresorhus/type-fest,gh/175398594,6.8,183,0,10,True,5,2026-04-24T20:52:35Z,530,397,0.749,62.99,133,4.4,10.9,0.0613,35.06,96.4754,23.38,0.0,78.08,0.7268,65.61,49,2026-04-27T13:18:35Z
sindresorhus/unicorn-magic,gh/716660564,2.1,2,0,0,False,3,2025-11-15T10:26:20Z,0,0,,,0,,,,,63.0,14.09,0.0,78.08,0.0,35.97,34,2026-04-27T13:18:35Z
sindresorhus/yocto-queue,gh/315531538,5.1,4,0,0,True,4,2025-11-11T06:32:12Z,10,10,1.0,30.64,0,0.3,0.3,0.0,60.1,44.5,9.62,0.0,78.08,0.0,35.97,30,2026-04-27T13:18:35Z
sinonjs/commons,gh/143001748,7.4,2,0,0,True,4,2024-06-16T09:53:15Z,2,4,2.0,2.08,-2,-0.2,-0.4,,,495.0,66.55,0.0,78.08,-1.0,4.3,28,2026-04-27T13:18:35Z
sinonjs/fake-timers,gh/16523712,11.9,35,0,,True,5,2026-04-23T05:10:30Z,65,64,0.985,32.23,1,-4.0,-3.0,0.0769,30.37,268.4,47.65,0.0,78.08,0.0286,36.31,51,2026-04-27T13:18:35Z
smithy-lang/smithy-rs,gh/308027791,5.2,136,0,10,True,5,2026-04-27T01:40:14Z,1029,734,0.713,66.05,295,-56.1,-26.0,0.1463,17.29,2032.0882,89.04,0.0074,80.43,2.1691,90.05,86,2026-04-27T13:18:36Z
smithy-lang/smithy-typescript,gh/208319207,6.3,81,0,10,True,5,2026-04-24T19:58:08Z,187,136,0.727,64.58,51,9.4,9.7,0.008,52.67,1598.7284,85.35,0.0,78.08,0.6296,62.67,75,2026-04-27T13:18:35Z
smol-rs/fastrand,gh/267368764,5.6,19,0,,True,5,2026-04-13T17:37:38Z,35,28,0.8,57.11,7,-1.1,-0.5,0.0857,27.3,78.2105,19.46,0.0,78.08,0.3684,52.83,43,2026-04-27T13:18:35Z
snowflakedb/snowflake-connector-python,gh/62262074,9.5,124,0,10,True,5,2026-04-24T13:37:05Z,592,572,0.966,35.66,20,-6.1,5.0,0.0937,25.85,1565.9032,84.9,0.0484,88.14,0.1613,42.42,68,2026-04-27T13:18:36Z
socketio/socket.io,gh/557980,15.8,124,0,,True,5,2026-04-27T11:35:34Z,666,1038,1.559,3.31,-372,-28.5,-115.4,-0.6524,98.87,512.8952,67.0,0.0726,90.04,-3.0,0.79,17,2026-04-27T13:18:36Z
sqlalchemy/sqlalchemy,gh/159271175,7.1,372,0,,True,5,2026-04-24T21:39:06Z,2602,2564,0.985,32.23,38,-162.3,-153.4,0.0171,49.92,1651.3199,86.13,0.0027,79.08,0.1022,39.37,64,2026-04-27T18:55:57Z
sqlite/sqlite,gh/176278485,6.8,8,0,10,False,5,2026-04-27T14:06:12Z,0,0,,,0,,,,,58114.875,98.99,0.125,94.18,0.0,35.97,69,2026-04-27T18:55:57Z
srijs/rust-crc32fast,gh/157348282,7.1,6,0,0,True,4,2025-07-13T15:08:55Z,17,15,0.882,46.94,2,0.3,0.8,0.1471,17.12,242.0,44.52,0.0,78.08,0.3333,51.81,56,2026-04-27T13:18:36Z
stebalien/tempfile,gh/33832372,10.7,46,0,10,True,5,2026-03-14T18:51:29Z,82,86,1.049,14.83,-4,1.4,4.9,0.2134,10.99,96.3478,23.27,0.0,78.08,-0.087,17.31,32,2026-04-27T13:18:36Z
stefanpenner/get-caller-file,gh/48818175,10.0,0,1,0,True,0,2023-09-27T20:35:45Z,1,0,0.0,100.0,1,0.0,0.0,,,74.0,17.67,0.0,78.08,1.0,78.17,48,2026-04-27T13:18:36Z
storybookjs/storybook,gh/54173593,9.8,1092,0,10,True,5,2026-04-27T13:18:06Z,7287,5963,0.818,54.04,1324,-157.8,-10.5,0.1011,23.75,367.5934,57.83,0.0009,78.19,1.2125,80.43,71,2026-04-27T13:18:36Z
stream-utils/destroy,gh/15544623,12.0,1,0,0,True,2,2024-09-03T21:16:46Z,0,0,,,0,,,,,368.0,57.94,0.0,78.08,0.0,35.97,55,2026-04-27T13:18:36Z
stream-utils/raw-body,gh/12823654,12.3,4,0,0,True,5,2026-03-01T12:58:31Z,7,7,1.0,30.64,0,0.3,0.2,-0.0714,82.07,365.75,57.38,0.0,78.08,0.0,35.97,54,2026-04-27T13:18:36Z
stream-utils/unpipe,gh/37428186,10.5,0,1,0,True,0,2020-12-15T06:33:25Z,0,0,,,0,,,,,256.0,46.31,0.0,78.08,0.0,35.97,51,2026-04-27T13:18:36Z
streamich/memfs,gh/37490572,10.5,43,0,10,True,5,2026-04-16T22:13:49Z,157,154,0.981,32.97,3,5.5,12.0,0.207,11.15,520.6047,67.23,0.0,78.08,0.0698,37.78,58,2026-04-27T13:18:36Z
stub42/pytz,gh/63155638,9.5,6,0,8,True,5,2026-04-10T23:40:04Z,68,38,0.559,78.19,30,-2.7,-1.5,0.0882,26.82,2265.1667,90.38,0.0,78.08,5.0,97.17,88,2026-04-27T18:55:58Z
